segment_count	segment	checkpoint_n	vocabulary_size	heaps_beta	beta_effective	new_type_rate
4	0	100	97	0.82332772305559687	0	0.42496339677891654
4	0	200	178	0.82332772305559687	0.87582058877927094	0.42496339677891654
4	0	500	395	0.82332772305559687	0.86992281694115436	0.42496339677891654
4	0	1000	707	0.82332772305559687	0.83985756174493387	0.42496339677891654
4	0	2000	1222	0.82332772305559687	0.78946216500933064	0.42496339677891654
4	0	4000	2135	0.82332772305559687	0.80499178468912314	0.42496339677891654
4	0	8000	3702	0.82332772305559687	0.79406882536272161	0.42496339677891654
4	0	10928	4644	0.82332772305559687	0.72687551356604807	0.42496339677891654
4	1	100	91	0.82148687411816324	0	0.40830893118594436
4	1	200	179	0.82148687411816324	0.97602113706556159	0.40830893118594436
4	1	500	391	0.82148687411816324	0.85270070619018212	0.40830893118594436
4	1	1000	700	0.82148687411816324	0.84018631452497583	0.40830893118594436
4	1	2000	1219	0.82148687411816324	0.80027129878788317	0.40830893118594436
4	1	4000	2065	0.82148687411816324	0.76044365568659555	0.40830893118594436
4	1	8000	3551	0.82148687411816324	0.78208357871416334	0.40830893118594436
4	1	10928	4462	0.82148687411816324	0.73221396512109482	0.40830893118594436
4	2	100	94	0.81526285350779282	0	0.40007320644216693
4	2	200	182	0.81526285350779282	0.95320578852105975	0.40007320644216693
4	2	500	392	0.81526285350779282	0.83734902692330537	0.40007320644216693
4	2	1000	710	0.81526285350779282	0.85696537027683695	0.40007320644216693
4	2	2000	1306	0.81526285350779282	0.87926396715438593	0.40007320644216693
4	2	4000	2150	0.81526285350779282	0.71918176293039149	0.40007320644216693
4	2	8000	3473	0.81526285350779282	0.69184575090527045	0.40007320644216693
4	2	10928	4372	0.81526285350779282	0.73809415861250605	0.40007320644216693
4	3	100	93	0.80500141975316308	0	0.37862567481013815
4	3	200	176	0.80500141975316308	0.9202728075292671	0.37862567481013815
4	3	500	389	0.80500141975316308	0.86554989698315388	0.37862567481013815
4	3	1000	688	0.80500141975316308	0.82263840971590629	0.37862567481013815
4	3	2000	1177	0.80500141975316308	0.77463385033634602	0.37862567481013815
4	3	4000	2033	0.80500141975316308	0.7884958948062889	0.37862567481013815
4	3	8000	3318	0.80500141975316308	0.70670367111113108	0.37862567481013815
4	3	10929	4138	0.80500141975316308	0.707903121214844	0.37862567481013815
8	0	100	97	0.83178316033927946	0	0.49652269399707172
8	0	200	178	0.83178316033927946	0.87582058877927094	0.49652269399707172
8	0	500	395	0.83178316033927946	0.86992281694115436	0.49652269399707172
8	0	1000	707	0.83178316033927946	0.83985756174493387	0.49652269399707172
8	0	2000	1222	0.83178316033927946	0.78946216500933064	0.49652269399707172
8	0	4000	2135	0.83178316033927946	0.80499178468912314	0.49652269399707172
8	0	5464	2713	0.83178316033927946	0.76819030764199292	0.49652269399707172
8	1	100	95	0.83881037701710692	0	0.49762079062957543
8	1	200	177	0.83881037701710692	0.89774994175205025	0.49762079062957543
8	1	500	398	0.83881037701710692	0.88432878836746442	0.49762079062957543
8	1	1000	729	0.83881037701710692	0.87315038378328835	0.49762079062957543
8	1	2000	1273	0.83881037701710692	0.80424169957442115	0.49762079062957543
8	1	4000	2142	0.83881037701710692	0.75072606084889748	0.49762079062957543
8	1	5464	2719	0.83881037701710692	0.76477819304145533	0.49762079062957543
8	2	100	91	0.83276709564147366	0	0.47767203513909223
8	2	200	179	0.83276709564147366	0.97602113706556159	0.47767203513909223
8	2	500	391	0.83276709564147366	0.85270070619018212	0.47767203513909223
8	2	1000	700	0.83276709564147366	0.84018631452497583	0.47767203513909223
8	2	2000	1219	0.83276709564147366	0.80027129878788317	0.47767203513909223
8	2	4000	2065	0.83276709564147366	0.76044365568659555	0.47767203513909223
8	2	5464	2610	0.83276709564147366	0.75097767554812078	0.47767203513909223
8	3	100	93	0.84719786206418202	0	0.50073206442166907
8	3	200	175	0.84719786206418202	0.91205230072429855	0.50073206442166907
8	3	500	385	0.84719786206418202	0.86048819761778206	0.50073206442166907
8	3	1000	716	0.84719786206418202	0.89510114168199217	0.50073206442166907
8	3	2000	1265	0.84719786206418202	0.82110589231741615	0.50073206442166907
8	3	4000	2181	0.84719786206418202	0.78585238505907784	0.50073206442166907
8	3	5464	2736	0.84719786206418202	0.72690970179652659	0.50073206442166907
8	4	100	94	0.83611432676445963	0	0.48407759882869694
8	4	200	182	0.83611432676445963	0.95320578852105975	0.48407759882869694
8	4	500	392	0.83611432676445963	0.83734902692330537	0.48407759882869694
8	4	1000	710	0.83611432676445963	0.85696537027683695	0.48407759882869694
8	4	2000	1306	0.83611432676445963	0.87926396715438593	0.48407759882869694
8	4	4000	2150	0.83611432676445963	0.71918176293039149	0.48407759882869694
8	4	5464	2645	0.83611432676445963	0.66435401877147959	0.48407759882869694
8	5	100	93	0.83533657057504618	0	0.47986822840409954
8	5	200	170	0.83533657057504618	0.87023212502967129	0.47986822840409954
8	5	500	396	0.83533657057504618	0.92286841369072892	0.47986822840409954
8	5	1000	690	0.83533657057504618	0.80109593158592107	0.47986822840409954
8	5	2000	1200	0.83533657057504618	0.79836613883035001	0.47986822840409954
8	5	4000	2091	0.83533657057504618	0.80115865609369774	0.47986822840409954
8	5	5464	2622	0.83533657057504618	0.72556771586465107	0.47986822840409954
8	6	100	93	0.82350748219653525	0	0.46412884333821375
8	6	200	176	0.82350748219653525	0.9202728075292671	0.46412884333821375
8	6	500	389	0.82350748219653525	0.86554989698315388	0.46412884333821375
8	6	1000	688	0.82350748219653525	0.82263840971590629	0.46412884333821375
8	6	2000	1177	0.82350748219653525	0.77463385033634602	0.46412884333821375
8	6	4000	2033	0.82350748219653525	0.7884958948062889	0.46412884333821375
8	6	5464	2536	0.82350748219653525	0.70883259396649601	0.46412884333821375
8	7	100	94	0.81940801634911231	0	0.46001829826166513
8	7	200	173	0.81940801634911231	0.88003937595908888	0.46001829826166513
8	7	500	391	0.81940801634911231	0.88990965107740183	0.46001829826166513
8	7	1000	688	0.81940801634911231	0.81523995739474531	0.46001829826166513
8	7	2000	1185	0.81940801634911231	0.78440658908352301	0.46001829826166513
8	7	4000	1974	0.81940801634911231	0.73623493067077728	0.46001829826166513
8	7	5465	2514	0.81940801634911231	0.77486895482169771	0.46001829826166513
