window_start	window_end	tokens	new_types	new_type_rate
0	500	500	352	0.70399999999999996
500	1000	500	272	0.54400000000000004
1000	1500	500	225	0.45000000000000001
1500	2000	500	216	0.432
2000	2500	500	190	0.38
2500	3000	500	213	0.42599999999999999
3000	3500	500	198	0.39600000000000002
3500	4000	500	179	0.35799999999999998
4000	4500	500	163	0.32600000000000001
4500	5000	500	159	0.318
5000	5500	500	149	0.29799999999999999
5500	6000	500	186	0.372
6000	6500	500	180	0.35999999999999999
6500	7000	500	182	0.36399999999999999
7000	7500	500	130	0.26000000000000001
7500	8000	500	126	0.252
8000	8500	500	126	0.252
8500	9000	500	121	0.24199999999999999
9000	9500	500	129	0.25800000000000001
9500	10000	500	123	0.246
10000	10500	500	135	0.27000000000000002
10500	11000	500	126	0.252
11000	11500	500	95	0.19
11500	12000	500	108	0.216
12000	12500	500	134	0.26800000000000002
12500	13000	500	110	0.22
13000	13500	500	95	0.19
13500	14000	500	97	0.19400000000000001
14000	14500	500	115	0.23000000000000001
14500	15000	500	126	0.252
15000	15500	500	74	0.14799999999999999
15500	16000	500	99	0.19800000000000001
16000	16500	500	97	0.19400000000000001
16500	17000	500	113	0.22600000000000001
17000	17500	500	126	0.252
17500	18000	500	87	0.17399999999999999
18000	18500	500	130	0.26000000000000001
18500	19000	500	89	0.17799999999999999
19000	19500	500	86	0.17199999999999999
19500	20000	500	102	0.20399999999999999
20000	20500	500	123	0.246
20500	21000	500	101	0.20200000000000001
21000	21500	500	91	0.182
21500	22000	500	68	0.13600000000000001
22000	22500	500	92	0.184
22500	23000	500	100	0.20000000000000001
23000	23500	500	101	0.20200000000000001
23500	24000	500	126	0.252
24000	24500	500	69	0.13800000000000001
24500	25000	500	66	0.13200000000000001
25000	25500	500	68	0.13600000000000001
25500	26000	500	97	0.19400000000000001
26000	26500	500	56	0.112
26500	27000	500	69	0.13800000000000001
27000	27500	500	57	0.114
27500	28000	500	95	0.19
28000	28500	500	65	0.13
28500	29000	500	68	0.13600000000000001
29000	29500	500	78	0.156
29500	30000	500	92	0.184
30000	30500	500	86	0.17199999999999999
30500	31000	500	97	0.19400000000000001
31000	31500	500	71	0.14199999999999999
31500	32000	500	63	0.126
32000	32500	500	80	0.16
32500	33000	500	63	0.126
33000	33500	500	76	0.152
33500	34000	500	72	0.14399999999999999
34000	34500	500	75	0.14999999999999999
34500	35000	500	91	0.182
35000	35500	500	89	0.17799999999999999
35500	36000	500	82	0.16400000000000001
36000	36500	500	61	0.122
36500	37000	500	61	0.122
37000	37500	500	55	0.11
37500	38000	500	66	0.13200000000000001
38000	38500	500	58	0.11600000000000001
38500	39000	500	62	0.124
39000	39500	500	54	0.108
39500	40000	500	72	0.14399999999999999
40000	40500	500	56	0.112
40500	41000	500	55	0.11
41000	41500	500	53	0.106
41500	42000	500	54	0.108
42000	42500	500	57	0.114
42500	43000	500	51	0.10199999999999999
43000	43500	500	41	0.082000000000000003
43500	43713	213	42	0.19718309859154928
0	1000	1000	624	0.624
1000	2000	1000	441	0.441
2000	3000	1000	403	0.40300000000000002
3000	4000	1000	377	0.377
4000	5000	1000	322	0.32200000000000001
5000	6000	1000	335	0.33500000000000002
6000	7000	1000	362	0.36199999999999999
7000	8000	1000	256	0.25600000000000001
8000	9000	1000	247	0.247
9000	10000	1000	252	0.252
10000	11000	1000	261	0.26100000000000001
11000	12000	1000	203	0.20300000000000001
12000	13000	1000	244	0.24399999999999999
13000	14000	1000	192	0.192
14000	15000	1000	241	0.24099999999999999
15000	16000	1000	173	0.17299999999999999
16000	17000	1000	210	0.20999999999999999
17000	18000	1000	213	0.21299999999999999
18000	19000	1000	219	0.219
19000	20000	1000	188	0.188
20000	21000	1000	224	0.224
21000	22000	1000	159	0.159
22000	23000	1000	192	0.192
23000	24000	1000	227	0.22700000000000001
24000	25000	1000	135	0.13500000000000001
25000	26000	1000	165	0.16500000000000001
26000	27000	1000	125	0.125
27000	28000	1000	152	0.152
28000	29000	1000	133	0.13300000000000001
29000	30000	1000	170	0.17000000000000001
30000	31000	1000	183	0.183
31000	32000	1000	134	0.13400000000000001
32000	33000	1000	143	0.14299999999999999
33000	34000	1000	148	0.14799999999999999
34000	35000	1000	166	0.16600000000000001
35000	36000	1000	171	0.17100000000000001
36000	37000	1000	122	0.122
37000	38000	1000	121	0.121
38000	39000	1000	120	0.12
39000	40000	1000	126	0.126
40000	41000	1000	111	0.111
41000	42000	1000	107	0.107
42000	43000	1000	108	0.108
43000	43713	713	83	0.11640953716690042
0	2000	2000	1065	0.53249999999999997
2000	4000	2000	780	0.39000000000000001
4000	6000	2000	657	0.32850000000000001
6000	8000	2000	618	0.309
8000	10000	2000	499	0.2495
10000	12000	2000	464	0.23200000000000001
12000	14000	2000	436	0.218
14000	16000	2000	414	0.20699999999999999
16000	18000	2000	423	0.21149999999999999
18000	20000	2000	407	0.20349999999999999
20000	22000	2000	383	0.1915
22000	24000	2000	419	0.20949999999999999
24000	26000	2000	300	0.14999999999999999
26000	28000	2000	277	0.13850000000000001
28000	30000	2000	303	0.1515
30000	32000	2000	317	0.1585
32000	34000	2000	291	0.14549999999999999
34000	36000	2000	337	0.16850000000000001
36000	38000	2000	243	0.1215
38000	40000	2000	246	0.123
40000	42000	2000	218	0.109
42000	43713	1713	191	0.11150029188558085
