corpus_id	representation_id	family	metric_id	regime	checkpoint	mean	median	sd	ci_low	ci_high	n_valid
C06	MUSIC-R2	G	G01_ALPHABET_SIZE		5000	19.22	19	1.21309521473	16.475	21	100
C06	MUSIC-R2	G	G02_INITIAL_RESTRICTION_DENSITY		5000	0	0	0	0	0	100
C06	MUSIC-R2	G	G03_FINAL_RESTRICTION_DENSITY		5000	0	0	0	0	0	100
C06	MUSIC-R2	G	G04_BIGRAM_OCCUPANCY		5000	0	0	0	0	0	100
C06	MUSIC-R2	G	G05_TRIGRAM_OCCUPANCY		5000	0	0	0	0	0	100
C06	MUSIC-R2	G	G06_SYMBOL_CONDITIONAL_ENTROPY_NORM		5000	0	0	0	0	0	100
C06	MUSIC-R2	G	G07_HIGHER_ORDER_ENTROPY_REDUCTION		5000	0	0	0	0	0	100
C06	MUSIC-R2	G	G08_MEAN_SYMBOLS_PER_TOKEN		5000	1	1	0	1	1	100
C06	MUSIC-R2	T	T01_MEAN_TOKEN_LENGTH		5000	1	1	0	1	1	100
C06	MUSIC-R2	T	T02_TOKEN_LENGTH_SD		5000	0	0	0	0	0	100
C06	MUSIC-R2	T	T03_UNIQUE_TOKEN_RATIO		5000	0.00384434390021	0.00380266190138	0.000242508100258	0.00329539071446	0.00420296313096	100
C06	MUSIC-R2	T	T04_HAPAX_RATIO		5000	0.122967516831	0.111111111111	0.0624144191216	0	0.238095238095	100
C06	MUSIC-R2	T	T05_PREFIX_DIVERSITY		5000	1	1	0	1	1	100
C06	MUSIC-R2	T	T06_SUFFIX_DIVERSITY		5000	1	1	0	1	1	100
C06	MUSIC-R2	T	T07_EDIT_GRAPH_DENSITY		5000	1	1	0	1	1	100
C06	MUSIC-R2	T	T08_EDIT_GRAPH_GIANT_SHARE		5000	1	1	0	1	1	100
C06	MUSIC-R2	T	T09_EDIT_GRAPH_CLUSTERING		5000	1	1	0	1	1	100
C06	MUSIC-R2	T	T10_EDIT_DEGREE_FREQUENCY_SPEARMAN		5000	0	0	0	0	0	100
C06	MUSIC-R2	T	T11_POSITIONAL_RESTRICTION_DENSITY		5000	0.333333333333	0.333333333333	3.88578058619e-16	0.333333333333	0.333333333333	100
C06	MUSIC-R2	S	S01_TRANSITION_DENSITY	FREQ_GE_5	5000	0.603226119615	0.604444444444	0.0252935987592	0.54873046875	0.644444444444	100
C06	MUSIC-R2	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_5	5000	0.396773880385	0.395555555556	0.0252935987592	0.355555555556	0.45126953125	100
C06	MUSIC-R2	S	S03_TRANSITION_ENTROPY_NORM	FREQ_GE_5	5000	0.700425277906	0.702355606288	0.00709342983539	0.685339604843	0.709909874015	100
C06	MUSIC-R2	S	S06_PREFERRED_TRANSITION_FRACTION	FREQ_GE_5	5000	0.166138327459	0.164965986395	0.0146883070326	0.14	0.195982413584	100
C06	MUSIC-R2	S	S07_DEPLETED_TRANSITION_FRACTION	FREQ_GE_5	5000	0.36414833869	0.363190730838	0.0181669890784	0.333333333333	0.39704738331	100
C06	MUSIC-R2	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	FREQ_GE_5	5000	0.104567515028	0.104303728174	0.00311455712521	0.0987999414013	0.109856333471	100
C06	MUSIC-R2	S	S01_TRANSITION_DENSITY	FREQ_GE_10	5000	0.633807256236	0.631111111111	0.028300035876	0.588777777778	0.688775510204	100
C06	MUSIC-R2	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_10	5000	0.366192743764	0.368888888889	0.028300035876	0.311224489796	0.411222222222	100
C06	MUSIC-R2	S	S03_TRANSITION_ENTROPY_NORM	FREQ_GE_10	5000	0.70951100207	0.707462965055	0.00767612642757	0.697452215975	0.722065180678	100
C06	MUSIC-R2	S	S06_PREFERRED_TRANSITION_FRACTION	FREQ_GE_10	5000	0.166341365429	0.165807560137	0.0146654954577	0.14	0.195982413584	100
C06	MUSIC-R2	S	S07_DEPLETED_TRANSITION_FRACTION	FREQ_GE_10	5000	0.36363476121	0.363636363636	0.0176571804057	0.333333333333	0.393894974227	100
C06	MUSIC-R2	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	FREQ_GE_10	5000	0.10516942062	0.105362189306	0.00308801451534	0.0992365989796	0.110519207897	100
C06	MUSIC-R2	S	S01_TRANSITION_DENSITY	TOP_100	5000	0.410218399119	0.404432132964	0.0502490194648	0.335487528345	0.533241984753	100
C06	MUSIC-R2	S	S02_TRANSITION_ZERO_DENSITY	TOP_100	5000	0.589781600881	0.595567867036	0.0502490194648	0.466758015247	0.664512471655	100
C06	MUSIC-R2	S	S03_TRANSITION_ENTROPY_NORM	TOP_100	5000	0.647952868859	0.647481644568	0.0141561897765	0.625747546517	0.682279421115	100
C06	MUSIC-R2	S	S06_PREFERRED_TRANSITION_FRACTION	TOP_100	5000	0.166380193556	0.164965986395	0.0145294091687	0.14	0.197097650942	100
C06	MUSIC-R2	S	S07_DEPLETED_TRANSITION_FRACTION	TOP_100	5000	0.364249581937	0.363190730838	0.0180208065357	0.333333333333	0.3950420042	100
C06	MUSIC-R2	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	TOP_100	5000	0.0975799064878	0.0972322566853	0.00368511597941	0.0911455385521	0.104077795525	100
C06	MUSIC-R2	S	S01_TRANSITION_DENSITY	TOP_250	5000	0.410218399119	0.404432132964	0.0502490194648	0.335487528345	0.533241984753	100
C06	MUSIC-R2	S	S02_TRANSITION_ZERO_DENSITY	TOP_250	5000	0.589781600881	0.595567867036	0.0502490194648	0.466758015247	0.664512471655	100
C06	MUSIC-R2	S	S03_TRANSITION_ENTROPY_NORM	TOP_250	5000	0.647952868859	0.647481644568	0.0141561897765	0.625747546517	0.682279421115	100
C06	MUSIC-R2	S	S06_PREFERRED_TRANSITION_FRACTION	TOP_250	5000	0.166380193556	0.164965986395	0.0145294091687	0.14	0.197097650942	100
C06	MUSIC-R2	S	S07_DEPLETED_TRANSITION_FRACTION	TOP_250	5000	0.364249581937	0.363190730838	0.0180208065357	0.333333333333	0.3950420042	100
C06	MUSIC-R2	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	TOP_250	5000	0.0975799064878	0.0972322566853	0.00368511597941	0.0911455385521	0.104077795525	100
C06	MUSIC-R2	S	S01_TRANSITION_DENSITY	MATCHED_VOCAB	5000	0.410218399119	0.404432132964	0.0502490194648	0.335487528345	0.533241984753	100
C06	MUSIC-R2	S	S02_TRANSITION_ZERO_DENSITY	MATCHED_VOCAB	5000	0.589781600881	0.595567867036	0.0502490194648	0.466758015247	0.664512471655	100
C06	MUSIC-R2	S	S03_TRANSITION_ENTROPY_NORM	MATCHED_VOCAB	5000	0.647952868859	0.647481644568	0.0141561897765	0.625747546517	0.682279421115	100
C06	MUSIC-R2	S	S06_PREFERRED_TRANSITION_FRACTION	MATCHED_VOCAB	5000	0.166380193556	0.164965986395	0.0145294091687	0.14	0.197097650942	100
C06	MUSIC-R2	S	S07_DEPLETED_TRANSITION_FRACTION	MATCHED_VOCAB	5000	0.364249581937	0.363190730838	0.0180208065357	0.333333333333	0.3950420042	100
C06	MUSIC-R2	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	MATCHED_VOCAB	5000	0.0975799064878	0.0972322566853	0.00368511597941	0.0911455385521	0.104077795525	100
C06	MUSIC-R2	S	S04_REPEATED_BIGRAM_TYPES		5000	116.68	117	3.22763070998	109.95	123	100
C06	MUSIC-R2	S	S05_REPEATED_TRIGRAM_TYPES		5000	327.59	327	8.40249367747	312	345	100
C06	MUSIC-R2	D	D_LINE_COHERENCE		5000	0.615612377298	0.617744602945	0.0383622234938	0.547186338761	0.68785186554	100
C06	MUSIC-R2	D	D_LINE_EXCLUSIVITY		5000	0.123993832621	0.130555555556	0.0628935889982	0	0.238095238095	100
C06	MUSIC-R2	D	D_LINE_VARIANCE_SHARE		5000	0	0	0	0	0	100
C06	MUSIC-R2	D	D_LINE_PROGRESSION		5000	0	0	0	0	0	100
C06	MUSIC-R2	D	D_SECTION_COHERENCE		5000	0.843660007863	0.842105263158	0.0676557443927	0.714285714286	1	100
C06	MUSIC-R2	D	D_SECTION_EXCLUSIVITY		5000	0.156339992137	0.157894736842	0.0676557443927	0	0.285714285714	100
C06	MUSIC-R2	D	D_SECTION_VARIANCE_SHARE		5000	0	0	0	0	0	100
C06	MUSIC-R2	D	D_SECTION_PROGRESSION		5000	0	0	0	0	0	100
C06	MUSIC-R2	D	D_PAGE_COHERENCE		5000	0.640662414039	0.648589611283	0.0681270175247	0.494678219241	0.754308911064	100
C06	MUSIC-R2	D	D_PAGE_EXCLUSIVITY		5000	0.150893981277	0.157894736842	0.0627193951567	0	0.25	100
C06	MUSIC-R2	D	D_PAGE_VARIANCE_SHARE		5000	0	0	0	0	0	100
C06	MUSIC-R2	D	D_PAGE_PROGRESSION		5000	0	0	0	0	0	100
C06	MUSIC-R2	D	D_LOCUS_COHERENCE		5000	0	0	0	0	0	0
C06	MUSIC-R2	D	D_LOCUS_EXCLUSIVITY		5000	0	0	0	0	0	0
C06	MUSIC-R2	D	D_LOCUS_VARIANCE_SHARE		5000	0	0	0	0	0	0
C06	MUSIC-R2	D	D_LOCUS_PROGRESSION		5000	0	0	0	0	0	0
C06	MUSIC-R2	CURVE	A2_BIGRAM_TYPES		5000	0	0	0	0	0	100
C06	MUSIC-R2	CURVE	A3_TRIGRAM_TYPES		5000	0	0	0	0	0	100
C06	MUSIC-R2	CURVE	AT_TRANSITION_TYPES		5000	149.92	150	4.54242226131	140.95	159.525	100
C06	MUSIC-R2	L	L01_LINE_TOKEN_COUNT_MEAN		5000	10.5376926572	10.5506329114	0.139943611554	10.246772541	10.8152056277	100
C06	MUSIC-R2	L	L02_LINE_SYMBOL_COUNT_MEAN		5000	10.5376926572	10.5506329114	0.139943611554	10.246772541	10.8152056277	100
C06	MUSIC-R2	L	L03_BOUNDARY_SPECIALIZATION		5000	0.237131622505	0.25	0.0530438372074	0.140931372549	0.334886363636	100
C06	MUSIC-R2	L	L04_POSITION_PROGRESSION		5000	0	0	0	0	0	100
C06	MUSIC-R2	L	L05_LINE_ASYMMETRY		5000	0.31846228927	0.318751976503	0.0100425322703	0.301110679254	0.338442243458	100
C06	MUSIC-R2	L	L06_SAME_LINE_COOCCURRENCE_DENSITY	FREQ_GE_5	5000	0.963773809524	0.971428571429	0.0216753351315	0.916666666667	0.990476190476	100
C06	MUSIC-R2	L	L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	FREQ_GE_5	5000	0.0362261904762	0.0285714285714	0.0216753351315	0.00952380952381	0.0833333333333	100
C06	MUSIC-R2	L	L06_SAME_LINE_COOCCURRENCE_DENSITY	FREQ_GE_10	5000	0.978644688645	0.980952380952	0.0121352718589	0.956904761905	1	100
C06	MUSIC-R2	L	L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	FREQ_GE_10	5000	0.0213553113553	0.0190476190476	0.0121352718589	0	0.0430952380952	100
C06	MUSIC-R2	L	L06_SAME_LINE_COOCCURRENCE_DENSITY	TOP_100	5000	0.745418489405	0.74269005848	0.0583161944378	0.6375	0.842095588235	100
C06	MUSIC-R2	L	L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	TOP_100	5000	0.254581510595	0.25730994152	0.0583161944378	0.157904411765	0.3625	100
C06	MUSIC-R2	L	L06_SAME_LINE_COOCCURRENCE_DENSITY	TOP_250	5000	0.745418489405	0.74269005848	0.0583161944378	0.6375	0.842095588235	100
C06	MUSIC-R2	L	L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	TOP_250	5000	0.254581510595	0.25730994152	0.0583161944378	0.157904411765	0.3625	100
C06	MUSIC-R2	L	L06_SAME_LINE_COOCCURRENCE_DENSITY	MATCHED_VOCAB	5000	0.745418489405	0.74269005848	0.0583161944378	0.6375	0.842095588235	100
C06	MUSIC-R2	L	L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	MATCHED_VOCAB	5000	0.254581510595	0.25730994152	0.0583161944378	0.157904411765	0.3625	100
C06	MUSIC-R2	G	G01_ALPHABET_SIZE		10000	21.43	22	0.710703876449	20	22	100
C06	MUSIC-R2	G	G02_INITIAL_RESTRICTION_DENSITY		10000	0	0	0	0	0	100
C06	MUSIC-R2	G	G03_FINAL_RESTRICTION_DENSITY		10000	0	0	0	0	0	100
C06	MUSIC-R2	G	G04_BIGRAM_OCCUPANCY		10000	0	0	0	0	0	100
C06	MUSIC-R2	G	G05_TRIGRAM_OCCUPANCY		10000	0	0	0	0	0	100
C06	MUSIC-R2	G	G06_SYMBOL_CONDITIONAL_ENTROPY_NORM		10000	0	0	0	0	0	100
C06	MUSIC-R2	G	G07_HIGHER_ORDER_ENTROPY_REDUCTION		10000	0	0	0	0	0	100
C06	MUSIC-R2	G	G08_MEAN_SYMBOLS_PER_TOKEN		10000	1	1	0	1	1	100
C06	MUSIC-R2	T	T01_MEAN_TOKEN_LENGTH		10000	1	1	0	1	1	100
C06	MUSIC-R2	T	T02_TOKEN_LENGTH_SD		10000	0	0	0	0	0	100
C06	MUSIC-R2	T	T03_UNIQUE_TOKEN_RATIO		10000	0.00214289336856	0.00219868079153	7.10799843635e-05	0.00199940017995	0.00220110055028	100
C06	MUSIC-R2	T	T04_HAPAX_RATIO		10000	0.174491683755	0.181818181818	0.0365284282507	0.1	0.227272727273	100
C06	MUSIC-R2	T	T05_PREFIX_DIVERSITY		10000	1	1	0	1	1	100
C06	MUSIC-R2	T	T06_SUFFIX_DIVERSITY		10000	1	1	0	1	1	100
C06	MUSIC-R2	T	T07_EDIT_GRAPH_DENSITY		10000	1	1	0	1	1	100
C06	MUSIC-R2	T	T08_EDIT_GRAPH_GIANT_SHARE		10000	1	1	0	1	1	100
C06	MUSIC-R2	T	T09_EDIT_GRAPH_CLUSTERING		10000	1	1	0	1	1	100
C06	MUSIC-R2	T	T10_EDIT_DEGREE_FREQUENCY_SPEARMAN		10000	0	0	0	0	0	100
C06	MUSIC-R2	T	T11_POSITIONAL_RESTRICTION_DENSITY		10000	0.333333333333	0.333333333333	3.88578058619e-16	0.333333333333	0.333333333333	100
C06	MUSIC-R2	S	S01_TRANSITION_DENSITY	FREQ_GE_5	10000	0.603659439879	0.619140625	0.0313400714177	0.557093425606	0.64267578125	100
