target_a	target_b	control_rank	control_a	control_b	distance	js_similarity	weighted_overlap	jaccard_support_overlap	observations_a	observations_b	reliability
x014952	x030834	1	x015014	x023779	1	0.07763172772855431	0.045112781954887216	0.05217391304347826	133	54	1
x014952	x030834	1	x015014	x023779	2	0.11040483267274737	0.08618769145084934	0.038461538461538464	133	54	1
x014952	x030834	1	x015014	x023779	3	0.0597437369288375	0.03759398496240601	0.02976190476190476	133	54	1
x014952	x030834	1	x015014	x023779	4	0.10174649910557165	0.07866889445836814	0.037037037037037035	133	54	1
x014952	x030834	1	x015014	x023779	5	0.12542464260928043	0.08270676691729323	0.05921052631578947	133	54	1
x014952	x030834	1	x015014	x023779	6	0.14992995604606651	0.10874408242829295	0.0736196319018405	133	54	1
x014952	x030834	1	x015014	x023779	7	0.11912571828203966	0.08270676691729323	0.05521472392638037	133	54	1
x014952	x030834	1	x015014	x023779	8	0.1547173862734621	0.12378167641325535	0.06748466257668712	133	54	1
x014952	x030834	1	x015014	x023779	9	0.1063869132853551	0.08270676691729323	0.047058823529411764	133	54	1
x014952	x030834	1	x015014	x023779	10	0.20345175331510457	0.16485658590921748	0.07051282051282051	133	54	1
x014952	x030834	1	x015014	x023779	11	0.09031065160707485	0.06015037593984962	0.041666666666666664	133	54	1
x014952	x030834	1	x015014	x023779	12	0.10070615823753537	0.06015037593984962	0.03636363636363636	133	54	1
x014952	x030834	1	x015014	x023779	13	0.11923860887798154	0.09718741297688666	0.050314465408805034	133	54	1
x014952	x030834	1	x015014	x023779	14	0.14399987848794116	0.10874408242829295	0.06962025316455696	133	54	1
x014952	x030834	1	x015014	x023779	15	0.08013779312241587	0.05611250348092453	0.03592814371257485	133	54	1
x014952	x030834	1	x015014	x023779	16	0.045155325803537316	0.03007518796992481	0.023255813953488372	133	54	1
x014952	x030834	1	x015014	x023779	17	0.07090813588987477	0.05611250348092453	0.029940119760479042	133	54	1
x014952	x030834	1	x015014	x023779	18	0.14090811781204982	0.10818713450292397	0.050955414012738856	133	54	1
x014952	x030834	1	x015014	x023779	19	0.15595779172953406	0.11626287942077415	0.07006369426751592	133	54	1
x014952	x030834	1	x015014	x023779	20	0.0967853784660595	0.07115009746588694	0.043478260869565216	133	54	1
x014952	x030834	2	x015013	x023779	1	0.08249891567770973	0.05232558139534883	0.04316546762589928	172	54	1
x014952	x030834	2	x015013	x023779	2	0.13804977943050445	0.09302325581395349	0.05319148936170213	172	54	1
x014952	x030834	2	x015013	x023779	3	0.06761487336582395	0.053402239448751075	0.025510204081632654	172	54	1
x014952	x030834	2	x015013	x023779	4	0.08557319332125313	0.06395348837209301	0.035897435897435895	172	54	1
x014952	x030834	2	x015013	x023779	5	0.09833421462132297	0.06976744186046512	0.03804347826086957	172	54	1
x014952	x030834	2	x015013	x023779	6	0.13400137975919313	0.09409991386735571	0.05699481865284974	172	54	1
x014952	x030834	2	x015013	x023779	7	0.11725094401155278	0.08247200689061153	0.05291005291005291	172	54	1
x014952	x030834	2	x015013	x023779	8	0.1658011595085842	0.12424633936261842	0.061224489795918366	172	54	1
x014952	x030834	2	x015013	x023779	9	0.07502833590899194	0.046511627906976744	0.03608247422680412	172	54	1
x014952	x030834	2	x015013	x023779	10	0.22946725771693088	0.16279069767441862	0.08064516129032258	172	54	1
x014952	x030834	2	x015013	x023779	11	0.0675577561402737	0.040697674418604654	0.034653465346534656	172	54	1
x014952	x030834	2	x015013	x023779	12	0.1473423393444797	0.09302325581395347	0.05913978494623656	172	54	1
x014952	x030834	2	x015013	x023779	13	0.16221716901029504	0.13006029285099052	0.05759162303664921	172	54	1
x014952	x030834	2	x015013	x023779	14	0.07987732784062052	0.05232558139534883	0.03535353535353535	172	54	1
x014952	x030834	2	x015013	x023779	15	0.13177397566465432	0.08828596037898363	0.05434782608695652	172	54	1
x014952	x030834	2	x015013	x023779	16	0.06809295742643262	0.046511627906976744	0.02512562814070352	172	54	1
x014952	x030834	2	x015013	x023779	17	0.13196088448299614	0.10465116279069767	0.04591836734693878	172	54	1
x014952	x030834	2	x015013	x023779	18	0.15223720006930352	0.09302325581395349	0.0582010582010582	172	54	1
x014952	x030834	2	x015013	x023779	19	0.10749699719842098	0.07558139534883719	0.04522613065326633	172	54	1
x014952	x030834	2	x015013	x023779	20	0.11412109343208865	0.0697674418604651	0.0546448087431694	172	54	1
x014952	x030834	3	x019047	x023779	1	0.06280640704021367	0.04332634521313766	0.02127659574468085	159	54	1
x014952	x030834	3	x019047	x023779	2	0.1372480999324066	0.10027952480782669	0.05291005291005291	159	54	1
x014952	x030834	3	x019047	x023779	3	0.10240445329256742	0.07512229210342418	0.045454545454545456	159	54	1
x014952	x030834	3	x019047	x023779	4	0.13271184362886124	0.10027952480782669	0.056179775280898875	159	54	1
x014952	x030834	3	x019047	x023779	5	0.13479817551215767	0.09433962264150943	0.056179775280898875	159	54	1
x014952	x030834	3	x019047	x023779	6	0.16529778021778307	0.1254367575122292	0.07103825136612021	159	54	1
x014952	x030834	3	x019047	x023779	7	0.14448182115645392	0.09993011879804331	0.06557377049180328	159	54	1
x014952	x030834	3	x019047	x023779	8	0.10519303102539046	0.07477288609364081	0.043478260869565216	159	54	1
x014952	x030834	3	x019047	x023779	9	0.08739017710080133	0.05625436757512229	0.03260869565217391	159	54	1
x014952	x030834	3	x019047	x023779	10	0.24662701332861792	0.16981132075471697	0.10588235294117647	159	54	1
x014952	x030834	3	x019047	x023779	11	0.09619009122089772	0.06289308176100629	0.041666666666666664	159	54	1
x014952	x030834	3	x019047	x023779	12	0.13862549427054482	0.09993011879804332	0.04419889502762431	159	54	1
x014952	x030834	3	x019047	x023779	13	0.15270066592190545	0.11844863731656184	0.0625	159	54	1
