record_type	token_a	token_b	control	distance	value	median	p90	p95	p99	percentile
matched	x014952	x030834	frequency_matched		0.9539285216460238					100
matched	x014952	x030834	frequency_matched		0.9543867750214071					100
matched	x014952	x030834	frequency_matched		0.9573022680619472					100
random_pair	x014952	x030834	frequency_matched_random		0.9171527175573637					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9808348327578088					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9443318694768866					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9834541434159512					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6322154716720909					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9666859797447434					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9774110161550429					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6415058603229749					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9777556095188903					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9644486151985138					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9618105254334897					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9744375426925627					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9895514110837302					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9459381901152021					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9643497353620957					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9483850659516102					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6631069049043186					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9751243272792405					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9140087194635159					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9740674605253975					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6321570055959032					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9716562637045602					98.6
random_pair	x014952	x030834	frequency_matched_random		0.682673524229438					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9195298683029882					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9751381005600834					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9500387584479553					98.6
random_pair	x014952	x030834	frequency_matched_random		0.624419258741348					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9837138394304811					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9771860834048247					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6611785941381247					98.6
random_pair	x014952	x030834	frequency_matched_random		0.5992527144072362					98.6
random_pair	x014952	x030834	frequency_matched_random		0.8741131852074719					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9587025408026701					98.6
random_pair	x014952	x030834	frequency_matched_random		0.8751712331550106					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6321897647975084					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6042356727814994					98.6
random_pair	x014952	x030834	frequency_matched_random		0.982082610458568					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9305615999955149					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9451057292446483					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9296376580014412					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6640257389142016					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9396399559739048					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9557145810909592					98.6
random_pair	x014952	x030834	frequency_matched_random		0.8439849495139284					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6280237387690056					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6139797199903584					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9575763610550595					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9590877657775797					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9261261551907634					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6240386013559421					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6402152240518639					98.6
random_pair	x014952	x030834	frequency_matched_random		0.965175807326186					98.6
random_pair	x014952	x030834	frequency_matched_random		0.604532701434201					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6061532385264466					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9722199407696577					98.6
random_pair	x014952	x030834	frequency_matched_random		0.640256135265848					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9832194091279474					98.6
random_pair	x014952	x030834	frequency_matched_random		0.971517903302502					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9632800395703388					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6025399664980194					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9867419728003176					98.6
random_pair	x014952	x030834	frequency_matched_random		0.965821973585968					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9564307079001869					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9665062455309194					98.6
random_pair	x014952	x030834	frequency_matched_random		0.5983065888548154					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9620682768727986					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9561938127813552					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6715186092321216					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9154253595960398					98.6
random_pair	x014952	x030834	frequency_matched_random		0.688446299212204					98.6
random_pair	x014952	x030834	frequency_matched_random		0.8957352746501156					98.6
random_pair	x014952	x030834	frequency_matched_random		0.8963989770996644					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9356524553814852					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9736401512059182					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6183729984343529					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6184341840264768					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9884443839818818					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6053702594950915					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9301110338276821					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9696628079995481					98.6
random_pair	x014952	x030834	frequency_matched_random		0.614762303019744					98.6
random_pair	x014952	x030834	frequency_matched_random		0.707946453910419					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9514711367900253					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9754220299041417					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9834982418966632					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9540006841007589					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9761202179694038					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6297839361699322					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9671574521336052					98.6
random_pair	x014952	x030834	frequency_matched_random		0.962894717300221					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9671724424616738					98.6
random_pair	x014952	x030834	frequency_matched_random		0.928339941454045					98.6
random_pair	x014952	x030834	frequency_matched_random		0.8377740215228945					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9831352102348154					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9830924876702152					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9367733129590341					98.6
random_pair	x014952	x030834	frequency_matched_random		0.95647322717963					98.6
random_pair	x014952	x030834	frequency_matched_random		0.6804778357629424					98.6
random_pair	x014952	x030834	frequency_matched_random		0.943387582901955					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9787128111299243					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9783383243703145					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9656523932743827					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9776366721999514					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9567494570220243					98.6
random_pair	x014952	x030834	frequency_matched_random		0.910532579509006					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9034933914292805					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9709101273959394					98.6
random_pair	x014952	x030834	frequency_matched_random		0.8172227057324036					98.6
random_pair	x014952	x030834	frequency_matched_random		0.9601346821875122					98.6
