metric_id	family	vm_value	candidate_value	candidate_ci	distance	comparable	reason_if_not_comparable
D_LINE_COHERENCE	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_LINE_EXCLUSIVITY	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_LINE_PROGRESSION	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_LINE_VARIANCE_SHARE	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_LOCUS_COHERENCE	D	0	0.21780104712		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_LOCUS_EXCLUSIVITY	D	0	0.78219895288		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_LOCUS_PROGRESSION	D	0	-0.00233140032476		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_LOCUS_VARIANCE_SHARE	D	0	0.00220039224763		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_PAGE_COHERENCE	D	0	0.0681943924131		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_PAGE_EXCLUSIVITY	D	0	0.712191473448		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_PAGE_PROGRESSION	D	0	-0.000142497387115		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_PAGE_VARIANCE_SHARE	D	0	0.00985044317999		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_SECTION_COHERENCE	D	0	0.110901859608		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_SECTION_EXCLUSIVITY	D	0	0.793268511593		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_SECTION_PROGRESSION	D	0	-0.00536882597197		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_SECTION_VARIANCE_SHARE	D	0	0.00190372364731		0	NOT_COMPARABLE	candidate or reference metric is not comparable
G01_ALPHABET_SIZE	G	0	31		0	NOT_COMPARABLE	metric absent from pre-frozen scale
G02_INITIAL_RESTRICTION_DENSITY	G	0	0.0322580645161		0	NOT_COMPARABLE	metric absent from pre-frozen scale
G03_FINAL_RESTRICTION_DENSITY	G	0	0.129032258065		0	NOT_COMPARABLE	metric absent from pre-frozen scale
G04_BIGRAM_OCCUPANCY	G	0.292438271605	0.43912591051		1.83835894243	COMPARABLE	
G05_TRIGRAM_OCCUPANCY	G	0.0336291152263	0.0804941089591		0.84277090087	COMPARABLE	
G06_SYMBOL_CONDITIONAL_ENTROPY_NORM	G	0.408488256482	0.650274844248		2.59512259711	COMPARABLE	
G07_HIGHER_ORDER_ENTROPY_REDUCTION	G	0.0425021352386	0.131728547001		6.63492977738	COMPARABLE	
G08_MEAN_SYMBOLS_PER_TOKEN	G	4.94629253428	5.56821032825		16.7122631547	COMPARABLE	
L01_LINE_TOKEN_COUNT_MEAN	L	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
L02_LINE_SYMBOL_COUNT_MEAN	L	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
L03_BOUNDARY_SPECIALIZATION	L	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
L04_POSITION_PROGRESSION	L	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
L05_LINE_ASYMMETRY	L	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
