corpus_id	representation_id	family	metric_id	regime	checkpoint_requested	checkpoint_actual	replicate	seed	value	comparable
C06	MUSIC-R3	G	G01_ALPHABET_SIZE		5000	4993	0	2315704330732157343	43	true
C06	MUSIC-R3	G	G02_INITIAL_RESTRICTION_DENSITY		5000	4993	0	2315704330732157343	0.302325581395	true
C06	MUSIC-R3	G	G03_FINAL_RESTRICTION_DENSITY		5000	4993	0	2315704330732157343	0.697674418605	true
C06	MUSIC-R3	G	G04_BIGRAM_OCCUPANCY		5000	4993	0	2315704330732157343	0.0978907517577	true
C06	MUSIC-R3	G	G05_TRIGRAM_OCCUPANCY		5000	4993	0	2315704330732157343	0	true
C06	MUSIC-R3	G	G06_SYMBOL_CONDITIONAL_ENTROPY_NORM		5000	4993	0	2315704330732157343	0.368055168242	true
C06	MUSIC-R3	G	G07_HIGHER_ORDER_ENTROPY_REDUCTION		5000	4993	0	2315704330732157343	0.368055168242	true
C06	MUSIC-R3	G	G08_MEAN_SYMBOLS_PER_TOKEN		5000	4993	0	2315704330732157343	2	true
C06	MUSIC-R3	T	T01_MEAN_TOKEN_LENGTH		5000	4993	0	2315704330732157343	2	true
C06	MUSIC-R3	T	T02_TOKEN_LENGTH_SD		5000	4993	0	2315704330732157343	0	true
C06	MUSIC-R3	T	T03_UNIQUE_TOKEN_RATIO		5000	4993	0	2315704330732157343	0.0362507510515	true
C06	MUSIC-R3	T	T04_HAPAX_RATIO		5000	4993	0	2315704330732157343	0.28729281768	true
C06	MUSIC-R3	T	T05_PREFIX_DIVERSITY		5000	4993	0	2315704330732157343	0.165745856354	true
C06	MUSIC-R3	T	T06_SUFFIX_DIVERSITY		5000	4993	0	2315704330732157343	0.0718232044199	true
C06	MUSIC-R3	T	T07_EDIT_GRAPH_DENSITY		5000	4993	0	2315704330732157343	0.139042357274	true
C06	MUSIC-R3	T	T08_EDIT_GRAPH_GIANT_SHARE		5000	4993	0	2315704330732157343	1	true
C06	MUSIC-R3	T	T09_EDIT_GRAPH_CLUSTERING		5000	4993	0	2315704330732157343	0.624072817304	true
C06	MUSIC-R3	T	T10_EDIT_DEGREE_FREQUENCY_SPEARMAN		5000	4993	0	2315704330732157343	0.85872233652	true
C06	MUSIC-R3	T	T11_POSITIONAL_RESTRICTION_DENSITY		5000	4993	0	2315704330732157343	0.666666666667	true
C06	MUSIC-R3	S	S01_TRANSITION_DENSITY	FREQ_GE_5	5000	4993	0	2315704330732157343	0.216765559904	true
C06	MUSIC-R3	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_5	5000	4993	0	2315704330732157343	0.783234440096	true
C06	MUSIC-R3	S	S03_TRANSITION_ENTROPY_NORM	FREQ_GE_5	5000	4993	0	2315704330732157343	0.778250296251	true
C06	MUSIC-R3	S	S06_PREFERRED_TRANSITION_FRACTION	FREQ_GE_5	5000	4993	0	2315704330732157343	0.184466019417	true
C06	MUSIC-R3	S	S07_DEPLETED_TRANSITION_FRACTION	FREQ_GE_5	5000	4993	0	2315704330732157343	0.407766990291	true
C06	MUSIC-R3	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	FREQ_GE_5	5000	4993	0	2315704330732157343	0.441220089078	true
C06	MUSIC-R3	S	S01_TRANSITION_DENSITY	FREQ_GE_10	5000	4993	0	2315704330732157343	0.322201218231	true
C06	MUSIC-R3	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_10	5000	4993	0	2315704330732157343	0.677798781769	true
C06	MUSIC-R3	S	S03_TRANSITION_ENTROPY_NORM	FREQ_GE_10	5000	4993	0	2315704330732157343	0.811754998275	true
C06	MUSIC-R3	S	S06_PREFERRED_TRANSITION_FRACTION	FREQ_GE_10	5000	4993	0	2315704330732157343	0.180952380952	true
C06	MUSIC-R3	S	S07_DEPLETED_TRANSITION_FRACTION	FREQ_GE_10	5000	4993	0	2315704330732157343	0.4	true
C06	MUSIC-R3	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	FREQ_GE_10	5000	4993	0	2315704330732157343	0.459629974866	true
C06	MUSIC-R3	S	S01_TRANSITION_DENSITY	TOP_100	5000	4993	0	2315704330732157343	0.1784	true
C06	MUSIC-R3	S	S02_TRANSITION_ZERO_DENSITY	TOP_100	5000	4993	0	2315704330732157343	0.8216	true
C06	MUSIC-R3	S	S03_TRANSITION_ENTROPY_NORM	TOP_100	5000	4993	0	2315704330732157343	0.762561235774	true
C06	MUSIC-R3	S	S06_PREFERRED_TRANSITION_FRACTION	TOP_100	5000	4993	0	2315704330732157343	0.18	true
C06	MUSIC-R3	S	S07_DEPLETED_TRANSITION_FRACTION	TOP_100	5000	4993	0	2315704330732157343	0.4	true
C06	MUSIC-R3	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	TOP_100	5000	4993	0	2315704330732157343	0.432917653345	true
C06	MUSIC-R3	S	S01_TRANSITION_DENSITY	TOP_250	5000	4993	0	2315704330732157343	0.0601324745887	true
C06	MUSIC-R3	S	S02_TRANSITION_ZERO_DENSITY	TOP_250	5000	4993	0	2315704330732157343	0.939867525411	true
