corpus_id	representation_id	family	metric_id	regime	checkpoint	mean	median	sd	ci_low	ci_high	n_valid
C06	MUSIC-R3	G	G01_ALPHABET_SIZE		5000	40.96	41	1.42772546381	38	43	100
C06	MUSIC-R3	G	G02_INITIAL_RESTRICTION_DENSITY		5000	0.317479007838	0.318181818182	0.0195061973661	0.275	0.341463414634	100
C06	MUSIC-R3	G	G03_FINAL_RESTRICTION_DENSITY		5000	0.682520992162	0.681818181818	0.0195061973661	0.658536585366	0.725	100
C06	MUSIC-R3	G	G04_BIGRAM_OCCUPANCY		5000	0.101787589674	0.101189728884	0.00762738812054	0.0883846888634	0.116720039939	100
C06	MUSIC-R3	G	G05_TRIGRAM_OCCUPANCY		5000	0	0	0	0	0	100
C06	MUSIC-R3	G	G06_SYMBOL_CONDITIONAL_ENTROPY_NORM		5000	0.367758697525	0.367579081435	0.00579400747874	0.356080786033	0.379383612403	100
C06	MUSIC-R3	G	G07_HIGHER_ORDER_ENTROPY_REDUCTION		5000	0.367758697525	0.367579081435	0.00579400747874	0.356080786033	0.379383612403	100
C06	MUSIC-R3	G	G08_MEAN_SYMBOLS_PER_TOKEN		5000	2	2	0	2	2	100
C06	MUSIC-R3	T	T01_MEAN_TOKEN_LENGTH		5000	2	2	0	2	2	100
C06	MUSIC-R3	T	T02_TOKEN_LENGTH_SD		5000	0	0	0	0	0	100
C06	MUSIC-R3	T	T03_UNIQUE_TOKEN_RATIO		5000	0.034075481905	0.0340374415264	0.0020169328894	0.0302164832567	0.0378039665714	100
C06	MUSIC-R3	T	T04_HAPAX_RATIO		5000	0.244673437501	0.244047619048	0.0292976256938	0.183501744256	0.299648168879	100
C06	MUSIC-R3	T	T05_PREFIX_DIVERSITY		5000	0.164543575077	0.164705882353	0.0107133764725	0.14517294747	0.185585822696	100
C06	MUSIC-R3	T	T06_SUFFIX_DIVERSITY		5000	0.0765315734734	0.0769230769231	0.00647710247934	0.0642986626535	0.0891719745223	100
