token	direction	global_count	eligible_blocks	joint_classes	pairwise_js_mean	pairwise_js_median	pairwise_js_min	pairwise_js_sd	lobo_median_correlation	lobo_mean_correlation	lobo_median_spearman	sign_agreement	permutation_p	sign_permutation_p	entropy_effect	entropy_sign_consistency	entropy_permutation_p	entropy_status	replicated
x000000	outgoing	572	59	4	0.9974319084	0.9975717052	0.9928711184	0.001251954401	0.6717081289	0.6678345251	0.4596516045	0.8503191724	0.000999000999	0.1878121878	0.4561413002	1	0.000999000999	REPRODUCIBLY_BROAD	false
x000001	outgoing	602	58	4	0.9965461908	0.996420102	0.9906439478	0.001504507975	0.6707684264	0.668518019	0.4648221731	0.8518808777	0.000999000999	0.04995004995	0.4540737984	1	0.000999000999	REPRODUCIBLY_BROAD	true
x000002	outgoing	576	59	4	0.9968558893	0.9969627014	0.9917319859	0.001207054775	0.6737468518	0.6709232472	0.4633188109	0.8477327757	0.000999000999	0.03296703297	0.4601119462	1	0.000999000999	REPRODUCIBLY_BROAD	true
x000003	outgoing	575	61	4	0.997038321	0.9969763093	0.9922007532	0.001255890702	0.6693224884	0.6669208652	0.4641541883	0.8444219715	0.000999000999	0.04295704296	0.4546809961	1	0.000999000999	REPRODUCIBLY_BROAD	true
x000004	outgoing	403	46	4	0.9935883225	0.9938566219	0.9844066317	0.002070774002	0.669637075	0.6647169131	0.4558460991	0.8420736872	0.000999000999	0.3006993007	0.4444996998	1	0.971028971	INSUFFICIENT_SUPPORT	false
x000005	outgoing	436	46	4	0.9933740103	0.9934992288	0.9860209754	0.002022593495	0.6718949025	0.6684038953	0.4548877162	0.8470143986	0.000999000999	0.3436563437	0.4573386868	1	0.5324675325	INSUFFICIENT_SUPPORT	false
x000006	outgoing	397	43	4	0.9942091666	0.9945799211	0.9838471106	0.002188157985	0.6657821381	0.6621652823	0.4525992846	0.8664678345	0.000999000999	0.3906093906	0.4567440038	1	0.7492507493	INSUFFICIENT_SUPPORT	false
x000007	outgoing	400	42	4	0.9947333399	0.9951677154	0.9881566315	0.001679707879	0.656294418	0.6523275797	0.4449241183	0.871482684	0.4975024975	0.8471528472	0.465134294	1	0.1268731269	INSUFFICIENT_SUPPORT	false
x000008	outgoing	411	48	4	0.9948251093	0.9951609776	0.9860349069	0.001908820346	0.6576920973	0.6545731309	0.4539876894	0.8508184524	0.3456543457	0.4325674326	0.4592435927	1	0.2437562438	INSUFFICIENT_SUPPORT	false
x000009	outgoing	376	41	4	0.995036093	0.9951677154	0.9911500383	0.001475820854	0.6611595562	0.6572781049	0.4499470801	0.8571032626	0.7432567433	0.7032967033	0.4665142905	1	0.01798201798	REPRODUCIBLY_BROAD	false
