source	target	global_count	eligible_blocks	positive_blocks	negative_blocks	neutral_blocks	joint_classes	currier_classes	hands	joint_class_ids	currier_ids	hand_ids	median_log2_enrichment	mean_log2_enrichment	between_block_sd	sign	sign_consistency	tested_blocks	successful_sign_predictions	transfer_fraction	empirical_p	fdr_q	permutations	max_block_observation_fraction	max_block_effect_weight_fraction	status
x000000	x000069	1	59	27	32	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	-0.05603403491	0.1013229901	1.129247794	depleted	0.5423728814	59	32	0.5423728814	0.8361638362	1	1000	1	0.03443457743	EXPECTED_FROM_NULL
x000000	x000108	1	59	36	23	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	0.09310940439	0.3052861982	0.9644829919	preferred	0.6101694915	59	36	0.6101694915	0.6053946054	1	1000	1	0.04148438095	EXPECTED_FROM_NULL
x000000	x000127	1	59	43	16	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.375039431	0.7231151907	1.007862788	preferred	0.7288135593	59	43	0.7288135593	1	1	1000	1	0.03168963529	EXPECTED_FROM_NULL
x000000	x000128	2	59	39	20	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	0.2347705536	0.611396737	1.02514913	preferred	0.6610169492	59	39	0.6610169492	0.1518481518	0.4098789693	1000	0.5	0.03388744465	EXPECTED_FROM_NULL
x000000	x000129	1	59	44	15	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.233543109	0.6842600729	1.048544973	preferred	0.7457627119	59	44	0.7457627119	0.2077922078	0.5235583529	1000	1	0.0314145026	EXPECTED_FROM_NULL
x000000	x000175	1	59	46	13	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.503040777	0.8576344778	0.9685036962	preferred	0.7796610169	59	46	0.7796610169	0.2997002997	0.7201098332	1000	1	0.03025445007	EXPECTED_FROM_NULL
x000000	x000176	3	59	47	12	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.530690302	1.037653734	0.8556249607	preferred	0.7966101695	59	47	0.7966101695	0.03396603397	0.2161674532	1000	0.3333333333	0.02864182968	EXPECTED_FROM_NULL
x000000	x000220	1	59	51	8	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.568124489	1.118245048	0.8485610954	preferred	0.8644067797	59	51	0.8644067797	0.07392607393	0.288380048	1000	1	0.02616198061	EXPECTED_FROM_NULL
x000000	x000241	3	59	54	5	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.572657991	1.215590672	0.7586864897	preferred	0.9152542373	59	54	0.9152542373	0.1288711289	0.3741951264	1000	0.5	0.02485493694	EXPECTED_FROM_NULL
x000000	x000243	3	59	51	8	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.583449449	1.20309973	0.7836180547	preferred	0.8644067797	59	51	0.8644067797	0.07792207792	0.2938747077	1000	0.3333333333	0.02517294434	EXPECTED_FROM_NULL
x000000	x000245	1	59	53	6	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.548086498	1.103872219	0.8034781842	preferred	0.8983050847	59	53	0.8983050847	0.1748251748	0.4552546219	1000	1	0.02739181576	EXPECTED_FROM_NULL
x000000	x000246	1	59	53	6	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.548086498	1.101990332	0.7875024251	preferred	0.8983050847	59	53	0.8983050847	1	1	1000	0	0.02791530935	EXPECTED_FROM_NULL
x000000	x000250	3	59	53	6	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.572657991	1.155717874	0.8046041167	preferred	0.8983050847	59	53	0.8983050847	0.02997002997	0.2053399037	1000	0.3333333333	0.026601724	EXPECTED_FROM_NULL
x000000	x000251	3	59	54	5	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.578862301	1.209445417	0.7784832743	preferred	0.9152542373	59	54	0.9152542373	0.02197802198	0.1843781219	1000	0.3333333333	0.02512209053	EXPECTED_FROM_NULL
x000000	x000252	6	59	55	4	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.572657991	1.215590672	0.6798912774	preferred	0.9322033898	59	55	0.9322033898	0.001299870013	0.04265017943	10000	0.1666666667	0.02572257062	BACKBONE_PREFERRED
x000000	x000253	2	59	48	11	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.568124489	1.122008821	0.8747098019	preferred	0.813559322	59	48	0.813559322	0.08191808192	0.3005019825	1000	0.5	0.02502564472	EXPECTED_FROM_NULL
x000000	x000254	2	59	54	5	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.572657991	1.180499328	0.8028134819	preferred	0.9152542373	59	54	0.9152542373	1	1	1000	0.5	0.02518354667	EXPECTED_FROM_NULL
x000000	x000255	6	59	56	3	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.578862301	1.296181986	0.6995405404	preferred	0.9491525424	59	56	0.9491525424	0.000599940006	0.02768160684	10000	0.1666666667	0.02401494676	BACKBONE_PREFERRED
x000000	x000263	1	59	50	9	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.553352894	1.081271816	0.8025978743	preferred	0.8474576271	59	50	0.8474576271	1	1	1000	1	0.02785956931	EXPECTED_FROM_NULL
x000000	x000284	1	59	54	5	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.572657991	1.213708786	0.7437442142	preferred	0.9152542373	59	54	0.9152542373	0.1858141858	0.4779697654	1000	1	0.02571655921	EXPECTED_FROM_NULL
x000000	x000285	2	59	51	8	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.553352894	1.093562328	0.869212821	preferred	0.8644067797	59	51	0.8644067797	0.1988011988	0.5043470275	1000	0.5	0.0266765643	EXPECTED_FROM_NULL
x000000	x000290	1	59	53	6	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.553352894	1.141345045	0.7665380087	preferred	0.8983050847	59	53	0.8983050847	1	1	1000	1	0.02729787222	EXPECTED_FROM_NULL
x000000	x000299	2	59	52	7	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.578862301	1.196954475	0.820182645	preferred	0.8813559322	59	52	0.8813559322	0.003599640036	0.07330853122	10000	0.5	0.02404300554	EXPECTED_FROM_NULL
x000000	x000300	1	59	56	3	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.572657991	1.250682017	0.7086824809	preferred	0.9491525424	59	56	0.9491525424	1	1	1000	1	0.02491998728	EXPECTED_FROM_NULL
x000000	x000310	1	59	54	5	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.553352894	1.153835988	0.728061461	preferred	0.9152542373	59	54	0.9152542373	0.2797202797	0.6798469021	1000	1	0.02801214513	EXPECTED_FROM_NULL
x000000	x000312	1	59	52	7	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.530690302	1.033889961	0.796007731	preferred	0.8813559322	59	52	0.8813559322	0.3176823177	0.7583798578	1000	1	0.03021349955	EXPECTED_FROM_NULL
x000000	x000340	1	59	55	4	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.60165879	1.389264242	0.6577120395	preferred	0.9322033898	59	55	0.9322033898	1	1	1000	1	0.02242546959	EXPECTED_FROM_NULL
x000000	x000341	1	59	51	8	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.563633991	1.143226932	0.7817420907	preferred	0.8644067797	59	51	0.8644067797	1	1	1000	1	0.02711106396	EXPECTED_FROM_NULL
x000000	x000349	2	59	54	5	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.592624202	1.267436328	0.7430845864	preferred	0.9152542373	59	54	0.9152542373	0.01198801199	0.1487420143	1000	0.5	0.02461641297	EXPECTED_FROM_NULL
x000000	x000364	1	59	57	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.572657991	1.267436328	0.6897617148	preferred	0.9661016949	59	57	0.9661016949	0.2157842158	0.5418459092	1000	1	0.02491959153	EXPECTED_FROM_NULL
x000000	x000367	2	59	51	8	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.60165879	1.271200101	0.7686739961	preferred	0.8644067797	59	51	0.8644067797	1	1	1000	0.5	0.02387431332	EXPECTED_FROM_NULL
x000000	x000368	1	59	54	5	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.607124151	1.316900502	0.7038785233	preferred	0.9152542373	59	54	0.9152542373	0.06793206793	0.2790033332	1000	1	0.02380693508	EXPECTED_FROM_NULL
x000000	x000369	1	59	55	4	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.601502177	1.341882386	0.6423174987	preferred	0.9322033898	59	55	0.9322033898	1	1	1000	1	0.02414415293	EXPECTED_FROM_NULL
