block	currier	hand	joint_class	source	target	source_count	target_count	edge_count	opportunities	block_tokens	p_target_given_source	p_target_baseline	enrichment	log2_enrichment	sign
G0/generic#0	G0	generic	G0/generic	x000000	x000069	7	1	0	7	648	0.001587301587	0.001569037657	1.011640212	0.01669628887	preferred
G1/generic#0	G1	generic	G1/generic	x000000	x000069	8	2	0	8	671	0.001582278481	0.002553626149	0.6196202532	-0.6905437935	depleted
G2/generic#0	G2	generic	G2/generic	x000000	x000069	8	1	0	8	676	0.001582278481	0.001524390244	1.037974684	0.05377125644	preferred
G3/generic#0	G3	generic	G3/generic	x000000	x000069	9	1	0	9	619	0.001577287066	0.001618122977	0.9747634069	-0.03687600224	depleted
G0/generic#1	G0	generic	G0/generic	x000000	x000069	8	2	0	8	667	0.001582278481	0.002564102564	0.6170886076	-0.6964504344	depleted
G1/generic#1	G1	generic	G1/generic	x000000	x000069	6	0	0	6	626	0.001592356688	0.0005353319058	2.974522293	1.572657991	preferred
G2/generic#1	G2	generic	G2/generic	x000000	x000069	6	3	0	6	565	0.001592356688	0.004009163803	0.3971792539	-1.332137827	depleted
G3/generic#1	G3	generic	G3/generic	x000000	x000069	10	2	0	10	632	0.001572327044	0.002659574468	0.5911949686	-0.7582941036	depleted
G1/generic#2	G1	generic	G1/generic	x000000	x000069	13	2	0	13	681	0.001557632399	0.002527805865	0.6161993769	-0.6985308713	depleted
G2/generic#2	G2	generic	G2/generic	x000000	x000069	8	2	0	8	685	0.001582278481	0.002517623364	0.6284810127	-0.6700589355	depleted
G0/generic#3	G0	generic	G0/generic	x000000	x000069	6	4	0	6	812	0.001592356688	0.004017857143	0.3963198868	-1.335262733	depleted
G1/generic#3	G1	generic	G1/generic	x000000	x000069	10	4	0	10	814	0.001572327044	0.004010695187	0.392033543	-1.350950996	depleted
G2/generic#3	G2	generic	G2/generic	x000000	x000069	13	0	0	13	719	0.001557632399	0.0004868549172	3.199376947	1.677790979	preferred
G3/generic#3	G3	generic	G3/generic	x000000	x000069	8	0	0	8	661	0.001582278481	0.000515995872	3.066455696	1.616572107	preferred
