token	block	direction	conditional_entropy	effective_successor_predecessor_count	baseline_entropy	entropy_effect	eligible
x000000	G0/generic#0	outgoing	6.419087746	613.4432429	5.948566206	0.4705215403	true
x000001	G0/generic#0	outgoing	6.417043773	612.1906621	5.948566206	0.4684775675	true
x000002	G0/generic#0	outgoing	6.417043773	612.1906621	5.948566206	0.4684775675	true
x000003	G0/generic#0	outgoing	6.417043773	612.1906621	5.948566206	0.4684775675	true
x000004	G0/generic#0	outgoing	6.40716994	606.1757376	5.948566206	0.4586037342	true
x000005	G0/generic#0	outgoing	6.41070069	608.3197755	5.948566206	0.4621344844	true
x000006	G0/generic#0	outgoing	6.415023209	610.9549403	5.948566206	0.4664570031	true
x000009	G0/generic#0	outgoing	6.417043773	612.1906621	5.948566206	0.4684775675	true
x000011	G0/generic#0	outgoing	6.413025795	609.7358286	5.948566206	0.4644595896	true
x000013	G0/generic#0	outgoing	6.417043773	612.1906621	5.948566206	0.4684775675	true
x000016	G0/generic#0	outgoing	6.419087746	613.4432429	5.948566206	0.4705215403	true
x000017	G0/generic#0	outgoing	6.419087746	613.4432429	5.948566206	0.4705215403	true
x000025	G0/generic#0	outgoing	6.411051279	608.5330831	5.948566206	0.4624850733	true
x000030	G0/generic#0	outgoing	6.417043773	612.1906621	5.948566206	0.4684775675	true
x000037	G0/generic#0	outgoing	6.417043773	612.1906621	5.948566206	0.4684775675	true
x000038	G0/generic#0	outgoing	6.421155388	614.712936	5.948566206	0.4725891822	true
x000045	G0/generic#0	outgoing	6.415023209	610.9549403	5.948566206	0.4664570031	true
x000001	G0/generic#0	incoming	6.413025795	609.7358286	5.948566206	0.4644595896	true
x000002	G0/generic#0	incoming	6.40909941	607.3464644	5.948566206	0.4605332038	true
x000003	G0/generic#0	incoming	6.396950764	600.0126656	5.948566206	0.4483845583	true
x000004	G0/generic#0	incoming	6.40909941	607.3464644	5.948566206	0.4605332038	true
x000006	G0/generic#0	incoming	6.411051279	608.5330831	5.948566206	0.4624850733	true
x000016	G0/generic#0	incoming	6.413025795	609.7358286	5.948566206	0.4644595896	true
x000000	G1/generic#0	outgoing	6.423246964	616	5.9278621	0.4953848633	true
x000001	G1/generic#0	outgoing	6.423246964	616	5.9278621	0.4953848633	true
x000002	G1/generic#0	outgoing	6.408733579	607.1243189	5.9278621	0.4808714786	true
x000003	G1/generic#0	outgoing	6.417043773	612.1906621	5.9278621	0.4891816732	true
x000004	G1/generic#0	outgoing	6.41070069	608.3197755	5.9278621	0.4828385901	true
x000005	G1/generic#0	outgoing	6.415023209	610.9549403	5.9278621	0.4871611088	true
x000006	G1/generic#0	outgoing	6.415023209	610.9549403	5.9278621	0.4871611088	true
x000007	G1/generic#0	outgoing	6.417043773	612.1906621	5.9278621	0.4891816732	true
x000010	G1/generic#0	outgoing	6.415023209	610.9549403	5.9278621	0.4871611088	true
x000011	G1/generic#0	outgoing	6.415023209	610.9549403	5.9278621	0.4871611088	true
x000012	G1/generic#0	outgoing	6.419087746	613.4432429	5.9278621	0.491225646	true
x000013	G1/generic#0	outgoing	6.415023209	610.9549403	5.9278621	0.4871611088	true
x000015	G1/generic#0	outgoing	6.419087746	613.4432429	5.9278621	0.491225646	true
x000017	G1/generic#0	outgoing	6.417043773	612.1906621	5.9278621	0.4891816732	true
x000020	G1/generic#0	outgoing	6.415023209	610.9549403	5.9278621	0.4871611088	true
x000022	G1/generic#0	outgoing	6.415023209	610.9549403	5.9278621	0.4871611088	true
x000023	G1/generic#0	outgoing	6.417043773	612.1906621	5.9278621	0.4891816732	true
x000024	G1/generic#0	outgoing	6.412690652	609.5315136	5.9278621	0.4848285513	true
x000026	G1/generic#0	outgoing	6.419087746	613.4432429	5.9278621	0.491225646	true
x000027	G1/generic#0	outgoing	6.419087746	613.4432429	5.9278621	0.491225646	true
x000040	G1/generic#0	outgoing	6.415023209	610.9549403	5.9278621	0.4871611088	true
x000050	G1/generic#0	outgoing	6.415023209	610.9549403	5.9278621	0.4871611088	true
x000075	G1/generic#0	outgoing	6.417043773	612.1906621	5.9278621	0.4891816732	true
x000000	G1/generic#0	incoming	6.40909941	607.3464644	5.9278621	0.4812373096	true
x000001	G1/generic#0	incoming	6.413025795	609.7358286	5.9278621	0.4851636953	true
x000002	G1/generic#0	incoming	6.397396992	600.2804674	5.9278621	0.4695348914	true
x000003	G1/generic#0	incoming	6.411051279	608.5330831	5.9278621	0.483189179	true
x000006	G1/generic#0	incoming	6.413025795	609.7358286	5.9278621	0.4851636953	true
x000017	G1/generic#0	incoming	6.411051279	608.5330831	5.9278621	0.483189179	true
x000000	G2/generic#0	outgoing	6.419087746	613.4432429	5.874978584	0.5441091623	true
x000001	G2/generic#0	outgoing	6.417043773	612.1906621	5.874978584	0.5420651896	true
x000002	G2/generic#0	outgoing	6.421155388	614.712936	5.874978584	0.5461768042	true
x000003	G2/generic#0	outgoing	6.415023209	610.9549403	5.874978584	0.5400446251	true
x000004	G2/generic#0	outgoing	6.41070069	608.3197755	5.874978584	0.5357221065	true
x000005	G2/generic#0	outgoing	6.413025795	609.7358286	5.874978584	0.5380472116	true
x000006	G2/generic#0	outgoing	6.415023209	610.9549403	5.874978584	0.5400446251	true
x000007	G2/generic#0	outgoing	6.413025795	609.7358286	5.874978584	0.5380472116	true
x000009	G2/generic#0	outgoing	6.417043773	612.1906621	5.874978584	0.5420651896	true
x000010	G2/generic#0	outgoing	6.415023209	610.9549403	5.874978584	0.5400446251	true
x000011	G2/generic#0	outgoing	6.415023209	610.9549403	5.874978584	0.5400446251	true
x000012	G2/generic#0	outgoing	6.415023209	610.9549403	5.874978584	0.5400446251	true
x000014	G2/generic#0	outgoing	6.411051279	608.5330831	5.874978584	0.5360726953	true
x000015	G2/generic#0	outgoing	6.413025795	609.7358286	5.874978584	0.5380472116	true
x000016	G2/generic#0	outgoing	6.421155388	614.712936	5.874978584	0.5461768042	true
x000018	G2/generic#0	outgoing	6.413025795	609.7358286	5.874978584	0.5380472116	true
x000019	G2/generic#0	outgoing	6.41070069	608.3197755	5.874978584	0.5357221065	true
x000020	G2/generic#0	outgoing	6.408733579	607.1243189	5.874978584	0.533754995	true
x000022	G2/generic#0	outgoing	6.412690652	609.5315136	5.874978584	0.5377120677	true
x000028	G2/generic#0	outgoing	6.413025795	609.7358286	5.874978584	0.5380472116	true
x000035	G2/generic#0	outgoing	6.404866909	604.7813022	5.874978584	0.5298883249	true
x000040	G2/generic#0	outgoing	6.419087746	613.4432429	5.874978584	0.5441091623	true
x000042	G2/generic#0	outgoing	6.406789067	605.9449057	5.874978584	0.5318104833	true
x000058	G2/generic#0	outgoing	6.413025795	609.7358286	5.874978584	0.5380472116	true
x000060	G2/generic#0	outgoing	6.417043773	612.1906621	5.874978584	0.5420651896	true
x000074	G2/generic#0	outgoing	6.415023209	610.9549403	5.874978584	0.5400446251	true
x000001	G2/generic#0	incoming	6.405262627	605.0206724	5.874978584	0.5302840428	true
x000002	G2/generic#0	incoming	6.411051279	608.5330831	5.874978584	0.5360726953	true
x000003	G2/generic#0	incoming	6.40716994	606.1757376	5.874978584	0.5321913563	true
x000004	G2/generic#0	incoming	6.413025795	609.7358286	5.874978584	0.5380472116	true
x000005	G2/generic#0	incoming	6.411051279	608.5330831	5.874978584	0.5360726953	true
x000016	G2/generic#0	incoming	6.40909941	607.3464644	5.874978584	0.5341208259	true
x000018	G2/generic#0	incoming	6.405262627	605.0206724	5.874978584	0.5302840428	true
x000020	G2/generic#0	incoming	6.411051279	608.5330831	5.874978584	0.5360726953	true
x000035	G2/generic#0	incoming	6.40716994	606.1757376	5.874978584	0.5321913563	true
x000040	G2/generic#0	incoming	6.408375585	606.9070112	5.874978584	0.5333970013	true
x000042	G2/generic#0	incoming	6.40909941	607.3464644	5.874978584	0.5341208259	true
x000058	G2/generic#0	incoming	6.41070069	608.3197755	5.874978584	0.5357221065	true
x000060	G2/generic#0	incoming	6.41070069	608.3197755	5.874978584	0.5357221065	true
x000000	G3/generic#0	outgoing	6.419087746	613.4432429	5.970712807	0.4483749391	true
x000001	G3/generic#0	outgoing	6.417043773	612.1906621	5.970712807	0.4463309663	true
x000002	G3/generic#0	outgoing	6.415023209	610.9549403	5.970712807	0.4443104018	true
x000003	G3/generic#0	outgoing	6.421155388	614.712936	5.970712807	0.450442581	true
x000004	G3/generic#0	outgoing	6.413025795	609.7358286	5.970712807	0.4423129884	true
x000005	G3/generic#0	outgoing	6.412690652	609.5315136	5.970712807	0.4419778444	true
x000009	G3/generic#0	outgoing	6.421155388	614.712936	5.970712807	0.450442581	true
x000011	G3/generic#0	outgoing	6.417043773	612.1906621	5.970712807	0.4463309663	true
x000012	G3/generic#0	outgoing	6.415023209	610.9549403	5.970712807	0.4443104018	true
x000013	G3/generic#0	outgoing	6.411051279	608.5330831	5.970712807	0.4403384721	true
x000015	G3/generic#0	outgoing	6.417043773	612.1906621	5.970712807	0.4463309663	true
x000016	G3/generic#0	outgoing	6.417043773	612.1906621	5.970712807	0.4463309663	true
x000017	G3/generic#0	outgoing	6.414703716	610.7597756	5.970712807	0.4439909087	true
x000020	G3/generic#0	outgoing	6.40716994	606.1757376	5.970712807	0.436457133	true
x000023	G3/generic#0	outgoing	6.413025795	609.7358286	5.970712807	0.4423129884	true
x000028	G3/generic#0	outgoing	6.405262627	605.0206724	5.970712807	0.4345498196	true
x000034	G3/generic#0	outgoing	6.413025795	609.7358286	5.970712807	0.4423129884	true
x000036	G3/generic#0	outgoing	6.413025795	609.7358286	5.970712807	0.4423129884	true
x000040	G3/generic#0	outgoing	6.415023209	610.9549403	5.970712807	0.4443104018	true
x000042	G3/generic#0	outgoing	6.415023209	610.9549403	5.970712807	0.4443104018	true
x000000	G3/generic#0	incoming	6.40909941	607.3464644	5.970712807	0.4383866026	true
x000002	G3/generic#0	incoming	6.413025795	609.7358286	5.970712807	0.4423129884	true
x000003	G3/generic#0	incoming	6.41070069	608.3197755	5.970712807	0.4399878832	true
x000005	G3/generic#0	incoming	6.411051279	608.5330831	5.970712807	0.4403384721	true
x000017	G3/generic#0	incoming	6.413025795	609.7358286	5.970712807	0.4423129884	true
x000020	G3/generic#0	incoming	6.413025795	609.7358286	5.970712807	0.4423129884	true
x000034	G3/generic#0	incoming	6.413025795	609.7358286	5.970712807	0.4423129884	true
x000036	G3/generic#0	incoming	6.411051279	608.5330831	5.970712807	0.4403384721	true
x000040	G3/generic#0	incoming	6.413025795	609.7358286	5.970712807	0.4423129884	true
x000042	G3/generic#0	incoming	6.413025795	609.7358286	5.970712807	0.4423129884	true
x000000	G0/generic#1	outgoing	6.419087746	613.4432429	5.98926026	0.429827486	true
x000001	G0/generic#1	outgoing	6.419087746	613.4432429	5.98926026	0.429827486	true
x000002	G0/generic#1	outgoing	6.421155388	614.712936	5.98926026	0.4318951279	true
x000003	G0/generic#1	outgoing	6.419087746	613.4432429	5.98926026	0.429827486	true
x000004	G0/generic#1	outgoing	6.417043773	612.1906621	5.98926026	0.4277835132	true
x000005	G0/generic#1	outgoing	6.41070069	608.3197755	5.98926026	0.4214404301	true
x000006	G0/generic#1	outgoing	6.417043773	612.1906621	5.98926026	0.4277835132	true
x000007	G0/generic#1	outgoing	6.419087746	613.4432429	5.98926026	0.429827486	true
x000008	G0/generic#1	outgoing	6.415023209	610.9549403	5.98926026	0.4257629488	true
x000010	G0/generic#1	outgoing	6.419087746	613.4432429	5.98926026	0.429827486	true
x000011	G0/generic#1	outgoing	6.417043773	612.1906621	5.98926026	0.4277835132	true
x000012	G0/generic#1	outgoing	6.413025795	609.7358286	5.98926026	0.4237655353	true
x000014	G0/generic#1	outgoing	6.421155388	614.712936	5.98926026	0.4318951279	true
x000016	G0/generic#1	outgoing	6.421155388	614.712936	5.98926026	0.4318951279	true
x000017	G0/generic#1	outgoing	6.419087746	613.4432429	5.98926026	0.429827486	true
x000018	G0/generic#1	outgoing	6.421155388	614.712936	5.98926026	0.4318951279	true
x000022	G0/generic#1	outgoing	6.413025795	609.7358286	5.98926026	0.4237655353	true
x000000	G0/generic#1	incoming	6.413025795	609.7358286	5.98926026	0.4237655353	true
x000001	G0/generic#1	incoming	6.406789067	605.9449057	5.98926026	0.417528807	true
x000002	G0/generic#1	incoming	6.413025795	609.7358286	5.98926026	0.4237655353	true
x000003	G0/generic#1	incoming	6.408733579	607.1243189	5.98926026	0.4194733186	true
x000016	G0/generic#1	incoming	6.413025795	609.7358286	5.98926026	0.4237655353	true
x000018	G0/generic#1	incoming	6.408733579	607.1243189	5.98926026	0.4194733186	true
x000000	G1/generic#1	outgoing	6.421155388	614.712936	5.939250672	0.4819047156	true
x000002	G1/generic#1	outgoing	6.419087746	613.4432429	5.939250672	0.4798370738	true
x000003	G1/generic#1	outgoing	6.423246964	616	5.939250672	0.4839962911	true
x000004	G1/generic#1	outgoing	6.412690652	609.5315136	5.939250672	0.4734399791	true
x000005	G1/generic#1	outgoing	6.415023209	610.9549403	5.939250672	0.4757725365	true
x000008	G1/generic#1	outgoing	6.415023209	610.9549403	5.939250672	0.4757725365	true
x000009	G1/generic#1	outgoing	6.417043773	612.1906621	5.939250672	0.477793101	true
x000011	G1/generic#1	outgoing	6.417043773	612.1906621	5.939250672	0.477793101	true
x000012	G1/generic#1	outgoing	6.40909941	607.3464644	5.939250672	0.4698487373	true
x000013	G1/generic#1	outgoing	6.408733579	607.1243189	5.939250672	0.4694829064	true
x000014	G1/generic#1	outgoing	6.41070069	608.3197755	5.939250672	0.4714500179	true
x000015	G1/generic#1	outgoing	6.41070069	608.3197755	5.939250672	0.4714500179	true
x000018	G1/generic#1	outgoing	6.421155388	614.712936	5.939250672	0.4819047156	true
x000022	G1/generic#1	outgoing	6.414703716	610.7597756	5.939250672	0.4754530434	true
x000024	G1/generic#1	outgoing	6.417043773	612.1906621	5.939250672	0.477793101	true
x000030	G1/generic#1	outgoing	6.413025795	609.7358286	5.939250672	0.473775123	true
x000033	G1/generic#1	outgoing	6.417043773	612.1906621	5.939250672	0.477793101	true
x000046	G1/generic#1	outgoing	6.413025795	609.7358286	5.939250672	0.473775123	true
x000050	G1/generic#1	outgoing	6.423246964	616	5.939250672	0.4839962911	true
x000081	G1/generic#1	outgoing	6.417043773	612.1906621	5.939250672	0.477793101	true
x000000	G1/generic#1	incoming	6.411051279	608.5330831	5.939250672	0.4718006068	true
x000002	G1/generic#1	incoming	6.40909941	607.3464644	5.939250672	0.4698487373	true
x000003	G1/generic#1	incoming	6.400671094	602.2490681	5.939250672	0.4614204216	true
x000004	G1/generic#1	incoming	6.411051279	608.5330831	5.939250672	0.4718006068	true
x000012	G1/generic#1	incoming	6.411051279	608.5330831	5.939250672	0.4718006068	true
x000013	G1/generic#1	incoming	6.413025795	609.7358286	5.939250672	0.473775123	true
x000033	G1/generic#1	incoming	6.413025795	609.7358286	5.939250672	0.473775123	true
x000046	G1/generic#1	incoming	6.408733579	607.1243189	5.939250672	0.4694829064	true
x000000	G2/generic#1	outgoing	6.421155388	614.712936	5.99834563	0.4228097578	true
x000002	G2/generic#1	outgoing	6.412690652	609.5315136	5.99834563	0.4143450213	true
x000003	G2/generic#1	outgoing	6.417043773	612.1906621	5.99834563	0.4186981432	true
x000004	G2/generic#1	outgoing	6.419087746	613.4432429	5.99834563	0.4207421159	true
x000005	G2/generic#1	outgoing	6.40296686	603.6332795	5.99834563	0.4046212301	true
x000008	G2/generic#1	outgoing	6.413025795	609.7358286	5.99834563	0.4146801652	true
x000009	G2/generic#1	outgoing	6.413025795	609.7358286	5.99834563	0.4146801652	true
x000014	G2/generic#1	outgoing	6.411051279	608.5330831	5.99834563	0.4127056489	true
x000015	G2/generic#1	outgoing	6.417043773	612.1906621	5.99834563	0.4186981432	true
x000017	G2/generic#1	outgoing	6.419087746	613.4432429	5.99834563	0.4207421159	true
x000018	G2/generic#1	outgoing	6.423246964	616	5.99834563	0.4249013333	true
x000024	G2/generic#1	outgoing	6.412690652	609.5315136	5.99834563	0.4143450213	true
x000034	G2/generic#1	outgoing	6.412690652	609.5315136	5.99834563	0.4143450213	true
x000036	G2/generic#1	outgoing	6.40716994	606.1757376	5.99834563	0.4088243099	true
x000041	G2/generic#1	outgoing	6.415023209	610.9549403	5.99834563	0.4166775787	true
x000072	G2/generic#1	outgoing	6.415023209	610.9549403	5.99834563	0.4166775787	true
x000002	G2/generic#1	incoming	6.405262627	605.0206724	5.99834563	0.4069169964	true
x000003	G2/generic#1	incoming	6.40909941	607.3464644	5.99834563	0.4107537795	true
x000018	G2/generic#1	incoming	6.411051279	608.5330831	5.99834563	0.4127056489	true
x000036	G2/generic#1	incoming	6.413025795	609.7358286	5.99834563	0.4146801652	true
x000072	G2/generic#1	incoming	6.41070069	608.3197755	5.99834563	0.4123550601	true
x000000	G3/generic#1	outgoing	6.409039458	607.3100542	5.99175971	0.4172797482	true
x000001	G3/generic#1	outgoing	6.419087746	613.4432429	5.99175971	0.4273280362	true
x000003	G3/generic#1	outgoing	6.421155388	614.712936	5.99175971	0.4293956781	true
x000004	G3/generic#1	outgoing	6.415023209	610.9549403	5.99175971	0.4232634989	true
x000005	G3/generic#1	outgoing	6.415023209	610.9549403	5.99175971	0.4232634989	true
x000006	G3/generic#1	outgoing	6.415023209	610.9549403	5.99175971	0.4232634989	true
x000009	G3/generic#1	outgoing	6.419087746	613.4432429	5.99175971	0.4273280362	true
x000010	G3/generic#1	outgoing	6.417043773	612.1906621	5.99175971	0.4252840634	true
x000011	G3/generic#1	outgoing	6.413025795	609.7358286	5.99175971	0.4212660855	true
x000012	G3/generic#1	outgoing	6.40296686	603.6332795	5.99175971	0.4112071504	true
x000013	G3/generic#1	outgoing	6.417043773	612.1906621	5.99175971	0.4252840634	true
x000014	G3/generic#1	outgoing	6.417043773	612.1906621	5.99175971	0.4252840634	true
x000017	G3/generic#1	outgoing	6.419087746	613.4432429	5.99175971	0.4273280362	true
x000018	G3/generic#1	outgoing	6.421155388	614.712936	5.99175971	0.4293956781	true
x000019	G3/generic#1	outgoing	6.413025795	609.7358286	5.99175971	0.4212660855	true
x000022	G3/generic#1	outgoing	6.417043773	612.1906621	5.99175971	0.4252840634	true
x000023	G3/generic#1	outgoing	6.415023209	610.9549403	5.99175971	0.4232634989	true
x000029	G3/generic#1	outgoing	6.413025795	609.7358286	5.99175971	0.4212660855	true
x000247	G3/generic#1	outgoing	6.415023209	610.9549403	5.99175971	0.4232634989	true
x000000	G3/generic#1	incoming	6.404866909	604.7813022	5.99175971	0.4131071987	true
x000011	G3/generic#1	incoming	6.413025795	609.7358286	5.99175971	0.4212660855	true
