metric_id	family	regime	value	status	reason
D_LINE_COHERENCE	D			NOT_COMPARABLE	line not observed
D_LINE_EXCLUSIVITY	D			NOT_COMPARABLE	line not observed
D_LINE_PROGRESSION	D			NOT_COMPARABLE	line not observed
D_LINE_VARIANCE_SHARE	D			NOT_COMPARABLE	line not observed
D_LOCUS_COHERENCE	D		0.203985607528	COMPARABLE	
D_LOCUS_EXCLUSIVITY	D		0.796014392472	COMPARABLE	
D_LOCUS_PROGRESSION	D		-0.00402371935144	COMPARABLE	
D_LOCUS_VARIANCE_SHARE	D		0.00261955819335	COMPARABLE	
D_PAGE_COHERENCE	D		0.0610207992306	COMPARABLE	
D_PAGE_EXCLUSIVITY	D		0.730279546084	COMPARABLE	
D_PAGE_PROGRESSION	D		-0.000546206395823	COMPARABLE	
D_PAGE_VARIANCE_SHARE	D		0.00920938163979	COMPARABLE	
D_SECTION_COHERENCE	D		0.102337227489	COMPARABLE	
D_SECTION_EXCLUSIVITY	D		0.807777470246	COMPARABLE	
D_SECTION_PROGRESSION	D		-0.00833176672378	COMPARABLE	
D_SECTION_VARIANCE_SHARE	D		0.0023473369902	COMPARABLE	
G01_ALPHABET_SIZE	G		60	COMPARABLE	
G02_INITIAL_RESTRICTION_DENSITY	G		0.233333333333	COMPARABLE	
G03_FINAL_RESTRICTION_DENSITY	G		0.166666666667	COMPARABLE	
G04_BIGRAM_OCCUPANCY	G		0.192222222222	COMPARABLE	
G05_TRIGRAM_OCCUPANCY	G		0.0147314814815	COMPARABLE	
G06_SYMBOL_CONDITIONAL_ENTROPY_NORM	G		0.580918750898	COMPARABLE	
G07_HIGHER_ORDER_ENTROPY_REDUCTION	G		0.12684085554	COMPARABLE	
G08_MEAN_SYMBOLS_PER_TOKEN	G		5.11913602845	COMPARABLE	
L01_LINE_TOKEN_COUNT_MEAN	L			NOT_COMPARABLE	physical lines not observed
L02_LINE_SYMBOL_COUNT_MEAN	L			NOT_COMPARABLE	physical lines not observed
L03_BOUNDARY_SPECIALIZATION	L			NOT_COMPARABLE	physical lines not observed
L04_POSITION_PROGRESSION	L			NOT_COMPARABLE	physical lines not observed
L05_LINE_ASYMMETRY	L			NOT_COMPARABLE	physical lines not observed
L06_SAME_LINE_COOCCURRENCE_DENSITY	L			NOT_COMPARABLE	physical lines not observed
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	L			NOT_COMPARABLE	physical lines not observed
S01_TRANSITION_DENSITY	S	FREQ_GE_10	0.0306919642857	COMPARABLE	
S01_TRANSITION_DENSITY	S	FREQ_GE_5	0.00938985404868	COMPARABLE	
S01_TRANSITION_DENSITY	S	MATCHED_VOCAB	0.00991141529517	COMPARABLE	
S01_TRANSITION_DENSITY	S	TOP_100	0.0828	COMPARABLE	
S01_TRANSITION_DENSITY	S	TOP_250	0.0268	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY	S	FREQ_GE_10	0.969308035714	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY	S	FREQ_GE_5	0.990610145951	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY	S	MATCHED_VOCAB	0.990088584705	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY	S	TOP_100	0.9172	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY	S	TOP_250	0.9732	COMPARABLE	
