token_a	token_b	count_a	count_b	structural_similarity	reliability	position_similarity	left_similarity	right_similarity	position_reliability	left_reliability	right_reliability	total_evidence_weight	diagnostic_weighted_similarity	grapheme_distance	normalized_grapheme_distance	grapheme_similarity	common_prefix	common_suffix	length_difference	discovery_score
x004984	x010279	232	303	0.8338878859666988	0.9242775823352685	0.9885085062112517	0.8068309284416502	0.7063242232471945	0.9917067917590826	0.8764010488012126	0.9047249064455101	2.7728327470058054	0.8390146107883826	5	0.7142857142857143	0.2857142857142857	2	0	0	0.5505313422714061
x004985	x010279	229	303	0.8248641505502355	0.9242775823352685	0.9588388758620946	0.8032248249216911	0.712528750866921	0.9917067917590826	0.8764010488012126	0.9047249064455101	2.7728327470058054	0.829287887749625	5	0.7142857142857143	0.2857142857142857	2	0	0	0.5445738877325761
x004625	x010314	623	167	0.6963785453517967	0.9242775823352685	0.9592455523667949	0.6513556093460199	0.4785344743425753	0.9917067917590826	0.8764010488012126	0.9047249064455101	2.7728327470058054	0.7050844044098749	5	0.7142857142857143	0.2857142857142857	2	0	0	0.4597479130627926
x004624	x010315	613	179	0.6833922951071933	0.9242775823352685	0.9759049527916986	0.5842888420139183	0.4899830905159632	0.9917067917590826	0.8764010488012126	0.9047249064455101	2.7728327470058054	0.6935805383654496	5	0.7142857142857143	0.2857142857142857	2	0	0	0.451174413077305
x004718	x010054	338	102	0.6961114714117985	0.8932744210724839	0.9699253358007236	0.17786700204421835	0.9405420763904536	0.9851250358355904	0.8294225229221832	0.865275704459678	2.6798232632174517	0.7152907666716648	5	0.7142857142857143	0.2857142857142857	2	0	0	0.4441561225909209
x004719	x010526	341	203	0.657827387955363	0.9242775823352685	0.9797533179920006	0.16785223240806754	0.8258766134660209	0.9917067917590826	0.8764010488012126	0.9047249064455101	2.7728327470058054	0.6729309714391123	5	0.7142857142857143	0.2857142857142857	2	0	0	0.4342965055237911
x004718	x010526	338	203	0.6569388351598927	0.9242775823352685	0.9756219966204223	0.25221481640124477	0.7429796924580112	0.9917067917590826	0.8764010488012126	0.9047249064455101	2.7728327470058054	0.6710698741619333	5	0.7142857142857143	0.2857142857142857	2	0	0	0.4337098845026665
x004719	x010527	341	182	0.6538132874420938	0.9242775823352685	0.9726912559609904	0.17650452162436558	0.8122440847409254	0.9917067917590826	0.8764010488012126	0.9047249064455101	2.7728327470058054	0.6686918741389227	5	0.7142857142857143	0.2857142857142857	2	0	0	0.4316464032968946
x006348	x010055	549	91	0.6745099767892516	0.8851742977945648	0.9370505373016029	0.14225337669641197	0.9442260163697398	0.983449748084345	0.817085811773951	0.8549873335253984	2.6555228933836945	0.6948072709918883	5	0.7142857142857143	0.2857142857142857	2	0	0	0.4264706393284671
x004718	x010055	338	91	0.6603091145356434	0.8851742977945648	0.911825002395795	0.1311586272479038	0.9379437139632317	0.983449748084345	0.817085811773951	0.8549873335253984	2.6555228933836945	0.6800287513305846	5	0.7142857142857143	0.2857142857142857	2	0	0	0.4174918977045993
x009496	x010315	71	179	0.6707302582604632	0.8658692094063872	0.9475913769429388	0.4836518959073382	0.5809475019311126	0.9777855512489962	0.7893736762753459	0.8304484006948194	2.5976076282191616	0.6893920915480611	5	0.7142857142857143	0.2857142857142857	2	0	0	0.41483191317494944
x006050	x010484	40	50	0.7811634966244744	0.7402500376470451	0.8759440130279947	0.8427498280790526	0.624796648766376	0.9351906920775472	0.6151655278110203	0.6703938930525676	2.2207501129411353	0.7909332878403768	5	0.7142857142857143	0.2857142857142857	2	0	0	0.4130402198462604
x006383	x010055	84	91	0.678709158122401	0.842933632330786	0.9219961320038761	0.16925690087337453	0.9448744414899519	0.9740944463669415	0.7536126177392071	0.8010938328862096	2.528800896992358	0.7049185002836447	5	0.7142857142857143	0.2857142857142857	2	0	0	0.40864769710877513
x005730	x010617	32	67	0.7690740604834155	0.7411379542872051	0.9038604923564305	0.5730586587907859	0.8303030303030303	0.9289787881924972	0.6205220854883222	0.6739129891807959	2.2234138628616154	0.789243426666067	5	0.7142857142857143	0.2857142857142857	2	0	0	0.40713569705859487
x006383	x010054	84	102	0.6591033469037143	0.8504928216270712	0.9655495555305275	0.07831121810237904	0.9334492670782366	0.9757537975414508	0.7649909834490791	0.8107336838906835	2.5514784648812134	0.6893355395730872	5	0.7142857142857143	0.2857142857142857	2	0	0	0.40040190375141876
x009497	x010315	53	179	0.6566522915933958	0.8406389242891064	0.9219142855092047	0.5282607502527648	0.5197818390182175	0.9684889511462569	0.7551342178302566	0.7982936038908054	2.521916772867319	0.67675115362292	5	0.7142857142857143	0.2857142857142857	2	0	0	0.3942910543121777
x008352	x010617	32	67	0.739695717567149	0.7411379542872051	0.9078224144039603	0.5227102494901619	0.7885544888073249	0.9289787881924972	0.6205220854883222	0.6739129891807959	2.2234138628616154	0.7641933702095326	5	0.7142857142857143	0.2857142857142857	2	0	0	0.3915832649376593
x003821	x010055	77	91	0.6517684647971533	0.8365896506212392	0.9359407405872102	0.17518014839653517	0.8441845054077146	0.9721868685098155	0.744563049343885	0.7930190340100173	2.509768951863718	0.6812564729959928	5	0.7142857142857143	0.2857142857142857	2	0	0	0.3894733944647085
x005731	x010617	38	67	0.6948299604929183	0.7571769770217512	0.8375535389330974	0.529160597481769	0.7177757450638885	0.9407312787102614	0.6383681355439109	0.6924315168110812	2.2715309310652536	0.7143739939347332	5	0.7142857142857143	0.2857142857142857	2	0	0	0.37579232073583624
x005843	x010617	24	67	0.7366390497961802	0.7133738155008067	0.918647760923752	0.5710915448162815	0.720177843648507	0.9089647547115258	0.5894392164091834	0.6417174753817108	2.14012144650242	0.7634113006394221	5	0.7142857142857143	0.2857142857142857	2	0	0	0.3753564354285642
x004929	x010054	45	102	0.6525983941081793	0.799479838077577	0.928491392228761	0.14490471120044368	0.8843990788953334	0.9568542530867132	0.6958635201518123	0.7457217409942055	2.3984395142327313	0.6874388330805857	5	0.7142857142857143	0.2857142857142857	2	0	0	0.3726708988937814
x008248	x010617	35	67	0.6767413400607047	0.7495496178755303	0.8822933827110637	0.37672816940365217	0.7712024680673985	0.9351256110555697	0.6298910842409	0.6836321583301211	2.248648853626591	0.7069007946343053	5	0.7142857142857143	0.2857142857142857	2	0	0	0.36232229488791107
x008353	x010617	41	67	0.659592790629949	0.7639476137664696	0.9179079766628353	0.33908613670079785	0.7217842585262141	0.9449941057564448	0.6463603228317853	0.7004884127111788	2.2918428412994087	0.6947208304349223	5	0.7142857142857143	0.2857142857142857	2	0	0	0.35992452747094006
x005843	x010616	24	67	0.704371942276961	0.7133738155008067	0.880368003853471	0.6428571428571429	0.5898906801202691	0.9089647547115258	0.5894392164091834	0.6417174753817108	2.14012144650242	0.727852084175413	5	0.7142857142857143	0.2857142857142857	2	0	0	0.35891464285273544
x005842	x010617	29	67	0.663868060489225	0.7317718943119855	0.8791379801626481	0.5731063113344333	0.5393598899705936	0.9221792028317086	0.6100643031084322	0.663072176995816	2.1953156829359566	0.6914672966548765	5	0.7142857142857143	0.2857142857142857	2	0	0	0.34699999156958855
x005730	x010485	32	46	0.6622694968087268	0.7140834083053246	0.8409858076174981	0.38623578574723083	0.7595868970614514	0.917560138162688	0.585062964402249	0.6396271223510365	2.1422502249159736	0.6924866532802135	5	0.7142857142857143	0.2857142857142857	2	0	0	0.33779689964130566
