window_size	position	method	jump_strength	threshold
50	45	threshold	0.09999999999999999	0.09431284784149442
50	65	threshold	0.09999999999999999	0.09431284784149442
50	85	threshold	0.09999999999999999	0.09431284784149442
50	240	threshold	0.09999999999999999	0.09431284784149442
50	300	threshold	0.09999999999999999	0.09431284784149442
50	315	threshold	0.09999999999999999	0.09431284784149442
50	355	threshold	0.09999999999999999	0.09431284784149442
50	395	threshold	0.09999999999999999	0.09431284784149442
50	420	threshold	0.09999999999999999	0.09431284784149442
50	525	threshold	0.09999999999999999	0.09431284784149442
50	585	threshold	0.1	0.09431284784149442
50	625	threshold	0.09999999999999999	0.09431284784149442
50	670	threshold	0.09999999999999999	0.09431284784149442
50	725	threshold	0.09999999999999999	0.09431284784149442
50	760	threshold	0.09999999999999999	0.09431284784149442
50	790	threshold	0.09999999999999999	0.09431284784149442
50	920	threshold	0.09999999999999999	0.09431284784149442
50	950	threshold	0.09999999999999999	0.09431284784149442
50	965	threshold	0.09999999999999999	0.09431284784149442
50	1020	threshold	0.09999999999999999	0.09431284784149442
50	1035	threshold	0.09999999999999999	0.09431284784149442
50	1070	threshold	0.09999999999999999	0.09431284784149442
50	1100	threshold	0.09999999999999999	0.09431284784149442
50	1170	threshold	0.09999999999999999	0.09431284784149442
50	1185	threshold	0.09999999999999999	0.09431284784149442
50	1240	threshold	0.09999999999999999	0.09431284784149442
50	1255	threshold	0.09999999999999999	0.09431284784149442
50	1280	threshold	0.09999999999999999	0.09431284784149442
50	1345	threshold	0.09999999999999999	0.09431284784149442
50	1485	threshold	0.09999999999999999	0.09431284784149442
50	1515	threshold	0.09999999999999999	0.09431284784149442
50	1530	threshold	0.09999999999999999	0.09431284784149442
50	1545	threshold	0.09999999999999999	0.09431284784149442
50	1570	threshold	0.09999999999999999	0.09431284784149442
50	1760	threshold	0.09999999999999999	0.09431284784149442
50	1860	threshold	0.09999999999999999	0.09431284784149442
50	1870	threshold	0.09999999999999999	0.09431284784149442
50	2015	threshold	0.09999999999999999	0.09431284784149442
50	2025	threshold	0.09999999999999999	0.09431284784149442
