position	support_50	support_100	support_200	support_500	support_1000	support_count	support_fraction	mean_position	mean_jump_strength	max_jump_strength	position_uncertainty
22904	1	1	1	1	1	5	1	22904	0.07626590989146236	0.09999999999999999	6
23253	1	1	1	1	0	4	0.8	23252.5	0.08604464350189811	0.09999999999999999	12.5
21501	1	1	1	0	1	4	0.8	21501.25	0.08525858712165975	0.09999999999999999	3.75
29984	1	1	1	0	1	4	0.8	29983.75	0.08425020575066722	0.09999999999999999	23.75
9886	1	1	1	1	0	4	0.8	9886.25	0.08410923017890772	0.09999999999999999	16.25
23500	1	1	1	0	1	4	0.8	23500	0.08334038830550781	0.09999999999999999	0
21003	1	1	1	1	0	4	0.8	21002.5	0.08318556210241683	0.09999999999999999	7.5
15306	1	1	1	1	0	4	0.8	15306.25	0.08311852472849965	0.09999999999999999	8.75
18490	1	1	1	1	0	4	0.8	18490	0.08306964943463697	0.09999999999999999	20
10501	1	1	1	0	1	4	0.8	10501.25	0.08299920931720993	0.09999999999999999	18.75
11384	1	1	1	0	1	4	0.8	11383.75	0.0827201052924356	0.09999999999999999	18.75
5768	1	1	1	1	0	4	0.8	5767.5	0.08231705945408671	0.09999999999999999	22.5
29738	1	1	1	1	0	4	0.8	29737.5	0.08142863311913266	0.09999999999999999	17.5
22399	1	1	1	1	0	4	0.8	22398.75	0.08079581960718318	0.09999999999999999	8.75
18005	1	1	1	0	1	4	0.8	18005	0.08071287087330793	0.09999999999999999	15
6300	1	0	1	1	1	4	0.8	6300	0.08063062429691603	0.09999999999999999	0
589	1	1	1	0	1	4	0.8	588.75	0.08038629502609894	0.1	18.75
23690	1	0	1	1	1	4	0.8	23690	0.07821255929597695	0.09999999999999999	10
7009	1	1	1	0	1	4	0.8	7008.75	0.07674029113565657	0.09999999999999999	11.25
24203	0	1	1	1	1	4	0.8	24202.5	0.07597378657238134	0.08817736011699862	7.5
913	1	1	0	1	1	4	0.8	912.5	0.0752254097757813	0.09999999999999999	17.5
3090	1	0	1	1	1	4	0.8	3090	0.07314081302677647	0.09999999999999999	10
2600	1	0	1	1	1	4	0.8	2600	0.07198576736621881	0.09999999999999999	0
14906	1	1	0	1	1	4	0.8	14906.25	0.0712473909651429	0.09999999999999999	8.75
20005	0	1	1	1	1	4	0.8	20005	0.07111408860599136	0.08867668746754798	15
2788	1	1	1	0	0	3	0.6	2788.3333333333335	0.09593997799270906	0.09999999999999999	23.333333333333485
4048	1	1	1	0	0	3	0.6	4048.3333333333335	0.0944127360364625	0.09999999999999999	11.666666666666515
18247	1	1	1	0	0	3	0.6	18246.666666666668	0.09440808788763146	0.1	13.33333333333212
21042	1	1	1	0	0	3	0.6	21041.666666666668	0.09412783386163939	0.1	3.3333333333321207
3977	1	1	1	0	0	3	0.6	3976.6666666666665	0.09387543720037315	0.09999999999999999	6.666666666666515
11917	1	1	1	0	0	3	0.6	11916.666666666666	0.09352830696334946	0.09999999999999999	6.66666666666606
24963	1	1	1	0	0	3	0.6	24963.333333333332	0.0935139734879017	0.09999999999999999	23.33333333333212
37253	1	1	1	0	0	3	0.6	37253.333333333336	0.09343418763164715	0.10000000000000002	13.333333333335759
23723	1	1	1	0	0	3	0.6	23723.333333333332	0.09323329665451509	0.09999999999999999	6.666666666667879
9738	1	1	1	0	0	3	0.6	9738.333333333334	0.09315961732312422	0.09999999999999999	13.33333333333394
5963	1	1	1	0	0	3	0.6	5963.333333333333	0.09307258508790903	0.09999999999999999	23.33333333333303
23798	1	1	1	0	0	3	0.6	23798.333333333332	0.09296793386819961	0.09999999999999999	3.3333333333321207
3220	1	1	1	0	0	3	0.6	3220	0.09277131210054083	0.09999999999999999	10
10272	1	1	1	0	0	3	0.6	10271.666666666666	0.09261616346833529	0.10000000000000002	13.33333333333394
17438	1	1	1	0	0	3	0.6	17438.333333333332	0.09225630359712526	0.09999999999999999	8.33333333333212
17322	1	1	1	0	0	3	0.6	17321.666666666668	0.09223838674093209	0.1	3.3333333333321207
29022	1	1	1	0	0	3	0.6	29021.666666666668	0.09222771696505311	0.09999999999999999	3.3333333333321207
11722	1	1	1	0	0	3	0.6	11721.666666666666	0.09206617371914919	0.09999999999999999	18.33333333333394
12810	1	1	1	0	0	3	0.6	12810	0.09177859886816359	0.09999999999999999	20
17365	1	1	1	0	0	3	0.6	17365	0.09144380108451407	0.09999999999999999	15
17278	1	1	1	0	0	3	0.6	17278.333333333332	0.09143594481452824	0.09999999999999999	13.33333333333212
5670	1	1	1	0	0	3	0.6	5670	0.09136085007312413	0.09999999999999999	10
19910	1	1	1	0	0	3	0.6	19910	0.09132479299075137	0.09999999999999999	20
15503	1	1	1	0	0	3	0.6	15503.333333333334	0.09129540361443303	0.09999999999999999	16.66666666666606
23763	1	1	1	0	0	3	0.6	23763.333333333332	0.0911792912884658	0.09999999999999999	6.666666666667879
33460	1	1	1	0	0	3	0.6	33460	0.09102830696334946	0.09999999999999999	20
16017	1	1	1	0	0	3	0.6	16016.666666666666	0.0909380908126805	0.09999999999999999	16.66666666666606
28417	1	1	1	0	0	3	0.6	28416.666666666668	0.09093334375853664	0.09999999999999999	23.33333333333212
20547	1	1	1	0	0	3	0.6	20546.666666666668	0.0905778472180288	0.09999999999999999	6.666666666667879
6347	1	1	1	0	0	3	0.6	6346.666666666667	0.0905196672029598	0.09999999999999999	13.33333333333303
18190	1	1	1	0	0	3	0.6	18190	0.09048918264213085	0.09999999999999999	20
4757	1	1	1	0	0	3	0.6	4756.666666666667	0.09042086782517463	0.09999999999999999	16.66666666666697
18575	1	1	1	0	0	3	0.6	18575	0.0901707463913728	0.09999999999999999	15
14228	1	1	1	0	0	3	0.6	14228.333333333334	0.0901434567133861	0.09999999999999999	11.66666666666606
11988	1	1	1	0	0	3	0.6	11988.333333333334	0.09012051540992376	0.09999999999999999	16.66666666666606
412	1	1	1	0	0	3	0.6	411.6666666666667	0.09002228166682645	0.09999999999999999	16.666666666666686
12165	1	1	1	0	0	3	0.6	12165	0.0899546489336367	0.09999999999999999	5
