window_size	method	k	silhouette	within_cluster_dispersion	between_cluster_distance	cluster_sizes	transition_count	segment_fragmentation
50	hierarchical	2	0.08447709877080983	0.8487559139879548	0.9236887287151375	8715,18	2	1.5
50	hierarchical	3	0.05569896451444076	0.8482195818096633	0.9126645200432465	8691,18,24	6	2.3333333333333335
50	hierarchical	4	0.04605843618393169	0.8477812283061782	0.9055385939594863	8671,20,18,24	10	2.75
50	hierarchical	5	0.035648811563518006	0.8474143002912891	0.9000848606638965	8646,20,25,18,24	14	3
50	hierarchical	6	0.019289476096704623	0.8472627795182402	0.8925673542167601	8603,20,43,25,18,24	36	6.166666666666667
50	hierarchical	7	0.013780958789790134	0.8470081539433433	0.8891557833059225	8578,20,25,43,25,18,24	52	7.571428571428571
50	hierarchical	8	0.014951336250430849	0.8466133457538086	0.8885584900615497	8545,20,33,25,43,25,18,24	66	8.375
50	hierarchical	9	0.01815430032968651	0.846178191807569	0.8885108654139554	8519,20,34,25,25,43,25,18,24	76	8.555555555555555
50	hierarchical	10	0.02070053355673776	0.845736177025067	0.8884737244280188	8502,20,32,25,25,19,43,25,18,24	78	7.9
50	hierarchical	11	0.019918052761319065	0.8453336207525061	0.8880149911978243	8438,20,32,24,25,19,42,25,18,66,24	116	10.636363636363637
50	hierarchical	12	0.02414614261562138	0.8448423554264425	0.8883247572562503	8391,20,48,31,24,25,19,42,25,18,66,24	144	12.083333333333334
50	hierarchical	13	0.024235477033226024	0.8447496508021753	0.885506010633237	8341,20,47,29,24,25,19,42,24,18,66,24,54	171	13.23076923076923
50	hierarchical	14	0.027526762699199066	0.8444544647657142	0.8845144367279688	8322,20,20,47,29,24,25,19,41,24,18,66,24,54	175	12.571428571428571
50	hierarchical	15	0.031628360180271556	0.844092366447878	0.8840612815418387	8286,20,20,47,29,36,24,24,19,41,24,18,67,24,54	197	13.2
100	hierarchical	2	0.09223310563743677	0.7703223639617669	0.8452697311510105	4344,18	2	1.5
100	hierarchical	3	0.0642145002286827	0.7697707110114935	0.8349909119714385	4326,18,18	6	2.3333333333333335
100	hierarchical	4	0.059061370980015945	0.769121073752186	0.8344749478958369	4309,17,18,18	8	2.25
100	hierarchical	5	0.05066430642373867	0.7686284548954575	0.8301769567818177	4293,17,18,16,18	10	2.2
100	hierarchical	6	0.04941034279922709	0.7680000678890381	0.830059172374279	4274,17,18,19,16,18	14	2.5
100	hierarchical	7	0.0465069345090968	0.7675304476680147	0.8273045446284296	4255,17,19,18,19,16,18	16	2.4285714285714284
100	hierarchical	8	0.047803010083023706	0.7668549447729971	0.8280183324750189	4238,17,19,18,19,16,18,17	18	2.375
100	hierarchical	9	0.04645384562304615	0.7665450503002739	0.8241429198235315	4221,17,17,19,18,19,16,18,17	20	2.3333333333333335
100	hierarchical	10	0.04296725260158879	0.7662625451056639	0.820795263799169	4205,17,17,19,18,19,16,16,18,17	22	2.3
100	hierarchical	11	0.046022916999815096	0.76585632510174	0.8192181242715023	4188,17,17,19,17,18,19,16,16,18,17	24	2.272727272727273
100	hierarchical	12	0.05079096030459389	0.7654151041996723	0.8181653363160409	4171,17,17,17,19,17,19,18,16,16,18,17	24	2.0833333333333335
100	hierarchical	13	0.05401363205045555	0.7650563913712836	0.8166099575303191	4154,17,17,17,19,17,19,18,16,16,18,17,17	26	2.076923076923077
100	hierarchical	14	0.05612686377680924	0.7647073517935693	0.8151869325898191	4137,17,17,17,19,17,18,18,16,16,18,17,17,18	28	2.0714285714285716
100	hierarchical	15	0.05504861803896104	0.7644518853978045	0.8133339074733213	4119,17,17,17,19,17,17,19,18,16,16,18,17,17,18	30	2.066666666666667
200	hierarchical	2	0.11715408529959612	0.683484712862738	0.7708819314829182	2160,16	2	1.5
200	hierarchical	3	0.07263198470746128	0.6829962310315266	0.7512905256071665	2144,16,16	4	1.6666666666666667
200	hierarchical	4	0.058060429081367645	0.6825770401484748	0.7422651437162493	2128,16,16,16	6	1.75
200	hierarchical	5	0.05691935523892495	0.6820977155222645	0.7390512517005315	2112,16,16,16,16	8	1.8
