record_type	token_a	token_b	control	distance	value	median	p90	p95	p99	percentile
matched	x004624	x010315	frequency_matched		0.7687901793827946					100
matched	x004624	x010315	frequency_matched		0.9381624001248736					100
matched	x004624	x010315	frequency_matched		0.7828291537122058					100
random_pair	x004624	x010315	frequency_matched_random		0.8027572877174898					77
random_pair	x004624	x010315	frequency_matched_random		0.9872434419299289					77
random_pair	x004624	x010315	frequency_matched_random		0.6205965946545265					77
random_pair	x004624	x010315	frequency_matched_random		0.6113785340013915					77
random_pair	x004624	x010315	frequency_matched_random		0.6410781614396939					77
random_pair	x004624	x010315	frequency_matched_random		0.9677528084678524					77
random_pair	x004624	x010315	frequency_matched_random		0.9069714729070499					77
random_pair	x004624	x010315	frequency_matched_random		0.9492552433240444					77
random_pair	x004624	x010315	frequency_matched_random		0.9788363569161362					77
random_pair	x004624	x010315	frequency_matched_random		0.9799469728519157					77
random_pair	x004624	x010315	frequency_matched_random		0.9697156732420463					77
random_pair	x004624	x010315	frequency_matched_random		0.9753892409773413					77
random_pair	x004624	x010315	frequency_matched_random		0.9765379863105155					77
random_pair	x004624	x010315	frequency_matched_random		0.9745155546403381					77
random_pair	x004624	x010315	frequency_matched_random		0.6993662370977055					77
random_pair	x004624	x010315	frequency_matched_random		0.9805191650247089					77
random_pair	x004624	x010315	frequency_matched_random		0.9831946175739121					77
random_pair	x004624	x010315	frequency_matched_random		0.989640642946101					77
random_pair	x004624	x010315	frequency_matched_random		0.9595373115083993					77
random_pair	x004624	x010315	frequency_matched_random		0.991996766015151					77
random_pair	x004624	x010315	frequency_matched_random		0.6551095717092752					77
random_pair	x004624	x010315	frequency_matched_random		0.7771490397450207					77
random_pair	x004624	x010315	frequency_matched_random		0.9639374993752025					77
random_pair	x004624	x010315	frequency_matched_random		0.9783285378769356					77
random_pair	x004624	x010315	frequency_matched_random		0.6628813859606921					77
random_pair	x004624	x010315	frequency_matched_random		0.976190479192361					77
random_pair	x004624	x010315	frequency_matched_random		0.9582020296937301					77
random_pair	x004624	x010315	frequency_matched_random		0.9610687729923463					77
random_pair	x004624	x010315	frequency_matched_random		0.9594398006905613					77
random_pair	x004624	x010315	frequency_matched_random		0.9872613669508707					77
random_pair	x004624	x010315	frequency_matched_random		0.9828924070482689					77
random_pair	x004624	x010315	frequency_matched_random		0.9345502875120891					77
random_pair	x004624	x010315	frequency_matched_random		0.9895655248206788					77
random_pair	x004624	x010315	frequency_matched_random		0.9559402551817273					77
random_pair	x004624	x010315	frequency_matched_random		0.9904001379615985					77
random_pair	x004624	x010315	frequency_matched_random		0.6288966676074295					77
random_pair	x004624	x010315	frequency_matched_random		0.97655249126421					77
random_pair	x004624	x010315	frequency_matched_random		0.9649100477059818					77
random_pair	x004624	x010315	frequency_matched_random		0.9596579548722701					77
random_pair	x004624	x010315	frequency_matched_random		0.7087295946332006					77
random_pair	x004624	x010315	frequency_matched_random		0.9797851211397048					77
random_pair	x004624	x010315	frequency_matched_random		0.5990208565756768					77
random_pair	x004624	x010315	frequency_matched_random		0.7948404259990814					77
random_pair	x004624	x010315	frequency_matched_random		0.9677656321138635					77
random_pair	x004624	x010315	frequency_matched_random		0.9720815238089484					77
random_pair	x004624	x010315	frequency_matched_random		0.9841478103793081					77
random_pair	x004624	x010315	frequency_matched_random		0.9569727351484385					77
random_pair	x004624	x010315	frequency_matched_random		0.8008645156459095					77
random_pair	x004624	x010315	frequency_matched_random		0.9855666687052611					77
random_pair	x004624	x010315	frequency_matched_random		0.983644255491078					77
random_pair	x004624	x010315	frequency_matched_random		0.6345012415949185					77
random_pair	x004624	x010315	frequency_matched_random		0.9704998527942994					77
random_pair	x004624	x010315	frequency_matched_random		0.7868316777289913					77
random_pair	x004624	x010315	frequency_matched_random		0.9855045679311427					77
random_pair	x004624	x010315	frequency_matched_random		0.8769689577594267					77
random_pair	x004624	x010315	frequency_matched_random		0.9379586197090859					77
random_pair	x004624	x010315	frequency_matched_random		0.9535521703413906					77
random_pair	x004624	x010315	frequency_matched_random		0.7720100050010986					77
random_pair	x004624	x010315	frequency_matched_random		0.9935404971802271					77
random_pair	x004624	x010315	frequency_matched_random		0.9650706879486719					77
random_pair	x004624	x010315	frequency_matched_random		0.9837520381322535					77
random_pair	x004624	x010315	frequency_matched_random		0.990370332805204					77
random_pair	x004624	x010315	frequency_matched_random		0.9540091469118466					77
random_pair	x004624	x010315	frequency_matched_random		0.9693476265740234					77
random_pair	x004624	x010315	frequency_matched_random		0.9663987788068994					77
random_pair	x004624	x010315	frequency_matched_random		0.98034437824178					77
random_pair	x004624	x010315	frequency_matched_random		0.9910142960711392					77
random_pair	x004624	x010315	frequency_matched_random		0.9877062541142119					77
random_pair	x004624	x010315	frequency_matched_random		0.7231428166004458					77
random_pair	x004624	x010315	frequency_matched_random		0.9757583430187144					77
random_pair	x004624	x010315	frequency_matched_random		0.989176742705073					77
random_pair	x004624	x010315	frequency_matched_random		0.7961640990471371					77
random_pair	x004624	x010315	frequency_matched_random		0.9878683297984798					77
random_pair	x004624	x010315	frequency_matched_random		0.6415518960293					77
random_pair	x004624	x010315	frequency_matched_random		0.8928610560130961					77
random_pair	x004624	x010315	frequency_matched_random		0.6551643427235481					77
random_pair	x004624	x010315	frequency_matched_random		0.9814664851660881					77
random_pair	x004624	x010315	frequency_matched_random		0.9744594166082399					77
random_pair	x004624	x010315	frequency_matched_random		0.9313899073731502					77
random_pair	x004624	x010315	frequency_matched_random		0.9944932700246569					77
random_pair	x004624	x010315	frequency_matched_random		0.7620421047322551					77
random_pair	x004624	x010315	frequency_matched_random		0.7904544910775764					77
random_pair	x004624	x010315	frequency_matched_random		0.9630659633658455					77
random_pair	x004624	x010315	frequency_matched_random		0.9610994756840974					77
random_pair	x004624	x010315	frequency_matched_random		0.9628006600322786					77
random_pair	x004624	x010315	frequency_matched_random		0.9804249139805309					77
random_pair	x004624	x010315	frequency_matched_random		0.9750710724813081					77
random_pair	x004624	x010315	frequency_matched_random		0.9491355042103817					77
random_pair	x004624	x010315	frequency_matched_random		0.6807939180217124					77
random_pair	x004624	x010315	frequency_matched_random		0.9836205825231291					77
random_pair	x004624	x010315	frequency_matched_random		0.645207147481526					77
random_pair	x004624	x010315	frequency_matched_random		0.9911291319782025					77
random_pair	x004624	x010315	frequency_matched_random		0.6825089332855769					77
