sequence	n	token_validity	sequence_status	shuffle_block_p	shuffle_block_fdr_q	markov_block_p
x000053 x010892	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.47052947052947053
x000712 x000052	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.08291708291708291	0.08581918081918082	0.4835164835164835
x000712 x000053	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.04795204795204795	0.050386162061288965	0.4155844155844156
x000712 x009248	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.01898101898101898	0.020679320679320677	0.5194805194805194
x000712 x009249	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.06893106893106893	0.07170216717955412	0.5894105894105894
x000712 x009251	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002432861256390668	0.4175824175824176
x000712 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.12687312687312688	0.12937308996422298	0.4515484515484515
x000712 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.6333666333666333	0.6333666333666333	0.4755244755244755
x000713 x009248	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.004995004995004995	0.005744255744255744	0.4905094905094905
x000713 x009249	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002432861256390668	0.6943056943056943
x000713 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.4275724275724276	0.4296480218810316	0.6093906093906094
x000713 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.2707292707292707	0.27337053190711724	0.47052947052947053
x000713 x018930	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.11888111888111888	0.12182372083362182	0.45854145854145856
x000713 x018956	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4855144855144855
x000714 x009248	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.08691308691308691	0.08950750741795517	0.6873126873126874
x000714 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.24675324675324675	0.25038197097020626	0.4595404595404595
x001052 x008704	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4855144855144855
x001052 x009249	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.6443556443556444
x001168 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.48951048951048953
x001168 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.6853146853146853
x001169 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5774225774225774
x001169 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0035248842067023885	0.4915084915084915
x001170 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.3856143856143856
x001170 x018930	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4485514485514486
x002536 x009248	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5264735264735265
x002536 x009249	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002432861256390668	0.5314685314685315
x002537 x009248	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.38161838161838163
x002552 x018930	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5804195804195804
x004156 x012465	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4275724275724276
x005532 x018632	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.45254745254745254
x005532 x018633	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.37462537462537465
x005533 x018632	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.3866133866133866
x005534 x018633	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.2817182817182817
x005588 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.3046953046953047
x007412 x000052	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5484515484515484
x007412 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4645354645354645
x007640 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5484515484515484
x007641 x018931	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5194805194805194
x008688 x008448	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4085914085914086
x008689 x001596	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.6383616383616384
x008704 x008448	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5774225774225774
x008704 x008449	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.3906093906093906
x008704 x015852	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.6783216783216783
x008704 x020556	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4675324675324675
x008704 x020557	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.6503496503496503
x008705 x008448	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.45254745254745254
x008705 x008449	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4825174825174825
x008705 x020557	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.45554445554445555
x008706 x020556	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.48151848151848153
x009248 x000636	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5744255744255744
x009248 x002624	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.6213786213786214
x009248 x004156	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.6003996003996004
x009248 x004156 x016221	3	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.002997002997002997
x009248 x004158	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.44955044955044954
x009248 x005532 x018633	3	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.24975024975024976
x009248 x008448	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5834165834165834
x009248 x008449	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0035248842067023885	0.6243756243756243
x009248 x008688	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.7302697302697303
x009248 x008689	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4915084915084915
x009248 x016705	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4485514485514486
x009248 x016706	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.46253746253746253
x009248 x020556	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.004995004995004995	0.005744255744255744	0.6683316683316683
x009248 x020557	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.028971028971028972	0.030912386582489675	0.7572427572427572
x009249 x000636	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.46253746253746253
x009249 x000637	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.42957042957042957
x009249 x000638	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4015984015984016
x009249 x004156	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4975024975024975
x009249 x008448	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.3836163836163836
x009249 x008449	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5454545454545454
x009249 x008688	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.33666333666333664
x009249 x008689	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4965034965034965
x009249 x016496	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.43356643356643354
x009249 x020559	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.46853146853146854
x009250 x008688	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5794205794205795
x009280 x021400	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.45054945054945056
x009436 x000052	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002432861256390668	0.5764235764235764
x009436 x000697	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4865134865134865
x009436 x000697 x009102	3	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.04295704295704296
x009436 x008944	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4015984015984016
x009436 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.3646353646353646
x009436 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.6643356643356644
x009436 x018930	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5424575424575424
x009436 x018931	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.3806193806193806
x009437 x000052	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.004995004995004995	0.005744255744255744	0.8271728271728271
x009437 x008945	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.02197802197802198	0.023695054945054948	0.9300699300699301
x009437 x012121	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.47052947052947053
x009437 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.2907092907092907
x009437 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.1888111888111888
x009438 x000052	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4965034965034965
x009438 x000054	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4385614385614386
x009438 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5254745254745254
x009438 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4225774225774226
x009438 x018930	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5214785214785215
x009438 x019052 x002776	3	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.004995004995004995
x009439 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.8301698301698301
x009439 x018931	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4955044955044955
x009856 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.7452547452547452
x009968 x000052	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0035248842067023885	0.5134865134865135
x009968 x000054	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5254745254745254
x009968 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.04695304695304695	0.04958816693510571	0.47352647352647353
x009969 x000053	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4975024975024975
x010008 x009968	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.3006993006993007
x010008 x009969	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.36863136863136864
x010008 x009970	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.38161838161838163
x010008 x020556	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.32867132867132864
x010008 x020558	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.6783216783216783
x010009 x009968	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4915084915084915
x010009 x009969	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.3626373626373626
x010009 x009970	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4045954045954046
x010009 x020556	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5694305694305695
x010009 x020557	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.6523476523476524
x010010 x009968	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.46653346653346656
x010010 x020556	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4255744255744256
x010010 x020557	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5774225774225774
x010316 x018924	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.3986013986013986
x011760 x011960	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.42357642357642356
x011760 x011962	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.4435564435564436
x012696 x000052	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.00999000999000999	0.010999638659213128	0.44155844155844154
x012696 x000053	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.45454545454545453
x012696 x008944	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.5174825174825175
x012696 x008945	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.45854145854145856
x012696 x010009	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.005994005994005994	0.0068550234296090645	0.5224775224775224
x012696 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.7592407592407593
x012696 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.3726273726273726
x012696 x018930	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0012765012765012765	0.38961038961038963
x012696 x018931	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.002432861256390668	0.5914085914085914
x012697 x000052	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.012987012987012988	0.014223871366728511	0.4995004995004995
