window_size	method	k	silhouette	within_cluster_dispersion	between_cluster_distance	cluster_sizes	transition_count	segment_fragmentation
50	hierarchical	2	0.030998751630938255	0.9448632923374495	0.9706114026363419	8710,23	6	3.5
50	hierarchical	3	0.019663783278634484	0.9446813538540542	0.966707675690413	8662,48,23	32	11
50	hierarchical	4	0.015616280681690577	0.9444685472778253	0.9663192217492059	8610,53,47,23	62	15.75
50	hierarchical	5	0.012369238022416029	0.944346259654457	0.963856163883591	8515,53,47,23,95	120	24.2
50	hierarchical	6	0.01101533484167163	0.9442444143403201	0.9619495372767146	8442,51,48,73,23,96	175	29.333333333333332
50	hierarchical	7	0.011708021766924427	0.9441038826934426	0.9612676874985482	8339,51,47,107,71,23,95	242	34.714285714285715
50	hierarchical	8	0.011847633684848426	0.9440441894918397	0.9596593648395976	8227,49,47,106,70,23,95,116	338	42.375
50	hierarchical	9	0.01591163390009809	0.9438534477615227	0.959978627435714	8191,49,47,105,70,23,95,38,115	354	39.44444444444444
50	hierarchical	10	0.020065946863282672	0.9436789939118616	0.9600273771703743	8157,44,46,103,68,23,96,46,38,112	372	37.3
50	hierarchical	11	0.02354222562551311	0.9434737523966096	0.9603250216882374	8128,42,46,101,68,23,34,95,45,38,113	390	35.54545454545455
50	hierarchical	12	0.026053824877943367	0.9433704799142556	0.9596923361331232	8048,80,41,45,101,67,23,34,95,47,38,114	439	36.666666666666664
50	hierarchical	13	0.027775764494873387	0.9433800405212488	0.9582984664867455	7905,80,41,45,154,98,67,23,33,90,46,38,113	526	40.53846153846154
50	hierarchical	14	0.031604313432516504	0.9432339161168142	0.9581994245823824	7819,80,42,45,150,98,66,23,95,33,88,46,37,111	560	40.07142857142857
50	hierarchical	15	0.03446563039142824	0.943218697874935	0.9572637085441337	7687,77,41,44,151,98,66,23,96,33,87,46,38,135,111	653	43.6
100	hierarchical	2	0.046453452737271	0.901217265404633	0.9407996202023611	4343,19	2	1.5
100	hierarchical	3	0.03780665498431904	0.9008435394988707	0.9394179327719676	4326,17,19	4	1.6666666666666667
100	hierarchical	4	0.026101290991437303	0.9006320715035868	0.9334978075903934	4307,17,19,19	8	2.25
100	hierarchical	5	0.022117370892265387	0.9004667548987636	0.9293427646095997	4289,17,19,18,19	10	2.2
100	hierarchical	6	0.021861375883758957	0.9002484960813962	0.9278174282003517	4270,17,19,19,18,19	12	2.1666666666666665
100	hierarchical	7	0.021539424217910583	0.9001289589734568	0.9251791596394174	4251,17,19,19,18,19,19	14	2.142857142857143
