position	support_50	support_100	support_200	support_500	support_1000	support_count	support_fraction	mean_position	mean_jump_strength	max_jump_strength	position_uncertainty
16405	1	1	1	1	0	4	0.8	16405	0.09225228212107697	0.09999999999999999	15
23818	0	1	1	1	1	4	0.8	23817.5	0.09002110381107485	0.10000000000000003	37.5
10028	0	1	1	1	1	4	0.8	10027.5	0.0874675543408716	0.10000000000000002	27.5
11778	0	1	1	1	1	4	0.8	11777.5	0.08555214957305529	0.09622556248918268	27.5
35120	0	1	1	1	1	4	0.8	35120	0.08459083730304738	0.10000000000000002	30
3103	0	1	1	1	1	4	0.8	3102.5	0.08322178254745895	0.09622556248918268	27.5
22883	0	1	1	1	1	4	0.8	22882.5	0.08251118825976891	0.10000000000000002	42.5
3003	0	1	1	1	1	4	0.8	3002.5	0.08248388769674703	0.09622556248918268	7.5
35805	1	1	1	0	0	3	0.6	35805	0.09757856063692051	0.10000000000000002	25
23293	0	1	1	1	0	3	0.6	23293.333333333332	0.09518374066177251	0.10000000000000002	33.33333333333212
30783	0	1	1	1	0	3	0.6	30783.333333333332	0.09430444273992744	0.10000000000000002	16.66666666666788
16163	1	1	1	0	0	3	0.6	16163.333333333334	0.09377797063862417	0.09622556248918268	23.33333333333394
2853	0	1	1	1	0	3	0.6	2853.3333333333335	0.09364894983185817	0.10000000000000002	16.666666666666515
23393	0	1	1	1	0	3	0.6	23393.333333333332	0.09338849326037894	0.10000000000000002	33.33333333333212
23203	0	1	1	0	1	3	0.6	23203.333333333332	0.09328478992085572	0.10000000000000002	36.66666666666788
3857	0	1	1	1	0	3	0.6	3856.6666666666665	0.09327979217655374	0.10000000000000002	6.666666666666515
10547	0	1	1	1	0	3	0.6	10546.666666666666	0.09316093288633502	0.10000000000000002	26.66666666666606
17947	0	1	1	1	0	3	0.6	17946.666666666668	0.09213413151666547	0.10000000000000002	26.66666666666788
17147	1	1	0	1	0	3	0.6	17146.666666666668	0.0918267710739152	0.09999999999999999	6.666666666667879
17673	0	1	1	1	0	3	0.6	17673.333333333332	0.0917551922396178	0.10000000000000002	36.66666666666788
23597	0	1	1	1	0	3	0.6	23596.666666666668	0.09170977615262242	0.10000000000000002	26.66666666666788
25137	0	1	1	1	0	3	0.6	25136.666666666668	0.09169564582424655	0.09622556248918268	36.66666666666788
30927	0	1	1	1	0	3	0.6	30926.666666666668	0.09148319902798879	0.09622556248918268	36.66666666666788
29343	0	1	1	1	0	3	0.6	29343.333333333332	0.09126860370050974	0.10000000000000002	6.666666666667879
20247	0	1	1	1	0	3	0.6	20246.666666666668	0.09112927045394474	0.10000000000000002	26.66666666666788
18583	0	1	1	1	0	3	0.6	18583.333333333332	0.09111639331362109	0.09622556248918268	23.33333333333212
33220	0	1	1	1	0	3	0.6	33220	0.09097894293287852	0.09622556248918268	20
20483	0	1	1	0	1	3	0.6	20483.333333333332	0.0909564012719528	0.10000000000000002	33.33333333333212
21913	0	1	1	1	0	3	0.6	21913.333333333332	0.09088410537572648	0.09622556248918268	36.66666666666788
24913	0	1	1	0	1	3	0.6	24913.333333333332	0.09087744086459773	0.10000000000000002	26.66666666666788
6533	0	1	1	1	0	3	0.6	6533.333333333333	0.09082233180176473	0.09786311756931669	33.33333333333303
18990	0	1	1	0	1	3	0.6	18990	0.0907056796069925	0.10000000000000002	10
20860	0	1	1	1	0	3	0.6	20860	0.0905514752887806	0.10000000000000002	10
5743	0	1	1	1	0	3	0.6	5743.333333333333	0.09049328852305351	0.10000000000000002	23.33333333333303
17423	0	1	1	0	1	3	0.6	17423.333333333332	0.09041944158503296	0.10000000000000002	36.66666666666788
24177	0	1	1	0	1	3	0.6	24176.666666666668	0.09034944711983925	0.09622556248918268	46.66666666666788
21600	0	1	1	0	1	3	0.6	21600	0.09018656101335722	0.09622556248918268	20
23937	0	1	1	1	0	3	0.6	23936.666666666668	0.08987130906175887	0.09622556248918267	16.66666666666788
25470	0	1	1	1	0	3	0.6	25470	0.0898462746023944	0.09622556248918268	30
9140	0	1	1	1	0	3	0.6	9140	0.08976857864885468	0.09622556248918268	10
21277	0	1	1	1	0	3	0.6	21276.666666666668	0.08967682365122204	0.10000000000000002	26.66666666666788
24280	0	1	1	0	1	3	0.6	24280	0.08967458377811956	0.10000000000000002	40
4103	0	1	1	1	0	3	0.6	4103.333333333333	0.08949727756628967	0.10000000000000002	16.66666666666697
29663	0	1	1	0	1	3	0.6	29663.333333333332	0.0894590316737037	0.10000000000000002	36.66666666666788
18790	0	1	1	0	1	3	0.6	18790	0.08940081364883548	0.10000000000000002	30
21783	0	1	1	1	0	3	0.6	21783.333333333332	0.08937454177923165	0.09622556248918268	23.33333333333212
