window_size	position	method	jump_strength	threshold
50	55	pelt	0.09999999999999999	0.0008507744910076386
50	1350	pelt	0.07245112497836532	0.0008507744910076386
50	1480	pelt	0.09245112497836531	0.0008507744910076386
50	15570	pelt	0.08	0.0008507744910076386
50	15740	pelt	0.09999999999999999	0.0008507744910076386
50	29610	pelt	0.09245112497836531	0.0008507744910076386
50	55	binary_segmentation	0.09999999999999999	0
50	15565	binary_segmentation	0.09245112497836531	0
50	15740	binary_segmentation	0.09999999999999999	0
50	15925	binary_segmentation	0.09999999999999999	0
50	16170	binary_segmentation	0.09245112497836531	0
50	16250	binary_segmentation	0.09999999999999999	0
50	16410	binary_segmentation	0.09999999999999999	0
50	16735	binary_segmentation	0.09245112497836531	0
50	17150	binary_segmentation	0.09999999999999999	0
50	26225	binary_segmentation	0.08490224995673064	0
50	35815	binary_segmentation	0.09999999999999999	0
50	35945	binary_segmentation	0.09245112497836531	0
50	35975	binary_segmentation	0.08490224995673064	0
50	36005	binary_segmentation	0.09245112497836531	0
100	60	threshold	0.09622556248918268	0.09612662242620607
100	100	threshold	0.09622556248918268	0.09612662242620607
100	130	threshold	0.09622556248918268	0.09612662242620607
100	180	threshold	0.09622556248918268	0.09612662242620607
100	210	threshold	0.09622556248918268	0.09612662242620607
100	260	threshold	0.09622556248918268	0.09612662242620607
100	300	threshold	0.09622556248918268	0.09612662242620607
100	330	threshold	0.09622556248918268	0.09612662242620607
100	400	threshold	0.09622556248918268	0.09612662242620607
100	420	threshold	0.10000000000000002	0.09612662242620607
100	450	threshold	0.09622556248918268	0.09612662242620607
100	470	threshold	0.10000000000000002	0.09612662242620607
100	500	threshold	0.09622556248918268	0.09612662242620607
100	530	threshold	0.09622556248918268	0.09612662242620607
100	590	threshold	0.09622556248918268	0.09612662242620607
100	610	threshold	0.09622556248918268	0.09612662242620607
100	720	threshold	0.09622556248918268	0.09612662242620607
100	790	threshold	0.09622556248918268	0.09612662242620607
100	820	threshold	0.09622556248918268	0.09612662242620607
100	840	threshold	0.09622556248918268	0.09612662242620607
100	870	threshold	0.09622556248918268	0.09612662242620607
100	900	threshold	0.10000000000000002	0.09612662242620607
100	920	threshold	0.10000000000000002	0.09612662242620607
100	980	threshold	0.10000000000000002	0.09612662242620607
100	1000	threshold	0.10000000000000002	0.09612662242620607
100	1030	threshold	0.09622556248918268	0.09612662242620607
100	1050	threshold	0.10000000000000002	0.09612662242620607
100	1120	threshold	0.09622556248918268	0.09612662242620607
100	1250	threshold	0.10000000000000002	0.09612662242620607
100	1320	threshold	0.09622556248918268	0.09612662242620607
100	1560	threshold	0.09622556248918268	0.09612662242620607
100	1650	threshold	0.09622556248918268	0.09612662242620607
