token_a	token_b	count_a	count_b	structural_similarity	reliability	position_similarity	left_similarity	right_similarity	position_reliability	left_reliability	right_reliability	total_evidence_weight	diagnostic_weighted_similarity	grapheme_distance	normalized_grapheme_distance	grapheme_similarity	common_prefix	common_suffix	length_difference	discovery_score
or	s	390	350	0.7587908262449526	0.9331850161618348	0.9473900984806156	0.41714965081234173	0.9118327294419004	0.987325626835407	0.9045682072862464	0.9076612143638506	2.7995550484855043	0.7645350779243509	2	1	0	0	0	1	0.7080922294528481
chol	daiin	395	848	0.720236721735486	0.9331850161618348	0.9066569922600659	0.7032857693395507	0.5507674036068415	0.987325626835407	0.9045682072862464	0.9076612143638506	2.7995550484855043	0.7255602429671633	5	1	0	0	0	1	0.6721141168130764
r	s	169	350	0.6988530464477312	0.9331850161618348	0.9149710539846702	0.35932910110793426	0.8222589842505891	0.987325626835407	0.9045682072862464	0.9076612143638506	2.7995550484855043	0.7053780347921424	1	1	0	0	0	0	0.6521591914440735
ol	y	560	305	0.6788038364455339	0.9331850161618348	0.8899982309132505	0.542992986786107	0.6034202916372442	0.987325626835407	0.9045682072862464	0.9076612143638506	2.7995550484855043	0.6849636514779611	2	1	0	0	0	1	0.633449569084141
dar	ol	323	560	0.674578885789166	0.9331850161618348	0.941954989750444	0.49762984457854953	0.5841518230385048	0.987325626835407	0.9045682072862464	0.9076612143638506	2.7995550484855043	0.6823828633818438	3	1	0	0	0	1	0.6295069084375954
ar	ol	403	560	0.6638920748133615	0.9331850161618348	0.9386285426584687	0.5757735892378254	0.47727409254379055	0.987325626835407	0.9045682072862464	0.9076612143638506	2.7995550484855043	0.6718073577819645	2	1	0	0	0	0	0.6195341365644208
chor	daiin	211	848	0.6626583020013217	0.9331850161618348	0.8913911543153574	0.5747556306999441	0.5218281209886636	0.987325626835407	0.9045682072862464	0.9076612143638506	2.7995550484855043	0.6692642631475477	5	1	0	0	0	1	0.6183827982628773
chey	ol	351	560	0.6528833498747931	0.9331850161618348	0.9506636836813019	0.6984032402718132	0.30958312567126395	0.987325626835407	0.9045682072862464	0.9076612143638506	2.7995550484855043	0.6613067248707113	4	1	0	0	0	2	0.6092609594047017
lchedy	qokar	116	159	0.6585046544057792	0.9064660692678381	0.9736476936566725	0.5639259014801931	0.4379403680804718	0.9811250155198035	0.8669005132773088	0.8713726790064024	2.7193982078035144	0.6713790678148888	6	1	0	0	0	1	0.5969121256737828
lchedy	qol	116	142	0.6556496788421006	0.897689354051992	0.9663440960004056	0.5352311220617068	0.46537381846418946	0.9790032184264116	0.8545837840731629	0.8594810596564019	2.693068062155976	0.6696577133379831	6	1	0	0	0	3	0.5885697366841612
okaiin	ol	216	560	0.6885394779857119	0.9331850161618348	0.9552421318717423	0.6038885084239082	0.5064877936614851	0.987325626835407	0.9045682072862464	0.9076612143638506	2.7995550484855043	0.6962223189736223	5	0.8333333333333334	0.16666666666666663	1	0	4	0.5354456032434649
okain	ol	141	560	0.6827717829349086	0.9229909371288142	0.9482072085520014	0.5724887971829521	0.5276193430697723	0.9849388524976078	0.8902109062063749	0.89382305268246	2.7689728113864427	0.6916500641883898	4	0.8	0.19999999999999996	1	0	3	0.5041537342209621
qokaiin	qol	265	142	0.739840714535427	0.9235648057431795	0.9756381965116514	0.6875401988611686	0.5563437482334612	0.9850724376684032	0.8910196558996151	0.89460232366152	2.7706944172295382	0.7476077206384965	5	0.7142857142857143	0.2857142857142857	2	0	4	0.48806488985771906
daiin	dol	848	109	0.6671653268340186	0.9017522705995744	0.9435569305440578	0.6111312272941798	0.4468078226638179	0.9800607836462154	0.8602352326918702	0.8649607954606378	2.7052568117987232	0.6790227825980267	4	0.8	0.19999999999999996	1	0	2	0.4812942786703068
aiin	ar	504	403	0.6714859071189366	0.9331850161618348	0.957749973725049	0.6439147281663087	0.4127930194654521	0.987325626835407	0.9045682072862464	0.9076612143638506	2.7995550484855043	0.6796623266331433	3	0.75	0.25	1	0	2	0.4699654403154219
