record_type	token_a	token_b	control	distance	value	median	p90	p95	p99	percentile
matched	chedy	qokeey	frequency_matched		0.9769494969001714					100
matched	chedy	qokeey	frequency_matched		0.9841161812020204					100
matched	chedy	qokeey	frequency_matched		0.9853030842682691					100
random_pair	chedy	qokeey	frequency_matched_random		0.9827744392300379					100
random_pair	chedy	qokeey	frequency_matched_random		0.977704184978671					100
random_pair	chedy	qokeey	frequency_matched_random		0.98976419350195					100
random_pair	chedy	qokeey	frequency_matched_random		0.9837309095327939					100
random_pair	chedy	qokeey	frequency_matched_random		0.9841472345690381					100
random_pair	chedy	qokeey	frequency_matched_random		0.9759340461213556					100
random_pair	chedy	qokeey	frequency_matched_random		0.9835595110600073					100
random_pair	chedy	qokeey	frequency_matched_random		0.9947243038159413					100
random_pair	chedy	qokeey	frequency_matched_random		0.9171828820691073					100
random_pair	chedy	qokeey	frequency_matched_random		0.9833760722545778					100
random_pair	chedy	qokeey	frequency_matched_random		0.9729873875578873					100
random_pair	chedy	qokeey	frequency_matched_random		0.9894132349739385					100
random_pair	chedy	qokeey	frequency_matched_random		0.973279338643688					100
random_pair	chedy	qokeey	frequency_matched_random		0.9966672098913346					100
random_pair	chedy	qokeey	frequency_matched_random		0.9916065856934585					100
random_pair	chedy	qokeey	frequency_matched_random		0.9882596085426665					100
random_pair	chedy	qokeey	frequency_matched_random		0.9826473097617019					100
random_pair	chedy	qokeey	frequency_matched_random		0.9736141539840286					100
random_pair	chedy	qokeey	frequency_matched_random		0.9965461465572071					100
random_pair	chedy	qokeey	frequency_matched_random		0.9772154823458161					100
random_pair	chedy	qokeey	frequency_matched_random		0.985950499353226					100
random_pair	chedy	qokeey	frequency_matched_random		0.9938054514218584					100
random_pair	chedy	qokeey	frequency_matched_random		0.9861643372798742					100
random_pair	chedy	qokeey	frequency_matched_random		0.9826310864153653					100
random_pair	chedy	qokeey	frequency_matched_random		0.9799119715695976					100
random_pair	chedy	qokeey	frequency_matched_random		0.963816130972762					100
random_pair	chedy	qokeey	frequency_matched_random		0.98336745329454					100
random_pair	chedy	qokeey	frequency_matched_random		0.977761481680329					100
random_pair	chedy	qokeey	frequency_matched_random		0.9527289181518869					100
random_pair	chedy	qokeey	frequency_matched_random		0.9921201184870728					100
random_pair	chedy	qokeey	frequency_matched_random		0.9857401881617566					100
random_pair	chedy	qokeey	frequency_matched_random		0.9791172211207428					100
