window_size	method	k	silhouette	within_cluster_dispersion	between_cluster_distance	cluster_sizes	transition_count	segment_fragmentation
50	hierarchical	2	0.04326586391555093	0.9011140510433835	0.9379348257015081	7758,38	14	7.5
50	hierarchical	3	0.03662674461592749	0.9006948050107145	0.9401666695121864	7728,38,30	26	9
50	hierarchical	4	0.026728619569367514	0.8994100943719955	0.9364152507050926	7656,38,72,30	49	12.5
50	hierarchical	5	0.019464860416250892	0.8991092328990554	0.9349876217629232	17,7639,38,72,30	62	12.6
50	hierarchical	6	0.022077483517319446	0.8997426263140703	0.934888500700154	17,7639,38,46,26,30	75	12.666666666666666
50	hierarchical	7	0.020214595534009706	0.8994059095871386	0.9344520072429883	17,7588,36,47,26,29,53	101	14.571428571428571
50	hierarchical	8	0.01925473248383331	0.899098430508675	0.9336743654924036	17,7542,35,46,26,28,53,49	125	15.75
50	hierarchical	9	0.02171219171370769	0.8988350281920826	0.9325178216050356	17,7510,35,44,26,27,52,36,49	140	15.666666666666666
50	hierarchical	10	0.02466375198129506	0.8985498693637156	0.9318003249662066	16,7474,35,44,26,29,51,36,49,36	154	15.5
50	hierarchical	11	0.02806403011365017	0.8951813404640215	0.9333737456711885	15,7202,35,41,287,24,27,46,36,47,36	213	19.454545454545453
50	hierarchical	12	0.03111050230596709	0.8947986139319586	0.9332868682742416	15,7176,31,35,41,285,24,27,46,36,44,36	224	18.75
50	hierarchical	13	0.03309058396635162	0.8947959595001034	0.9331899856287208	15,7163,31,35,41,203,97,24,27,44,36,44,36	262	20.23076923076923
50	hierarchical	14	0.03752069377828443	0.8943798697337729	0.9332614575466328	15,7135,31,30,35,41,202,97,24,27,43,36,44,36	278	19.928571428571427
50	hierarchical	15	0.040916427587476545	0.8940237426362916	0.9329743664762122	15,7099,30,29,34,35,203,97,24,27,43,36,44,36,44	288	19.266666666666666
100	hierarchical	2	0.07978127138293184	0.8458190403401135	0.9151687197905807	3875,18	2	1.5
100	hierarchical	3	0.06892557621519141	0.8450359509511772	0.9190512281563976	3857,18,18	4	1.6666666666666667
100	hierarchical	4	0.06707632130468638	0.8443610695693076	0.9164388550064698	3838,19,18,18	6	1.75
100	hierarchical	5	0.05276475842857997	0.8439678577153762	0.9080680101747667	3816,22,19,18,18	10	2.2
100	hierarchical	6	0.045487258730731964	0.8436080279264102	0.9022879601531452	3778,38,22,19,18,18	16	2.8333333333333335
100	hierarchical	7	0.04833308888852784	0.8430203541682486	0.9019639004199571	3759,38,23,19,18,18,18	18	2.7142857142857144
100	hierarchical	8	0.05045722554842033	0.8424975551675663	0.9007323519199922	3729,38,22,19,18,31,18,18	23	3
100	hierarchical	9	0.04937324914464846	0.8419890942124661	0.8995444101656824	3711,38,22,19,18,31,18,18,18	25	2.888888888888889
100	hierarchical	10	0.05122426045525887	0.8414207332649613	0.8991568569152013	3679,38,22,19,18,31,18,32,18,18	31	3.2
100	hierarchical	11	0.05103709104590784	0.8410484105298404	0.8969538703936374	3661,38,22,19,18,31,18,32,18,18,18	33	3.090909090909091
100	hierarchical	12	0.047827586739155464	0.840869530065017	0.8934917609389857	3643,38,22,19,18,31,18,32,18,18,18,18	34	2.9166666666666665
100	hierarchical	13	0.05265870928114245	0.8402579179867318	0.8938612431559563	3631,37,20,19,18,20,26,18,32,18,18,18,18	41	3.230769230769231
100	hierarchical	14	0.055368923100658635	0.8398043657079336	0.8930098704472814	3612,37,20,19,18,20,26,18,32,18,19,18,18,18	43	3.142857142857143
100	hierarchical	15	0.05966396368035267	0.8393530524151569	0.8922190063733315	3592,37,20,19,18,20,25,21,18,32,18,19,18,18,18	45	3.066666666666667
200	hierarchical	2	0.1133780123024507	0.779112031585535	0.8752277363131062	1925,17	2	1.5
200	hierarchical	3	0.09787349908893797	0.7782865834241909	0.867841857105645	1915,13,14	3	1.3333333333333333
200	hierarchical	4	0.07266695489644291	0.7777303850973538	0.8562182476488535	1898,17,13,14	5	1.5
200	hierarchical	5	0.04904091600383535	0.7773438209560265	0.846096247244628	1881,17,13,14,17	7	1.6
200	hierarchical	6	0.050142036773132066	0.7752834587873204	0.8483779934721609	1852,17,13,14,29,17	11	2
200	hierarchical	7	0.05598144995764675	0.7757779960546374	0.848275309290978	1854,17,13,14,14,13,17	10	1.5714285714285714
200	hierarchical	8	0.05292659203491226	0.7736411849033958	0.844796742780956	1823,17,13,14,14,13,31,17	12	1.625
200	hierarchical	9	0.05074402611646955	0.7732899329544487	0.8407704101692679	1812,17,13,14,14,10,14,31,17	15	1.7777777777777777
200	hierarchical	10	0.04415349156905859	0.7726854765112262	0.8398619407519867	1796,17,13,14,14,10,14,31,16,17	17	1.8
200	hierarchical	11	0.04816837214868446	0.7721316234750804	0.8386124750374122	1785,17,13,14,16,9,10,14,31,16,17	20	1.9090909090909092
200	hierarchical	12	0.05048512485359863	0.7716209519893465	0.837173650805904	1767,17,13,14,16,9,10,14,31,16,18,17	22	1.9166666666666667
200	hierarchical	13	0.04136776937707307	0.7712137355152285	0.8351742842683043	1751,17,13,14,15,9,10,14,31,16,18,17,17	22	1.7692307692307692
200	hierarchical	14	0.04312732107069173	0.7691940428346957	0.8334799796805847	1730,17,22,10,14,16,9,10,15,31,16,18,17,17	29	2.142857142857143
200	hierarchical	15	0.046604225753501656	0.7685575321146488	0.8332489761845459	1723,17,22,10,14,16,9,10,15,14,24,16,18,17,17	30	2.066666666666667
500	hierarchical	2	0.10991457556050659	0.6385955159653495	0.7189164303153726	273,498	15	8
500	hierarchical	3	0.12540365519093175	0.6231541522125604	0.7222953691438012	255,52,464	14	5
500	hierarchical	4	0.13412995962199337	0.6122635716816824	0.7218687414354038	220,41,48,462	11	3
500	hierarchical	5	0.12974095858718396	0.611170385806316	0.7218361752710722	220,37,11,41,462	12	2.6
500	hierarchical	6	0.1273134739872854	0.6056172297585675	0.7217893159581583	220,31,9,8,41,462	13	2.3333333333333335
500	hierarchical	7	0.1235953132345464	0.6050405571141128	0.7217215492630049	220,27,7,6,8,41,462	14	2.142857142857143
500	hierarchical	8	0.1036247576062871	0.6045130508898745	0.7216515123386911	219,24,7,4,6,8,41,462	15	2
500	hierarchical	9	0.10239927157386998	0.5897958333901693	0.7030179898801217	196,24,7,4,6,8,41,239,246	14	1.6666666666666667
500	hierarchical	10	0.0924825350533799	0.579496692094863	0.6992342084549111	93,109,23,7,4,6,8,41,234,246	11	1.2
500	hierarchical	11	0.08293235076208821	0.578951355286237	0.6989924629680255	93,109,23,7,4,6,8,41,226,16,238	15	1.4545454545454546
500	hierarchical	12	0.08085549965876615	0.5739736195883013	0.698337547946252	76,21,105,23,7,4,6,8,41,226,16,238	18	1.5833333333333333
500	hierarchical	13	0.09568219070725416	0.5596620234814424	0.698598850731725	75,21,105,23,7,4,6,8,40,202,56,15,209	20	1.6153846153846154
500	hierarchical	14	0.0813495257399564	0.5584934000756419	0.6985716252083217	75,21,105,23,7,4,6,8,40,202,56,7,11,206	23	1.7142857142857142
500	hierarchical	15	0.08070431992537647	0.5567953358401775	0.6986106047261833	75,21,105,23,7,4,6,8,40,197,13,49,7,11,205	24	1.6666666666666667
1000	hierarchical	2	0.14926030374697663	0.5436881762489566	0.6413152654340158	118,263	7	4
1000	hierarchical	3	0.1396371761615622	0.5274837590414987	0.6395591217313484	96,26,259	4	1.6666666666666667
1000	hierarchical	4	0.11652926496546659	0.5216337896273547	0.6390900299690426	96,11,15,259	5	1.5
1000	hierarchical	5	0.08979066066411347	0.5213014079926607	0.6384626677861966	91,8,8,15,259	6	1.4
1000	hierarchical	6	0.10759728880277436	0.5078276312794563	0.6405556821338532	91,8,8,8,17,249	7	1.3333333333333333
1000	hierarchical	7	0.08210132022780293	0.4955135067408042	0.6319180995247483	91,8,8,8,17,223,26	8	1.2857142857142858
1000	hierarchical	8	0.1137720463577275	0.4755377923117337	0.6194803225528073	89,8,8,8,17,109,117,25	7	1
1000	hierarchical	9	0.11866504446304785	0.46496984009358355	0.6194282855923582	89,8,8,8,17,99,18,109,25	8	1
1000	hierarchical	10	0.11533265723755085	0.4624982564485263	0.6192943071253071	89,8,7,5,5,16,99,18,109,25	9	1
1000	hierarchical	11	0.1472491921893544	0.4400266893819236	0.6210811042282967	89,8,7,5,5,10,17,88,18,109,25	10	1
1000	hierarchical	12	0.14678097123294206	0.44326342083924014	0.6210487521175341	89,8,7,5,3,3,9,17,88,18,109,25	11	1
1000	hierarchical	13	0.1368357951755768	0.44350760373594944	0.6209636465046754	89,8,7,5,3,2,7,5,15,88,18,109,25	12	1
1000	hierarchical	14	0.1418199731663069	0.4441985675882396	0.6208875667614095	89,8,7,5,3,1,3,5,5,15,88,18,109,25	13	1
1000	hierarchical	15	0.15959593623000934	0.42926372579398037	0.6206731219184081	89,8,7,5,3,1,3,5,5,15,88,14,18,96,24	14	1
50	k_medoids	2	0.022933347253314428	0.8902083830586371	0.9112609942916144	4018,3778	377	189
50	contiguous_segmentation	2	0.01128266905747442	0.8965927352161265	0.9069127317412997	4343,3453	1	1
50	k_medoids	3	0.03281085279063414	0.8765517651697097	0.9168194439805727	3890,2525,1381	412	137.66666666666666
50	contiguous_segmentation	3	0.015474317536740556	0.8766031116102397	0.9091858077806965	2967,1376,3453	2	1
50	k_medoids	4	0.009696441785891262	0.8788542073305632	0.9124395470447532	2393,2159,466,2778	695	174
50	contiguous_segmentation	4	0.017137803570172232	0.8724632106333181	0.9097942543599754	2087,880,1376,3453	3	1
50	k_medoids	5	0.01818548599688381	0.8725877584336229	0.9115565975970384	1581,2693,501,2406,615	713	142.8
50	contiguous_segmentation	5	0.007843741464271444	0.8722569387596872	0.9097301481982285	2056,31,880,1376,3453	4	1
50	k_medoids	6	0.011601628032084414	0.8673014647349498	0.9113001650066052	1389,1356,2547,903,254,1347	833	139
50	contiguous_segmentation	6	0.007843741464271444	0.8722569387596872	0.9097301481982285	2056,20,11,880,1376,3453	5	1
50	k_medoids	7	0.014868000527951508	0.86974279357854	0.9124697085874307	3041,784,83,189,1215,1546,938	860	123
50	contiguous_segmentation	7	0.008315584605143707	0.8711084768600291	0.9096269029869593	2056,20,11,880,1376,2760,693	6	1
50	k_medoids	8	0.00990864463570871	0.8671648181763933	0.910199676061655	1321,118,456,416,539,2807,1190,949	918	114.875
50	contiguous_segmentation	8	0.005328811669467468	0.8677407499793546	0.9090261491749243	2056,20,11,880,1376,2072,688,693	7	1
50	k_medoids	9	0.01301235792806364	0.8647141287704456	0.9091146977702853	2271,1043,2205,24,121,900,82,539,611	884	98.33333333333333
50	contiguous_segmentation	9	0.002132664911184332	0.8668486664136146	0.9090010429114508	2056,20,11,880,1376,2072,688,598,95	8	1
50	k_medoids	10	0.00934631494890618	0.8619306273513774	0.9084244131767961	2219,884,106,991,664,145,793,941,1027,26	978	97.9
50	contiguous_segmentation	10	0.0031615911077314983	0.8648926302701204	0.9089807790100196	2056,20,11,880,1376,1477,595,688,598,95	9	1
50	k_medoids	11	0.026571703500966395	0.8551860875069521	0.9121865863318404	1352,206,2912,67,435,320,45,637,1032,217,573	769	70
50	contiguous_segmentation	11	-0.005767919683414121	0.8614523791028591	0.9089001440235286	2056,20,11,880,1376,1301,176,595,688,598,95	10	1
50	k_medoids	12	0.009015472606214879	0.8560027572292023	0.9088037080525466	749,1746,1786,652,1066,62,192,63,318,384,558,220	997	83.16666666666667
50	contiguous_segmentation	12	-0.011454694803908008	0.8617405808724661	0.9077112048845604	1366,690,20,11,880,1376,1301,176,595,688,598,95	11	1
50	k_medoids	13	0.005967900130827822	0.8601967215360404	0.907223044061644	465,1005,1317,78,99,1298,396,26,565,89,1031,88,1339	1100	84.6923076923077
50	contiguous_segmentation	13	-0.01665050777548067	0.8624060573354435	0.9076052266290263	1366,545,145,20,11,880,1376,1301,176,595,688,598,95	12	1
50	k_medoids	14	0.032250991254382216	0.8556514654392116	0.9120498877943245	2873,822,276,130,1038,32,1227,51,433,211,88,25,569,21	813	58.142857142857146
50	contiguous_segmentation	14	-0.031818202950776475	0.8621389337431289	0.9070064090928035	1366,545,145,20,11,880,65,1311,1301,176,595,688,598,95	13	1
50	k_medoids	15	0.015533298458342913	0.855342096543412	0.9104510989325068	1262,253,2472,32,108,390,49,61,508,96,1029,22,293,175,1046	995	66.4
50	contiguous_segmentation	15	-0.03318911427719403	0.8620165490311078	0.905738440144561	1366,545,145,20,11,880,65,259,1052,1301,176,595,688,598,95	14	1
100	k_medoids	2	0.06856628578337935	0.820818541962882	0.881906030168892	2678,1215	57	29
100	contiguous_segmentation	2	0.018133860789990835	0.8387668402285792	0.8544684831037975	2173,1720	1	1
100	k_medoids	3	0.05014567365421167	0.8101990076893025	0.8703090120815635	796,2015,1082	135	45.333333333333336
100	contiguous_segmentation	3	0.024699651215944328	0.812165896625194	0.8584852957259157	1481,692,1720	2	1
100	k_medoids	4	0.016141924907702193	0.8139601048742819	0.8610746327014697	1590,508,682,1113	189	47.5
100	contiguous_segmentation	4	0.028786830059202573	0.8058100173933318	0.8597747566550112	1045,436,692,1720	3	1
100	k_medoids	5	0.05612043157493993	0.8084075559280078	0.8753421389842087	2189,478,239,19,968	119	24
100	contiguous_segmentation	5	0.028674097011289593	0.8051818341341529	0.8597970953568578	1023,22,436,692,1720	4	1
100	k_medoids	6	0.03558282056525762	0.8025103581471117	0.8655067946069962	18,1759,182,581,601,752	178	29.833333333333332
100	contiguous_segmentation	6	0.015579534251550257	0.8047010942804395	0.8576517386689362	679,344,22,436,692,1720	5	1
100	k_medoids	7	0.04313881598574864	0.8059076413016427	0.8695111145651162	1989,18,788,412,89,18,579	167	24
100	contiguous_segmentation	7	-0.0054457192836391164	0.8032729699593248	0.8570242229459831	679,344,22,436,692,1679,41	6	1
100	k_medoids	8	0.05035443875269721	0.8066895389035638	0.8771724213379912	2193,197,19,60,1086,127,176,35	106	13.375
100	contiguous_segmentation	8	-0.00416502732310432	0.8018010638855299	0.8565193978390061	679,344,22,436,692,1383,296,41	7	1
100	k_medoids	9	0.0287382659054475	0.7897774149278631	0.8623124144005271	377,424,797,35,348,191,1344,173,204	204	22.77777777777778
100	contiguous_segmentation	9	0.0008947418578161549	0.7967136080869435	0.8555579553207072	679,344,22,436,692,1035,348,296,41	8	1
100	k_medoids	10	0.05497770501307676	0.8015893940878328	0.874083924419661	2253,150,766,19,17,58,408,18,144,60	108	10.9
100	contiguous_segmentation	10	0.003298548162831951	0.793830342642365	0.8554957105586533	679,344,22,436,692,735,300,348,296,41	9	1
100	k_medoids	11	0.02802437240602312	0.792593504997335	0.8605739251760074	189,18,941,154,80,472,99,160,1037,725,18	253	23.09090909090909
100	contiguous_segmentation	11	-0.002669668416044631	0.7897884082387915	0.8554608017638672	679,344,22,436,692,651,84,300,348,296,41	10	1
100	k_medoids	12	0.028275526447214393	0.7948041360595933	0.8594505266770504	1222,135,18,126,17,399,18,1004,201,605,61,87	246	20.583333333333332
100	contiguous_segmentation	12	-0.002669668416044631	0.7897884082387915	0.8554608017638672	679,344,14,8,436,692,651,84,300,348,296,41	11	1
100	k_medoids	13	0.062228851586062145	0.7861336231826564	0.8651538599484045	468,1462,439,18,18,19,18,727,126,100,289,124,85	189	14.615384615384615
100	contiguous_segmentation	13	-0.009219362518711346	0.7901149720947749	0.8553420234058916	679,273,71,14,8,436,692,651,84,300,348,296,41	12	1
100	k_medoids	14	0.029355648185803922	0.7846917931878286	0.8556251706326458	750,485,102,199,324,17,86,18,18,498,285,370,671,70	273	19.571428571428573
100	contiguous_segmentation	14	-0.009219362518711346	0.7901149720947749	0.8553420234058916	679,273,71,8,6,8,436,692,651,84,300,348,296,41	13	1
100	k_medoids	15	0.054922314380375876	0.7948824346951784	0.8703233031133154	1941,180,693,19,17,46,345,18,17,37,315,99,131,18,17	155	10.4
100	contiguous_segmentation	15	-0.015322543857658553	0.7898109724654115	0.8524253002734578	679,273,71,8,6,8,436,299,393,651,84,300,348,296,41	14	1
200	k_medoids	2	0.01977092207392759	0.7723958719996926	0.788043896403861	1150,792	53	27
200	contiguous_segmentation	2	0.07302476523439978	0.7531489516866501	0.8132563599767394	739,1203	1	1
200	k_medoids	3	0.09503426249269639	0.7331760815605901	0.8221247379920257	1139,228,575	37	12.666666666666666
200	contiguous_segmentation	3	0.0369804632433513	0.7362431392257313	0.7964081038399348	739,344,859	2	1
200	k_medoids	4	0.10363055656470926	0.7312913320847925	0.8231382139435921	1120,222,584,16	37	9.5
200	contiguous_segmentation	4	0.029971574714354875	0.7290636443470231	0.7952342352892546	335,404,344,859	3	1
200	k_medoids	5	0.05329896421647677	0.7355999349369033	0.8013523434320191	742,13,13,593,581	71	14.4
200	contiguous_segmentation	5	-0.009276794686345785	0.7274543153691857	0.7944390360456821	335,404,344,841,18	4	1
200	k_medoids	6	0.08131220496673278	0.7218616924486027	0.815191822054829	1037,389,143,14,140,219	57	9.666666666666666
200	contiguous_segmentation	6	-0.008024433109471107	0.7257889379759379	0.7927812892485853	335,404,344,693,148,18	5	1
200	k_medoids	7	0.07644171525017061	0.7186158291573381	0.8091635723615743	811,524,16,398,121,36,36	64	9.285714285714286
