window_size	position	method	jump_strength	threshold
50	55	threshold	0.09999999999999999	0.09567030825817939
50	70	threshold	0.09999999999999999	0.09567030825817939
50	80	threshold	0.09999999999999999	0.09567030825817939
50	130	threshold	0.09999999999999999	0.09567030825817939
50	165	threshold	0.09999999999999999	0.09567030825817939
50	210	threshold	0.09999999999999999	0.09567030825817939
50	220	threshold	0.09999999999999999	0.09567030825817939
50	290	threshold	0.09999999999999999	0.09567030825817939
50	305	threshold	0.09999999999999999	0.09567030825817939
50	340	threshold	0.09999999999999999	0.09567030825817939
50	545	threshold	0.09999999999999999	0.09567030825817939
50	585	threshold	0.09999999999999999	0.09567030825817939
50	650	threshold	0.09999999999999999	0.09567030825817939
50	700	threshold	0.09999999999999999	0.09567030825817939
50	735	threshold	0.09999999999999999	0.09567030825817939
50	750	threshold	0.09999999999999999	0.09567030825817939
50	785	threshold	0.09999999999999999	0.09567030825817939
50	795	threshold	0.09999999999999999	0.09567030825817939
50	815	threshold	0.09999999999999999	0.09567030825817939
50	1030	threshold	0.09999999999999999	0.09567030825817939
50	1060	threshold	0.09999999999999999	0.09567030825817939
50	1135	threshold	0.09999999999999999	0.09567030825817939
50	1145	threshold	0.09999999999999999	0.09567030825817939
50	1170	threshold	0.09999999999999999	0.09567030825817939
50	1220	threshold	0.09999999999999999	0.09567030825817939
50	1365	threshold	0.09999999999999999	0.09567030825817939
50	1375	threshold	0.09999999999999999	0.09567030825817939
50	1405	threshold	0.09999999999999999	0.09567030825817939
50	1415	threshold	0.09999999999999999	0.09567030825817939
50	1600	threshold	0.09999999999999999	0.09567030825817939
50	1650	threshold	0.09999999999999999	0.09567030825817939
50	1690	threshold	0.09999999999999999	0.09567030825817939
50	1770	threshold	0.09999999999999999	0.09567030825817939
50	1975	threshold	0.09999999999999999	0.09567030825817939
50	2135	threshold	0.09999999999999999	0.09567030825817939
50	2175	threshold	0.09999999999999999	0.09567030825817939
50	2240	threshold	0.09999999999999999	0.09567030825817939
50	2275	threshold	0.09999999999999999	0.09567030825817939
50	2300	threshold	0.09999999999999999	0.09567030825817939
50	2355	threshold	0.09999999999999999	0.09567030825817939
50	2390	threshold	0.09999999999999999	0.09567030825817939
50	2420	threshold	0.09999999999999999	0.09567030825817939
50	2480	threshold	0.09999999999999999	0.09567030825817939
50	2580	threshold	0.09999999999999999	0.09567030825817939
50	2610	threshold	0.09999999999999999	0.09567030825817939
50	2665	threshold	0.09999999999999999	0.09567030825817939
50	2695	threshold	0.09999999999999999	0.09567030825817939
50	2730	threshold	0.09999999999999999	0.09567030825817939
50	2790	threshold	0.09999999999999999	0.09567030825817939
50	2870	threshold	0.09999999999999999	0.09567030825817939
50	2920	threshold	0.09999999999999999	0.09567030825817939
50	2935	threshold	0.09999999999999999	0.09567030825817939
50	2955	threshold	0.09999999999999999	0.09567030825817939
50	3055	threshold	0.09999999999999999	0.09567030825817939
50	3125	threshold	0.09999999999999999	0.09567030825817939
50	3140	threshold	0.09999999999999999	0.09567030825817939
50	3150	threshold	0.09999999999999999	0.09567030825817939
50	3190	threshold	0.09999999999999999	0.09567030825817939
50	3205	threshold	0.09999999999999999	0.09567030825817939
50	3275	threshold	0.09999999999999999	0.09567030825817939
50	3330	threshold	0.09999999999999999	0.09567030825817939
50	3350	threshold	0.09999999999999999	0.09567030825817939
50	3380	threshold	0.09999999999999999	0.09567030825817939
50	3515	threshold	0.09999999999999999	0.09567030825817939
50	3555	threshold	0.09999999999999999	0.09567030825817939
50	3615	threshold	0.09999999999999999	0.09567030825817939
50	3855	threshold	0.09999999999999999	0.09567030825817939
50	3935	threshold	0.09999999999999999	0.09567030825817939
50	3950	threshold	0.09999999999999999	0.09567030825817939
50	3965	threshold	0.09999999999999999	0.09567030825817939
50	3975	threshold	0.09999999999999999	0.09567030825817939
50	3985	threshold	0.09999999999999999	0.09567030825817939
50	4020	threshold	0.09999999999999999	0.09567030825817939
50	4035	threshold	0.09999999999999999	0.09567030825817939
50	4060	threshold	0.09999999999999999	0.09567030825817939
50	4410	threshold	0.09999999999999999	0.09567030825817939
50	4445	threshold	0.09999999999999999	0.09567030825817939
50	4470	threshold	0.1	0.09567030825817939
50	4525	threshold	0.09999999999999999	0.09567030825817939
50	4715	threshold	0.09999999999999999	0.09567030825817939
50	4755	threshold	0.09999999999999999	0.09567030825817939
50	4795	threshold	0.09999999999999999	0.09567030825817939
50	4820	threshold	0.09999999999999999	0.09567030825817939
50	4840	threshold	0.09999999999999999	0.09567030825817939
50	4855	threshold	0.09999999999999999	0.09567030825817939
50	4955	threshold	0.09999999999999999	0.09567030825817939
50	5070	threshold	0.09999999999999999	0.09567030825817939
50	5080	threshold	0.09999999999999999	0.09567030825817939
50	5125	threshold	0.09999999999999999	0.09567030825817939
50	5150	threshold	0.09999999999999999	0.09567030825817939
50	5180	threshold	0.09999999999999999	0.09567030825817939
50	5310	threshold	0.09999999999999999	0.09567030825817939
50	5325	threshold	0.09999999999999999	0.09567030825817939
50	5500	threshold	0.09999999999999999	0.09567030825817939
50	5530	threshold	0.09999999999999999	0.09567030825817939
50	5545	threshold	0.09999999999999999	0.09567030825817939
50	5555	threshold	0.09999999999999999	0.09567030825817939
