target_a	target_b	control_rank	control_a	control_b	distance	js_similarity	weighted_overlap	jaccard_support_overlap	observations_a	observations_b	reliability
or	s	1	am	qokeedy	1	0.12734625680602174	0.08700098477388077	0.0502092050209205	86	307	1
or	s	1	am	qokeedy	2	0.17947631315351065	0.1163169456859329	0.07434944237918216	86	307	1
or	s	1	am	qokeedy	3	0.2082369581645681	0.15074615559427318	0.08979591836734693	86	307	1
or	s	1	am	qokeedy	4	0.3544229318626694	0.26937353230815847	0.125	86	307	1
or	s	1	am	qokeedy	5	0.22651586318669037	0.15540489356866907	0.08984375	86	307	1
or	s	1	am	qokeedy	6	0.28152158528557747	0.21077948640254526	0.1125	86	307	1
or	s	1	am	qokeedy	7	0.2915716736681364	0.21263540640860545	0.10655737704918032	86	307	1
or	s	1	am	qokeedy	8	0.24915583111445105	0.19680327247935767	0.08835341365461848	86	307	1
or	s	1	am	qokeedy	9	0.20864152872476915	0.15169305355654875	0.078125	86	307	1
or	s	1	am	qokeedy	10	0.23563324581642753	0.17540337853192942	0.08764940239043825	86	307	1
or	s	1	am	qokeedy	11	0.19016739333261712	0.13260359063707297	0.06746031746031746	86	307	1
or	s	1	am	qokeedy	12	0.24151016673194636	0.18191803651238544	0.10204081632653061	86	307	1
or	s	1	am	qokeedy	13	0.18890700216657497	0.13771683963336112	0.07364341085271318	86	307	1
or	s	1	am	qokeedy	14	0.3117824342533423	0.22471782440724192	0.12350597609561753	86	307	1
or	s	1	am	qokeedy	15	0.24847355407241123	0.1837739565184456	0.08661417322834646	86	307	1
or	s	1	am	qokeedy	16	0.22802800966680647	0.16843420952958113	0.10196078431372549	86	307	1
or	s	1	am	qokeedy	17	0.19175632106467855	0.13400499962124085	0.08139534883720931	86	307	1
or	s	1	am	qokeedy	18	0.20035477244034228	0.12794485266267708	0.08949416342412451	86	307	1
or	s	1	am	qokeedy	19	0.24703860300055303	0.19680327247935764	0.08943089430894309	86	307	1
or	s	1	am	qokeedy	20	0.25162714844506506	0.18983410347700935	0.09523809523809523	86	307	1
or	s	2	am	qokeey	1	0.21297526329082572	0.1572608135747292	0.08032128514056225	86	307	1
or	s	2	am	qokeey	2	0.21724903207011326	0.1470343155821529	0.08695652173913043	86	307	1
or	s	2	am	qokeey	3	0.20446651786257664	0.14889023558821302	0.10040160642570281	86	307	1
or	s	2	am	qokeey	4	0.31961934381186974	0.2489205363230059	0.10861423220973783	86	307	1
or	s	2	am	qokeey	5	0.1995991106018643	0.13400499962124085	0.0842911877394636	86	307	1
or	s	2	am	qokeey	6	0.26829919831139715	0.20286341943792138	0.0996309963099631	86	307	1
or	s	2	am	qokeey	7	0.32473417978314656	0.23914854935232183	0.11740890688259109	86	307	1
or	s	2	am	qokeey	8	0.23656108153518918	0.176350276494205	0.08487084870848709	86	307	1
or	s	2	am	qokeey	9	0.243646646634884	0.16517688053935312	0.10276679841897234	86	307	1
or	s	2	am	qokeey	10	0.2025884782015963	0.1586622225588971	0.07662835249042145	86	307	1
or	s	2	am	qokeey	11	0.1761844559868394	0.12468752367244906	0.05639097744360902	86	307	1
or	s	2	am	qokeey	12	0.2535490495613454	0.1954018634951898	0.10441767068273092	86	307	1
or	s	2	am	qokeey	13	0.1994352387151873	0.1437769865919249	0.0749063670411985	86	307	1
or	s	2	am	qokeey	14	0.2730950073301682	0.19309143246723734	0.09885931558935361	86	307	1
or	s	2	am	qokeey	15	0.23096648719290447	0.17074464055753352	0.07806691449814127	86	307	1
or	s	2	am	qokeey	16	0.23049575738916284	0.16703280054541325	0.09125475285171103	86	307	1
or	s	2	am	qokeey	17	0.2073991180290652	0.1437769865919249	0.08823529411764706	86	307	1
or	s	2	am	qokeey	18	0.2604111678899024	0.1879781834709492	0.09398496240601503	86	307	1
or	s	2	am	qokeey	19	0.20889530377657028	0.15866222255889706	0.08273381294964029	86	307	1
or	s	2	am	qokeey	20	0.2796460008814845	0.2116885084463298	0.0984251968503937	86	307	1
or	s	3	ar	qotchy	1	0.10708115728921586	0.06451612903225806	0.04498269896193772	403	62	1
or	s	3	ar	qotchy	2	0.17458679150215872	0.10297766749379653	0.047619047619047616	403	62	1
or	s	3	ar	qotchy	3	0.13451779554221865	0.07816377171215881	0.040625	403	62	1
or	s	3	ar	qotchy	4	0.19305446255510395	0.11662531017369727	0.06363636363636363	403	62	1
or	s	3	ar	qotchy	5	0.16540495955455614	0.1054590570719603	0.05389221556886228	403	62	1
or	s	3	ar	qotchy	6	0.16838397807088357	0.10173697270471464	0.046583850931677016	403	62	1
or	s	3	ar	qotchy	7	0.18623583455990445	0.12158808933002482	0.06191950464396285	403	62	1
or	s	3	ar	qotchy	8	0.16110262508135986	0.11166253101736973	0.04294478527607362	403	62	1
or	s	3	ar	qotchy	9	0.11935626739538252	0.0794044665012407	0.038922155688622756	403	62	1
or	s	3	ar	qotchy	10	0.1953556339467568	0.12903225806451613	0.05379746835443038	403	62	1
or	s	3	ar	qotchy	11	0.21768356136304534	0.14143920595533502	0.07348242811501597	403	62	1
or	s	3	ar	qotchy	12	0.18048432535218306	0.11662531017369727	0.04281345565749235	403	62	1
or	s	3	ar	qotchy	13	0.22047449277834608	0.16004962779156331	0.06050955414012739	403	62	1
or	s	3	ar	qotchy	14	0.1691566790131499	0.1141439205955335	0.05521472392638037	403	62	1
or	s	3	ar	qotchy	15	0.13936601858970576	0.09553349875930521	0.04129793510324484	403	62	1
or	s	3	ar	qotchy	16	0.13365939686690076	0.07444168734491315	0.04678362573099415	403	62	1
or	s	3	ar	qotchy	17	0.1454132638518173	0.09181141439205955	0.04491017964071856	403	62	1
or	s	3	ar	qotchy	18	0.16364607142591547	0.09925558312655086	0.060240963855421686	403	62	1
or	s	3	ar	qotchy	19	0.21041621785389564	0.1327543424317618	0.06422018348623854	403	62	1
or	s	3	ar	qotchy	20	0.12604642565624302	0.06947890818858563	0.04819277108433735	403	62	1
chol	daiin	1	aiin	qotchy	1	0.13333052022875735	0.07936507936507936	0.04395604395604396	504	62	1
chol	daiin	1	aiin	qotchy	2	0.1991064285197387	0.11309523809523805	0.0549738219895288	504	62	1
chol	daiin	1	aiin	qotchy	3	0.16909826829858898	0.09549411162314389	0.04825737265415549	504	62	1
chol	daiin	1	aiin	qotchy	4	0.22209649178007507	0.13914490527393744	0.06933333333333333	504	62	1
chol	daiin	1	aiin	qotchy	5	0.14778285177168926	0.08954173067076292	0.041884816753926704	504	62	1
chol	daiin	1	aiin	qotchy	6	0.21121037691214617	0.12499999999999997	0.05945945945945946	504	62	1
chol	daiin	1	aiin	qotchy	7	0.20470671132671614	0.1349206349206349	0.056	504	62	1
chol	daiin	1	aiin	qotchy	8	0.1776377158296033	0.11930363543266767	0.04450261780104712	504	62	1
chol	daiin	1	aiin	qotchy	9	0.15280019855411253	0.08928571428571427	0.05699481865284974	504	62	1
chol	daiin	1	aiin	qotchy	10	0.2220927149632146	0.13914490527393752	0.06077348066298342	504	62	1
chol	daiin	1	aiin	qotchy	11	0.20107712537439681	0.12103174603174598	0.05929919137466307	504	62	1
chol	daiin	1	aiin	qotchy	12	0.20212528179315514	0.12327188940092164	0.046153846153846156	504	62	1
chol	daiin	1	aiin	qotchy	13	0.20914537710616654	0.14932155657962104	0.04960835509138381	504	62	1
chol	daiin	1	aiin	qotchy	14	0.1483254289370074	0.10317460317460318	0.042666666666666665	504	62	1
chol	daiin	1	aiin	qotchy	15	0.15246001016855448	0.09152585765488992	0.04580152671755725	504	62	1
chol	daiin	1	aiin	qotchy	16	0.18220448619716823	0.121031746031746	0.04639175257731959	504	62	1
chol	daiin	1	aiin	qotchy	17	0.17997866921718253	0.10317460317460317	0.04738154613466334	504	62	1
chol	daiin	1	aiin	qotchy	18	0.17712607368984357	0.11111111111111112	0.05675675675675676	504	62	1
chol	daiin	1	aiin	qotchy	19	0.2106581648151743	0.13492063492063489	0.06382978723404255	504	62	1
chol	daiin	1	aiin	qotchy	20	0.21830150949138527	0.13888888888888884	0.059895833333333336	504	62	1
chol	daiin	2	am	qokeedy	1	0.12734625680602196	0.08700098477388078	0.0502092050209205	86	307	1
chol	daiin	2	am	qokeedy	2	0.17947631315351098	0.1163169456859329	0.07434944237918216	86	307	1
chol	daiin	2	am	qokeedy	3	0.2082369581645671	0.15074615559427318	0.08979591836734693	86	307	1
chol	daiin	2	am	qokeedy	4	0.3544229318626695	0.26937353230815847	0.125	86	307	1
chol	daiin	2	am	qokeedy	5	0.22651586318669037	0.15540489356866907	0.08984375	86	307	1
chol	daiin	2	am	qokeedy	6	0.28152158528557736	0.2107794864025453	0.1125	86	307	1
chol	daiin	2	am	qokeedy	7	0.29157167366813563	0.21263540640860545	0.10655737704918032	86	307	1
chol	daiin	2	am	qokeedy	8	0.24915583111445072	0.19680327247935764	0.08835341365461848	86	307	1
chol	daiin	2	am	qokeedy	9	0.2086415287247686	0.15169305355654877	0.078125	86	307	1
chol	daiin	2	am	qokeedy	10	0.23563324581642764	0.17540337853192944	0.08764940239043825	86	307	1
chol	daiin	2	am	qokeedy	11	0.1901673933326169	0.13260359063707297	0.06746031746031746	86	307	1
chol	daiin	2	am	qokeedy	12	0.24151016673194603	0.18191803651238547	0.10204081632653061	86	307	1
chol	daiin	2	am	qokeedy	13	0.1889070021665753	0.1377168396333611	0.07364341085271318	86	307	1
chol	daiin	2	am	qokeedy	14	0.3117824342533424	0.2247178244072419	0.12350597609561753	86	307	1
chol	daiin	2	am	qokeedy	15	0.24847355407241156	0.18377395651844558	0.08661417322834646	86	307	1
chol	daiin	2	am	qokeedy	16	0.22802800966680647	0.16843420952958113	0.10196078431372549	86	307	1
chol	daiin	2	am	qokeedy	17	0.19175632106467833	0.13400499962124085	0.08139534883720931	86	307	1
chol	daiin	2	am	qokeedy	18	0.2003547724403425	0.12794485266267708	0.08949416342412451	86	307	1
chol	daiin	2	am	qokeedy	19	0.24703860300055291	0.19680327247935764	0.08943089430894309	86	307	1
chol	daiin	2	am	qokeedy	20	0.25162714844506495	0.18983410347700935	0.09523809523809523	86	307	1
chol	daiin	3	aiin	sor	1	0.18909692173059844	0.11286181139122314	0.05475504322766571	504	51	1
chol	daiin	3	aiin	sor	2	0.22086656047159914	0.15032679738562088	0.052770448548812667	504	51	1
chol	daiin	3	aiin	sor	3	0.20341570449432278	0.12476657329598502	0.06301369863013699	504	51	1
chol	daiin	3	aiin	sor	4	0.25198428816257634	0.16246498599439774	0.06486486486486487	504	51	1
chol	daiin	3	aiin	sor	5	0.21935503076874208	0.13690476190476186	0.06027397260273973	504	51	1
chol	daiin	3	aiin	sor	6	0.26287825098884343	0.17460317460317457	0.06060606060606061	504	51	1
chol	daiin	3	aiin	sor	7	0.2615469938798647	0.16421568627450972	0.07799442896935933	504	51	1
chol	daiin	3	aiin	sor	8	0.2202645715538314	0.15429505135387483	0.04904632152588556	504	51	1
chol	daiin	3	aiin	sor	9	0.21849720080715374	0.1386554621848739	0.06702412868632708	504	51	1
chol	daiin	3	aiin	sor	10	0.18842008959769108	0.13492063492063494	0.03825136612021858	504	51	1
chol	daiin	3	aiin	sor	11	0.19921554469820546	0.11904761904761904	0.06077348066298342	504	51	1
chol	daiin	3	aiin	sor	12	0.26657238943382167	0.16795051353874882	0.0748663101604278	504	51	1
chol	daiin	3	aiin	sor	13	0.2796910482631747	0.1723856209150326	0.07967032967032966	504	51	1
chol	daiin	3	aiin	sor	14	0.1337300921838136	0.07913165266106442	0.04120879120879121	504	51	1
chol	daiin	3	aiin	sor	15	0.1403278404477648	0.08905228758169931	0.038860103626943004	504	51	1
chol	daiin	3	aiin	sor	16	0.20763832296874385	0.132703081232493	0.047493403693931395	504	51	1
chol	daiin	3	aiin	sor	17	0.21328496507003802	0.13095238095238093	0.05102040816326531	504	51	1
chol	daiin	3	aiin	sor	18	0.18726498416415804	0.11484593837535012	0.05234159779614325	504	51	1
chol	daiin	3	aiin	sor	19	0.14475948305306996	0.09302054154995332	0.042328042328042326	504	51	1
chol	daiin	3	aiin	sor	20	0.2022219784951539	0.13643790849673199	0.05235602094240838	504	51	1
r	s	1	am	qokeedy	1	0.12734625680602174	0.08700098477388077	0.0502092050209205	86	307	1
r	s	1	am	qokeedy	2	0.17947631315350987	0.1163169456859329	0.07434944237918216	86	307	1
r	s	1	am	qokeedy	3	0.20823695816456733	0.15074615559427315	0.08979591836734693	86	307	1
r	s	1	am	qokeedy	4	0.3544229318626695	0.2693735323081585	0.125	86	307	1
r	s	1	am	qokeedy	5	0.22651586318669048	0.15540489356866904	0.08984375	86	307	1
r	s	1	am	qokeedy	6	0.281521585285578	0.21077948640254532	0.1125	86	307	1
r	s	1	am	qokeedy	7	0.29157167366813586	0.21263540640860543	0.10655737704918032	86	307	1
r	s	1	am	qokeedy	8	0.24915583111445117	0.19680327247935764	0.08835341365461848	86	307	1
r	s	1	am	qokeedy	9	0.20864152872476915	0.15169305355654877	0.078125	86	307	1
r	s	1	am	qokeedy	10	0.23563324581642775	0.17540337853192944	0.08764940239043825	86	307	1
r	s	1	am	qokeedy	11	0.19016739333261712	0.13260359063707294	0.06746031746031746	86	307	1
r	s	1	am	qokeedy	12	0.2415101667319468	0.18191803651238544	0.10204081632653061	86	307	1
r	s	1	am	qokeedy	13	0.18890700216657497	0.13771683963336112	0.07364341085271318	86	307	1
r	s	1	am	qokeedy	14	0.31178243425334273	0.22471782440724186	0.12350597609561753	86	307	1
r	s	1	am	qokeedy	15	0.24847355407241145	0.18377395651844558	0.08661417322834646	86	307	1
r	s	1	am	qokeedy	16	0.22802800966680614	0.16843420952958113	0.10196078431372549	86	307	1
r	s	1	am	qokeedy	17	0.19175632106467744	0.13400499962124082	0.08139534883720931	86	307	1
r	s	1	am	qokeedy	18	0.2003547724403414	0.1279448526626771	0.08949416342412451	86	307	1
r	s	1	am	qokeedy	19	0.2470386030005527	0.19680327247935764	0.08943089430894309	86	307	1
r	s	1	am	qokeedy	20	0.25162714844506473	0.18983410347700935	0.09523809523809523	86	307	1
r	s	2	am	qokeey	1	0.2129752632908264	0.1572608135747292	0.08032128514056225	86	307	1
r	s	2	am	qokeey	2	0.21724903207011315	0.14703431558215288	0.08695652173913043	86	307	1
r	s	2	am	qokeey	3	0.20446651786257686	0.14889023558821304	0.10040160642570281	86	307	1
r	s	2	am	qokeey	4	0.3196193438118695	0.24892053632300587	0.10861423220973783	86	307	1
r	s	2	am	qokeey	5	0.19959911060186486	0.13400499962124082	0.0842911877394636	86	307	1
r	s	2	am	qokeey	6	0.26829919831139715	0.2028634194379214	0.0996309963099631	86	307	1
r	s	2	am	qokeey	7	0.3247341797831458	0.23914854935232183	0.11740890688259109	86	307	1
r	s	2	am	qokeey	8	0.2365610815351893	0.176350276494205	0.08487084870848709	86	307	1
r	s	2	am	qokeey	9	0.24364664663488467	0.16517688053935312	0.10276679841897234	86	307	1
r	s	2	am	qokeey	10	0.20258847820159565	0.15866222255889706	0.07662835249042145	86	307	1
r	s	2	am	qokeey	11	0.1761844559868394	0.12468752367244908	0.05639097744360902	86	307	1
r	s	2	am	qokeey	12	0.2535490495613455	0.1954018634951898	0.10441767068273092	86	307	1
r	s	2	am	qokeey	13	0.19943523871518687	0.1437769865919249	0.0749063670411985	86	307	1
r	s	2	am	qokeey	14	0.27309500733016834	0.19309143246723737	0.09885931558935361	86	307	1
r	s	2	am	qokeey	15	0.23096648719290402	0.17074464055753355	0.07806691449814127	86	307	1
r	s	2	am	qokeey	16	0.2304957573891635	0.16703280054541325	0.09125475285171103	86	307	1
r	s	2	am	qokeey	17	0.2073991180290652	0.14377698659192487	0.08823529411764706	86	307	1
r	s	2	am	qokeey	18	0.26041116788990204	0.18797818347094922	0.09398496240601503	86	307	1
r	s	2	am	qokeey	19	0.20889530377657106	0.15866222255889706	0.08273381294964029	86	307	1
r	s	2	am	qokeey	20	0.27964600088148506	0.21168850844632986	0.0984251968503937	86	307	1
r	s	3	am	qokedy	1	0.1910128949068155	0.13270980788675427	0.08490566037735849	86	276	1
r	s	3	am	qokedy	2	0.12905262019895147	0.07684529828109203	0.06854838709677419	86	276	1
r	s	3	am	qokedy	3	0.2227676714771587	0.158072126727334	0.1059322033898305	86	276	1
r	s	3	am	qokedy	4	0.3507501755087836	0.2554769127064374	0.14691943127962084	86	276	1
r	s	3	am	qokedy	5	0.22260102374552126	0.1508257499157398	0.1037344398340249	86	276	1
r	s	3	am	qokedy	6	0.21682101357962613	0.15006740815638692	0.08677685950413223	86	276	1
r	s	3	am	qokedy	7	0.316206078466324	0.22404785979103464	0.11764705882352941	86	276	1
r	s	3	am	qokedy	8	0.24339593135928983	0.1862992922143579	0.1016949152542373	86	276	1
r	s	3	am	qokedy	9	0.23981703374738694	0.18284462419952807	0.09504132231404959	86	276	1
r	s	3	am	qokedy	10	0.22447992110831838	0.15234243343444556	0.1038961038961039	86	276	1
r	s	3	am	qokedy	11	0.18044281663694683	0.13860802157061003	0.05439330543933055	86	276	1
r	s	3	am	qokedy	12	0.2159837915574192	0.15082574991573983	0.0931174089068826	86	276	1
r	s	3	am	qokedy	13	0.1899082788173363	0.1319514661274014	0.08641975308641975	86	276	1
r	s	3	am	qokedy	14	0.31086387171888985	0.2291877317155375	0.12831858407079647	86	276	1
r	s	3	am	qokedy	15	0.2413877584301113	0.18056959892146948	0.09417040358744394	86	276	1
r	s	3	am	qokedy	16	0.20001251941300313	0.1327098078867543	0.08943089430894309	86	276	1
r	s	3	am	qokedy	17	0.18703136193314618	0.1384395011796427	0.07916666666666666	86	276	1
r	s	3	am	qokedy	18	0.20568258082820456	0.1327098078867543	0.09130434782608696	86	276	1
r	s	3	am	qokedy	19	0.19347544281151818	0.14357937310414556	0.08016877637130802	86	276	1
r	s	3	am	qokedy	20	0.22643254257666567	0.1653185035389282	0.09649122807017543	86	276	1
