token	direction	global_count	eligible_blocks	joint_classes	pairwise_js_mean	pairwise_js_median	pairwise_js_min	pairwise_js_sd	lobo_median_correlation	lobo_mean_correlation	lobo_median_spearman	sign_agreement	permutation_p	sign_permutation_p	entropy_effect	entropy_sign_consistency	entropy_permutation_p	entropy_status	replicated
x000052	outgoing	405	44	4	0.9980334496	0.9981899494	0.9958011709	0.0008100486145	0.6518606732	0.6475952875	0.4465641808	0.8535515931	0.000999000999	0.6563436563	0.4556748211	1	0.000999000999	REPRODUCIBLY_BROAD	false
x000053	outgoing	342	38	4	0.9982067523	0.9981957177	0.9958011709	0.0009198054371	0.6424556029	0.6416104238	0.4394901895	0.8365628702	0.000999000999	0.05694305694	0.4470672286	1	0.01698301698	REPRODUCIBLY_BROAD	false
x000054	outgoing	237	21	4	0.9987196893	0.9987902444	0.9969917503	0.0007027499343	0.6431434363	0.6496855905	0.4484863007	0.8670953912	0.1058941059	0.2607392607	0.4485511172	1	0.001998001998	REPRODUCIBLY_BROAD	false
x000055	outgoing	107	2	2	0.9993958416	0.9993958416	0.9993958416	0	0.5130026752	0.5130026752	0.3858565149	0.8681672026	0.000999000999	0.000999000999	0.5062465715	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x000545	outgoing	61	2	2	0.997005099	0.997005099	0.997005099	0	0.388186086	0.388186086	0.2948876997	0.8344051447	0.000999000999	0.000999000999	0.4386071367	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x000712	outgoing	469	48	4	0.994387411	0.9946313168	0.9877127094	0.001710217942	0.6367788102	0.6345370645	0.4328197942	0.8500468917	0.7432567433	0.8571428571	0.4553185006	1	0.007992007992	REPRODUCIBLY_BROAD	false
x000713	outgoing	377	41	4	0.9948754362	0.9952136736	0.9867948256	0.001730928692	0.6398871701	0.6386984096	0.4463725913	0.8489922359	0.3696303696	0.4835164835	0.4522603165	1	0.98001998	INSUFFICIENT_SUPPORT	false
x000714	outgoing	224	15	4	0.9957245791	0.9958011709	0.9935681128	0.001146444655	0.641026202	0.6340044011	0.4298284519	0.8459807074	0.4875124875	0.2907092907	0.4928225611	1	0.5764235764	INSUFFICIENT_SUPPORT	false
x000715	outgoing	117	1	1	0	0	1	0	0	0	0	0.1286173633	0.000999000999	0.000999000999	0.4548048745	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x000944	outgoing	55	1	1	0	0	1	0	0	0	0	0.1012861736	0.000999000999	0.000999000999	0.390810704	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x001052	outgoing	132	2	2	0.9946181389	0.9946181389	0.9946181389	0	0.4105363155	0.4105363155	0.3214509121	0.8392282958	0.000999000999	0.000999000999	0.4835803268	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x001168	outgoing	153	11	4	0.9953497755	0.9953444517	0.9917488453	0.001687567729	0.6197624334	0.6208338015	0.4505931209	0.873428822	0.987012987	0.7022977023	0.4700710838	1	0.993006993	INSUFFICIENT_SUPPORT	false
x001169	outgoing	99	1	1	0	0	1	0	0	0	0	0.1077170418	0.000999000999	0.000999000999	0.4684456247	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x001488	outgoing	107	5	3	0.9974088119	0.9975949148	0.9953317971	0.001175720596	0.5776922077	0.5864745997	0.4059517376	0.8414790997	0.6393606394	0.6273726274	0.4420461676	1	0.8821178821	INSUFFICIENT_SUPPORT	false
x001489	outgoing	82	2	2	0.9969917503	0.9969917503	0.9969917503	0	0.4610686308	0.4610686308	0.3614002462	0.7266881029	0.000999000999	0.000999000999	0.4649899442	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x001490	outgoing	50	1	1	0	0	1	0	0	0	0	0.1366559486	0.000999000999	0.000999000999	0.4420461676	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x001598	outgoing	31	1	1	0	0	1	0	0	0	0	0.1720257235	0.000999000999	0.000999000999	0.4987602147	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x002536	outgoing	100	3	2	0.9936713567	0.993560945	0.9929761767	0.000756453566	0.5071726993	0.4938034905	0.3875388339	0.7979635584	0.962037962	0.7692307692	0.4336343939	1	0.998001998	INSUFFICIENT_SUPPORT	false
x002537	outgoing	89	2	1	0.9940343566	0.9940343566	0.9940343566	0	0.4055856346	0.4055856346	0.3144314734	0.8392282958	0.000999000999	0.000999000999	0.4401985059	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x005588	outgoing	51	1	1	0	0	1	0	0	0	0	0.1254019293	0.000999000999	0.000999000999	0.4648469289	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x007412	outgoing	115	4	3	0.9944013495	0.994401572	0.9923965112	0.001789991933	0.5928240882	0.5882048139	0.4516263029	0.8713826367	0.96003996	0.958041958	0.472543484	1	0.998001998	INSUFFICIENT_SUPPORT	false
x007413	outgoing	93	1	1	0	0	1	0	0	0	0	0.154340836	0.000999000999	0.000999000999	0.4106919916	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x007640	outgoing	69	1	1	0	0	1	0	0	0	0	0.1398713826	0.000999000999	0.000999000999	0.4678669938	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008448	outgoing	139	5	2	0.9949268469	0.9950050415	0.9923965112	0.001891765295	0.5888083838	0.5860769477	0.3900498547	0.8504823151	0.8541458541	0.2287712288	0.5001062684	1	0.2247752248	INSUFFICIENT_SUPPORT	false
x008449	outgoing	106	2	2	0.9947459516	0.9947459516	0.9947459516	0	0.4738962082	0.4738962082	0.3648959735	0.8376205788	0.000999000999	0.000999000999	0.4743514154	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008450	outgoing	80	1	1	0	0	1	0	0	0	0	0.1639871383	0.000999000999	0.000999000999	0.5091888922	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008688	outgoing	139	7	3	0.9960295453	0.9958011709	0.9935669111	0.001306321052	0.5827395416	0.592808687	0.408219647	0.8890675241	0.3806193806	0.2917082917	0.4308660962	1	0.3196803197	INSUFFICIENT_SUPPORT	false
x008689	outgoing	111	1	1	0	0	1	0	0	0	0	0.1672025723	0.000999000999	0.000999000999	0.5006434592	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008704	outgoing	265	25	4	0.9952074432	0.995238667	0.9907990707	0.001472827495	0.6561013576	0.6552633768	0.4476385171	0.8609646302	0.08791208791	0.7552447552	0.4605140636	1	0.1438561439	INSUFFICIENT_SUPPORT	false
x008705	outgoing	175	13	4	0.9952102335	0.9952354036	0.9917622461	0.001279027799	0.6473429237	0.6463048445	0.4306014418	0.8606232995	0.2417582418	0.6353646354	0.4619293402	1	0.8181818182	INSUFFICIENT_SUPPORT	false
x008706	outgoing	116	3	2	0.9979935273	0.9981899494	0.9975949148	0.0003452206323	0.6081054748	0.6014772399	0.4558052105	0.8628081458	0.2757242757	0.9050949051	0.485440995	1	0.07392607393	INSUFFICIENT_SUPPORT	false
x008707	outgoing	89	2	2	0.9958011709	0.9958011709	0.9958011709	0	0.4966203842	0.4966203842	0.3904018736	0.8440514469	0.000999000999	0.000999000999	0.4688278145	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008836	outgoing	49	2	2	0.9959312927	0.9959312927	0.9959312927	0	0.4316883989	0.4316883989	0.3294790535	0.847266881	0.000999000999	0.000999000999	0.4578634903	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008837	outgoing	34	1	1	0	0	1	0	0	0	0	0.152733119	0.000999000999	0.000999000999	0.4339688264	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008916	outgoing	88	3	2	0.9948386206	0.9946482328	0.994053155	0.0008959615035	0.5544232951	0.5345896361	0.3904373868	0.8156484459	0.953046953	0.9280719281	0.5129945728	1	0.977022977	INSUFFICIENT_SUPPORT	false
x008919	outgoing	21	1	1	0	0	1	0	0	0	0	0.1832797428	0.000999000999	0.000999000999	0.5357867208	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008944	outgoing	190	14	4	0.9980065796	0.9981899494	0.9952136736	0.001072336576	0.6483095173	0.6467156678	0.4449782192	0.8670188333	0.001998001998	0.4885114885	0.4852177862	1	0.005994005994	REPRODUCIBLY_BROAD	false
x008945	outgoing	167	12	4	0.9976409477	0.9975949148	0.9958011709	0.0008759313843	0.6505266142	0.647568496	0.4446407659	0.8861200429	0.000999000999	0.3556443556	0.4865887131	1	0.03596403596	REPRODUCIBLY_BROAD	false
x008946	outgoing	79	1	1	0	0	1	0	0	0	0	0.1832797428	0.000999000999	0.000999000999	0.5418614283	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008996	outgoing	59	2	2	0.9969917503	0.9969917503	0.9969917503	0	0.4077328662	0.4077328662	0.3270812756	0.8440514469	0.000999000999	0.000999000999	0.4257595693	1	0.000999000999	INSUFFICIENT_SUPPORT	false
