token	block	direction	conditional_entropy	effective_successor_predecessor_count	baseline_entropy	entropy_effect	eligible
x000052	G0/generic#0	outgoing	6.426795723	618.1899192	5.980622334	0.4461733884	true
x000714	G0/generic#0	outgoing	6.428820541	619.4429094	5.980622334	0.4481982064	true
x008704	G0/generic#0	outgoing	6.416635082	611.9405164	5.980622334	0.4360127479	true
x008944	G0/generic#0	outgoing	6.428820541	619.4429094	5.980622334	0.4481982064	true
x008945	G0/generic#0	outgoing	6.430868579	620.7128518	5.980622334	0.450246244	true
x009248	G0/generic#0	outgoing	6.41512047	611.0143655	5.980622334	0.4344981359	true
x009249	G0/generic#0	outgoing	6.422483528	615.5299035	5.980622334	0.441861194	true
x009250	G0/generic#0	outgoing	6.428820541	619.4429094	5.980622334	0.4481982064	true
x012120	G0/generic#0	outgoing	6.430868579	620.7128518	5.980622334	0.450246244	true
x012697	G0/generic#0	outgoing	6.424793871	616.9536324	5.980622334	0.4441715365	true
x018928	G0/generic#0	outgoing	6.420511704	614.3173824	5.980622334	0.4398893695	true
x018929	G0/generic#0	outgoing	6.428820541	619.4429094	5.980622334	0.4481982064	true
x018930	G0/generic#0	outgoing	6.426795723	618.1899192	5.980622334	0.4461733884	true
x018931	G0/generic#0	outgoing	6.432940093	622	5.980622334	0.4523177582	true
x019268	G0/generic#0	outgoing	6.426795723	618.1899192	5.980622334	0.4461733884	true
x000052	G0/generic#0	incoming	6.420858069	614.5301974	5.980622334	0.4402357348	true
x008945	G0/generic#0	incoming	6.422814735	615.733805	5.980622334	0.4421924009	true
x009248	G0/generic#0	incoming	6.418923629	613.3425747	5.980622334	0.4383012948	true
x009250	G0/generic#0	incoming	6.422814735	615.733805	5.980622334	0.4421924009	true
x018928	G0/generic#0	incoming	6.418923629	613.3425747	5.980622334	0.4383012948	true
x018929	G0/generic#0	incoming	6.420858069	614.5301974	5.980622334	0.4402357348	true
x018930	G0/generic#0	incoming	6.412846227	609.626349	5.980622334	0.4322238925	true
x000053	G1/generic#0	outgoing	6.426795723	618.1899192	5.969265208	0.4575305146	true
x000712	G1/generic#0	outgoing	6.424793871	616.9536324	5.969265208	0.4555286628	true
x008705	G1/generic#0	outgoing	6.428820541	619.4429094	5.969265208	0.4595553326	true
x009248	G1/generic#0	outgoing	6.422814735	615.733805	5.969265208	0.4535495272	true
x009249	G1/generic#0	outgoing	6.426795723	618.1899192	5.969265208	0.4575305146	true
x009250	G1/generic#0	outgoing	6.428820541	619.4429094	5.969265208	0.4595553326	true
x009436	G1/generic#0	outgoing	6.424793871	616.9536324	5.969265208	0.4555286628	true
x009437	G1/generic#0	outgoing	6.422483528	615.5299035	5.969265208	0.4532183202	true
x009968	G1/generic#0	outgoing	6.424793871	616.9536324	5.969265208	0.4555286628	true
x010009	G1/generic#0	outgoing	6.424793871	616.9536324	5.969265208	0.4555286628	true
x012121	G1/generic#0	outgoing	6.424793871	616.9536324	5.969265208	0.4555286628	true
x012696	G1/generic#0	outgoing	6.424793871	616.9536324	5.969265208	0.4555286628	true
x012697	G1/generic#0	outgoing	6.422814735	615.733805	5.969265208	0.4535495272	true
x012698	G1/generic#0	outgoing	6.430868579	620.7128518	5.969265208	0.4616033703	true
x018928	G1/generic#0	outgoing	6.432940093	622	5.969265208	0.4636748845	true
x018929	G1/generic#0	outgoing	6.418562303	613.1209979	5.969265208	0.4492970948	true
x018930	G1/generic#0	outgoing	6.432940093	622	5.969265208	0.4636748845	true
x018931	G1/generic#0	outgoing	6.426795723	618.1899192	5.969265208	0.4575305146	true
x019268	G1/generic#0	outgoing	6.422814735	615.733805	5.969265208	0.4535495272	true
x000053	G1/generic#0	incoming	6.420858069	614.5301974	5.969265208	0.4515928611	true
x018928	G1/generic#0	incoming	6.411403376	608.7473833	5.969265208	0.4421381677	true
x018929	G1/generic#0	incoming	6.409143258	607.3730961	5.969265208	0.4398780499	true
x000052	G2/generic#0	outgoing	6.426795723	618.1899192	5.917383791	0.5094119323	true
x000054	G2/generic#0	outgoing	6.428820541	619.4429094	5.917383791	0.5114367503	true
x000712	G2/generic#0	outgoing	6.422814735	615.733805	5.917383791	0.5054309449	true
x008688	G2/generic#0	outgoing	6.422814735	615.733805	5.917383791	0.5054309449	true
x009248	G2/generic#0	outgoing	6.422814735	615.733805	5.917383791	0.5054309449	true
x009249	G2/generic#0	outgoing	6.420858069	614.5301974	5.917383791	0.5034742787	true
x009436	G2/generic#0	outgoing	6.420511704	614.3173824	5.917383791	0.5031279135	true
x009968	G2/generic#0	outgoing	6.428820541	619.4429094	5.917383791	0.5114367503	true
x009970	G2/generic#0	outgoing	6.424793871	616.9536324	5.917383791	0.5074100805	true
x010008	G2/generic#0	outgoing	6.418562303	613.1209979	5.917383791	0.5011785124	true
x010009	G2/generic#0	outgoing	6.420511704	614.3173824	5.917383791	0.5031279135	true
x012120	G2/generic#0	outgoing	6.432940093	622	5.917383791	0.5155563022	true
x012696	G2/generic#0	outgoing	6.426795723	618.1899192	5.917383791	0.5094119323	true
x012697	G2/generic#0	outgoing	6.420511704	614.3173824	5.917383791	0.5031279135	true
