block	currier	hand	joint_class	source	target	source_count	target_count	edge_count	opportunities	block_tokens	p_target_given_source	p_target_baseline	enrichment	log2_enrichment	sign
G0/generic#0	G0	generic	G0/generic	x000052	x001848	7	1	1	7	648	0.004716981132	0.001564129301	3.01572327	1.59250405	preferred
G2/generic#0	G2	generic	G2/generic	x000052	x001848	11	1	0	11	676	0.001552795031	0.001519756839	1.02173913	0.03102689562	preferred
G3/generic#0	G3	generic	G3/generic	x000052	x001848	6	0	0	6	619	0.001577287066	0.0005376344086	2.933753943	1.552747876	preferred
G0/generic#1	G0	generic	G0/generic	x000052	x001848	7	0	0	7	667	0.001572327044	0.0005112474438	3.075471698	1.6208077	preferred
G0/generic#2	G0	generic	G0/generic	x000052	x001848	10	0	0	10	745	0.001557632399	0.0004734848485	3.289719626	1.717964632	preferred
G1/generic#2	G1	generic	G1/generic	x000052	x001848	9	0	0	9	681	0.0015625	0.0005040322581	3.1	1.632268215	preferred
G2/generic#2	G2	generic	G2/generic	x000052	x001848	9	0	0	9	685	0.0015625	0.0005020080321	3.1125	1.638073837	preferred
G3/generic#2	G3	generic	G3/generic	x000052	x001848	7	0	0	7	719	0.001572327044	0.0004854368932	3.238993711	1.695545667	preferred
G0/generic#3	G0	generic	G0/generic	x000052	x001848	10	0	0	10	812	0.001557632399	0.0004452359751	3.498442368	1.806712725	preferred
G1/generic#3	G1	generic	G1/generic	x000052	x001848	7	0	0	7	814	0.001572327044	0.0004444444444	3.537735849	1.822826331	preferred
G2/generic#3	G2	generic	G2/generic	x000052	x001848	9	0	0	9	719	0.0015625	0.0004854368932	3.21875	1.686500527	preferred
G3/generic#3	G3	generic	G3/generic	x000052	x001848	5	0	0	5	661	0.001582278481	0.0005144032922	3.075949367	1.621031755	preferred
G0/generic#4	G0	generic	G0/generic	x000052	x001848	6	0	0	6	684	0.001577287066	0.0005025125628	3.138801262	1.650213685	preferred
G2/generic#4	G2	generic	G2/generic	x000052	x001848	10	0	0	10	636	0.001557632399	0.0005279831045	2.950155763	1.560791128	preferred
G3/generic#4	G3	generic	G3/generic	x000052	x001848	5	0	0	5	636	0.001582278481	0.0005279831045	2.996835443	1.583439867	preferred
G1/generic#5	G1	generic	G1/generic	x000052	x001848	8	0	0	8	607	0.001567398119	0.0005446623094	2.877742947	1.52493773	preferred
G2/generic#5	G2	generic	G2/generic	x000052	x001848	7	0	0	7	640	0.001572327044	0.0005257623554	2.990566038	1.580418576	preferred
G3/generic#5	G3	generic	G3/generic	x000052	x001848	6	0	0	6	601	0.001577287066	0.000548245614	2.876971609	1.524550984	preferred
G0/generic#6	G0	generic	G0/generic	x000052	x001848	11	0	0	11	744	0.001552795031	0.0004739336493	3.276397516	1.712110405	preferred
G1/generic#6	G1	generic	G1/generic	x000052	x001848	7	0	0	7	676	0.001572327044	0.000506585613	3.103773585	1.634023319	preferred
G3/generic#6	G3	generic	G3/generic	x000052	x001848	9	1	0	9	592	0.0015625	0.001661129568	0.940625	-0.08830841813	depleted
G1/generic#7	G1	generic	G1/generic	x000052	x001848	9	0	0	9	710	0.0015625	0.0004897159647	3.190625	1.673839056	preferred
