source	target	global_count	eligible_blocks	positive_blocks	negative_blocks	neutral_blocks	joint_classes	currier_classes	hands	joint_class_ids	currier_ids	hand_ids	median_log2_enrichment	mean_log2_enrichment	between_block_sd	sign	sign_consistency	tested_blocks	successful_sign_predictions	transfer_fraction	empirical_p	fdr_q	permutations	max_block_observation_fraction	max_block_effect_weight_fraction	status
x000052	x001848	2	44	42	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.633145767	1.465868404	0.5945449945	preferred	0.9545454545	44	42	0.9545454545	0.01498501499	0.1583455914	1000	0.5	0.02878561717	EXPECTED_FROM_NULL
x000052	x001850	1	44	43	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.620919728	1.446595747	0.5532020957	preferred	0.9772727273	44	43	0.9772727273	1	1	1000	1	0.02989975903	EXPECTED_FROM_NULL
x000052	x002004	1	44	42	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.626649985	1.454835976	0.6020557116	preferred	0.9545454545	44	42	0.9545454545	1	1	1000	0	0.02887532912	EXPECTED_FROM_NULL
x000052	x002364	1	44	38	6	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.597840213	1.188457072	0.8795410853	preferred	0.8636363636	44	38	0.8636363636	1	1	1000	1	0.03253590637	EXPECTED_FROM_NULL
x000052	x004652	1	44	42	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.607291881	1.393824654	0.6157316587	preferred	0.9545454545	44	42	0.9545454545	1	1	1000	1	0.03033936568	EXPECTED_FROM_NULL
x000052	x004654	1	44	41	3	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.607291881	1.321780904	0.6871380996	preferred	0.9318181818	44	41	0.9318181818	0.1038961039	0.3246299684	1000	1	0.03189914365	EXPECTED_FROM_NULL
x000052	x006712	2	44	38	6	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.607291881	1.269009811	0.7649992111	preferred	0.8636363636	44	38	0.8636363636	0.07592407592	0.2783882784	1000	1	0.03260665698	EXPECTED_FROM_NULL
x000052	x007532	1	44	41	3	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.595575384	1.332544572	0.7287786457	preferred	0.9318181818	44	41	0.9318181818	1	1	1000	1	0.03036599541	EXPECTED_FROM_NULL
x000052	x008133	1	44	37	7	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.620919728	1.274726601	0.7644343325	preferred	0.8409090909	44	37	0.8409090909	1	1	1000	1	0.03260721362	EXPECTED_FROM_NULL
x000052	x008224	5	44	41	3	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.593284379	1.230464497	0.7204354196	preferred	0.9318181818	44	41	0.9318181818	9.9990001e-05	0.008132520081	10000	0.25	0.03515314238	BACKBONE_PREFERRED
x000052	x008225	1	44	41	3	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.581929221	1.216238718	0.7592811782	preferred	0.9318181818	44	41	0.9318181818	0.1028971029	0.3233908948	1000	1	0.0327729014	EXPECTED_FROM_NULL
