window_size	method	k	silhouette	within_cluster_dispersion	between_cluster_distance	cluster_sizes	transition_count	segment_fragmentation
50	hierarchical	2	0.027386816768255717	0.949727172853589	0.9719824685918768	8707,26	10	5.5
50	hierarchical	3	0.01815168120371178	0.9495423453785895	0.969962674356972	8660,47,26	30	10.333333333333334
50	hierarchical	4	0.010402327859365694	0.9494488121850447	0.966230261942554	8542,118,47,26	122	30.75
50	hierarchical	5	0.008703638240358273	0.9493479051502065	0.9645076914150718	8458,116,47,26,86	182	36.6
50	hierarchical	6	0.008892910783218709	0.9492439111261356	0.9635035174492323	8397,115,47,63,26,85	226	37.833333333333336
50	hierarchical	7	0.011129409486169379	0.9490734923188617	0.9638631840007942	8361,113,47,40,63,26,83	255	36.57142857142857
50	hierarchical	8	0.013448166149433019	0.9489740774477675	0.9631252453980452	8268,112,47,38,63,26,84,95	309	38.75
50	hierarchical	9	0.015180177624826112	0.9489051175217748	0.9621964889764097	8171,111,47,39,57,26,106,83,93	382	42.55555555555556
50	hierarchical	10	0.01923504885221596	0.948762734307282	0.9622220681668063	8100,111,46,40,57,26,75,102,83,93	419	42
50	hierarchical	11	0.022505734043086364	0.9486315207152366	0.962118554856703	8012,111,45,38,59,26,91,73,100,82,96	491	44.72727272727273
50	hierarchical	12	0.025373675938366855	0.9485258151141789	0.9618040826241246	7925,109,45,40,57,26,92,73,101,90,81,94	546	45.583333333333336
50	hierarchical	13	0.029387296100931885	0.9484552177778691	0.9612634476912005	7872,109,44,39,58,25,91,73,89,90,69,81,93	570	43.92307692307692
50	hierarchical	14	0.030243867143065376	0.9474126328960378	0.9610337284974868	7811,105,38,37,83,55,25,92,73,85,90,65,82,92	616	44.07142857142857
50	hierarchical	15	0.034352515225606756	0.9472961141486186	0.9608807751637738	7753,105,38,37,83,56,25,92,73,64,82,88,65,80,92	650	43.4
100	hierarchical	2	0.03880750525581443	0.9089442740869583	0.9413691752400588	4344,18	2	1.5
100	hierarchical	3	0.021136651393293456	0.9087883141280461	0.9328592423693965	4326,18,18	4	1.6666666666666667
100	hierarchical	4	0.017380500048891443	0.9085974184739855	0.9310805532006201	4308,18,18,18	6	1.75
100	hierarchical	5	0.016587638136369466	0.9084087839543861	0.9300655041665956	4290,18,18,18,18	8	1.8
100	hierarchical	6	0.018317273129908218	0.9081956453415372	0.9298710436799595	4271,18,18,19,18,18	10	1.8333333333333333
100	hierarchical	7	0.017124382818130748	0.9081340088475223	0.9272831467561227	4252,18,19,18,19,18,18	14	2.142857142857143
100	hierarchical	8	0.019499403085943272	0.9080128732447823	0.9262252873036555	4233,18,19,18,19,18,18,19	16	2.125
100	hierarchical	9	0.024391550857155605	0.9076734912431368	0.927968333903946	4216,18,19,18,19,18,18,17,19	18	2.111111111111111
100	hierarchical	10	0.025938876787787977	0.9075924098592396	0.926597910406853	4197,18,19,18,19,19,18,18,17,19	20	2.1
100	hierarchical	11	0.030148165819928997	0.9073649601511184	0.9268410026460611	4178,18,19,18,19,19,18,18,19,17,19	22	2.090909090909091
100	hierarchical	12	0.034731133233661254	0.9070793542460598	0.9274938154284978	4161,18,19,18,19,17,19,18,18,19,17,19	24	2.0833333333333335
100	hierarchical	13	0.03788140425497702	0.9069897814091618	0.9265190491170024	4139,18,19,18,19,22,17,19,18,18,19,17,19	28	2.230769230769231
100	hierarchical	14	0.04113874772624335	0.90688460999122	0.9257924899571974	4120,18,19,18,19,19,22,17,19,18,18,19,17,19	30	2.2142857142857144
100	hierarchical	15	0.04565352595952219	0.906721820103895	0.9255267884127687	4102,18,19,18,18,19,19,22,17,19,18,18,19,17,19	32	2.2
200	hierarchical	2	0.05233071731301477	0.8484484765712379	0.8911802248904127	2159,17	2	1.5
200	hierarchical	3	0.03471411410980791	0.8481807061101158	0.8830226458879952	2142,17,17	4	1.6666666666666667
200	hierarchical	4	0.02725780004799075	0.8479781919964963	0.8780493720518054	2125,17,17,17	6	1.75
200	hierarchical	5	0.02178346738866261	0.8478491687429958	0.8737097303854134	2108,17,17,17,17	8	1.8
200	hierarchical	6	0.025337152670414528	0.8475004461827826	0.8752866620668056	2090,17,17,17,17,18	10	1.8333333333333333
200	hierarchical	7	0.02751151748293871	0.8473284505737896	0.8734456136481953	2073,17,17,17,17,17,18	12	1.8571428571428572
200	hierarchical	8	0.030711229874104604	0.847100098056623	0.8728554554591994	2062,17,17,17,17,14,14,18	13	1.75
200	hierarchical	9	0.033538993086212554	0.8469259420829468	0.8717354396740633	2045,17,17,17,17,17,14,14,18	15	1.7777777777777777
200	hierarchical	10	0.036198236630877345	0.8467691348343631	0.870656609751355	2028,17,17,17,17,17,17,14,14,18	17	1.8
200	hierarchical	11	0.03884301156425657	0.8466277166496053	0.8696286114341781	2011,17,17,17,17,17,17,17,14,14,18	19	1.8181818181818181
200	hierarchical	12	0.04170219527515718	0.8464929052909121	0.8687138454942768	2000,17,17,17,17,17,14,14,17,14,14,18	20	1.75
200	hierarchical	13	0.04559106547581724	0.8461911619206699	0.8691989911462532	1989,17,17,17,14,14,17,14,14,17,14,14,18	21	1.6923076923076923
200	hierarchical	14	0.04954240796604321	0.8460124251133582	0.8687230835140394	1972,17,17,17,14,14,17,17,14,14,17,14,14,18	23	1.7142857142857142
200	hierarchical	15	0.05263344961449781	0.8459223370030243	0.8677307953788848	1955,17,17,17,17,14,14,17,17,14,14,17,14,14,18	25	1.7333333333333334
500	hierarchical	2	0.01661954641899452	0.7272482694541194	0.7395425963208662	457,408	1	1
500	hierarchical	3	0.021735220983752083	0.7216047141289027	0.7401972542967041	454,21,390	2	1
500	hierarchical	4	0.022209234321825852	0.7160701921324639	0.7388253813476909	454,20,111,280	3	1
500	hierarchical	5	0.029867641946038595	0.7101857101713164	0.7400289388725427	331,124,19,111,280	4	1
500	hierarchical	6	0.03538014694659954	0.7051209900057015	0.7400638232835838	329,40,87,18,111,280	5	1
500	hierarchical	7	0.040501401114106474	0.699452189789678	0.7399750980477038	329,40,87,18,109,55,227	6	1
500	hierarchical	8	0.04824321575608937	0.6936436200261614	0.7401241997847492	115,214,40,87,18,109,55,227	7	1
500	hierarchical	9	0.0534239188323715	0.6881588428559142	0.7400701715865536	115,214,40,87,17,83,29,53,227	8	1
500	hierarchical	10	0.05885397616418939	0.6824534052704062	0.7400436444309756	51,65,213,40,87,17,83,29,53,227	9	1
500	hierarchical	11	0.06254255286422833	0.6770203284333981	0.7400287546574098	51,65,213,38,27,62,17,83,29,53,227	10	1
500	hierarchical	12	0.06786658522362626	0.6716097710269752	0.7400357036135528	51,65,213,38,25,16,49,16,83,29,53,227	11	1
500	hierarchical	13	0.07424443264184209	0.6660451378035636	0.740037244644667	51,65,213,38,25,15,25,25,16,83,29,53,227	12	1
500	hierarchical	14	0.08102047449316435	0.6608185709427083	0.7401388774745645	51,65,175,41,35,25,15,25,25,16,83,29,53,227	13	1
