window_size	position	method	jump_strength	threshold
50	50	pelt	0.09245112497836531	0.0007646575102911976
50	16760	pelt	0.09245112497836531	0.0007646575102911976
50	17110	pelt	0.09999999999999999	0.0007646575102911976
50	35980	pelt	0.09145247027726656	0.0007646575102911976
50	36005	pelt	0.09245112497836531	0.0007646575102911976
50	50	binary_segmentation	0.09245112497836531	0
50	12045	binary_segmentation	0.09245112497836531	0
50	13345	binary_segmentation	0.06980449991346128	0
50	13405	binary_segmentation	0.09999999999999999	0
50	13675	binary_segmentation	0.08490224995673064	0
50	13740	binary_segmentation	0.09245112497836531	0
50	14080	binary_segmentation	0.09999999999999999	0
50	15575	binary_segmentation	0.09245112497836531	0
50	15740	binary_segmentation	0.09999999999999999	0
50	16475	binary_segmentation	0.09999999999999999	0
50	16760	binary_segmentation	0.09245112497836531	0
50	17125	binary_segmentation	0.09999999999999999	0
50	25105	binary_segmentation	0.08490224995673064	0
50	35245	binary_segmentation	0.07735337493509595	0
100	240	threshold	0.10000000000000002	0.09692126534793033
100	260	threshold	0.10000000000000002	0.09692126534793033
100	470	threshold	0.10000000000000002	0.09692126534793033
100	630	threshold	0.10000000000000002	0.09692126534793033
100	790	threshold	0.10000000000000002	0.09692126534793033
100	920	threshold	0.10000000000000002	0.09692126534793033
100	960	threshold	0.10000000000000002	0.09692126534793033
100	980	threshold	0.10000000000000002	0.09692126534793033
100	1000	threshold	0.10000000000000002	0.09692126534793033
100	1030	threshold	0.10000000000000002	0.09692126534793033
100	1130	threshold	0.10000000000000002	0.09692126534793033
100	1250	threshold	0.10000000000000002	0.09692126534793033
100	1320	threshold	0.10000000000000002	0.09692126534793033
100	1560	threshold	0.10000000000000002	0.09692126534793033
100	1940	threshold	0.10000000000000002	0.09692126534793033
100	2030	threshold	0.10000000000000002	0.09692126534793033
100	2070	threshold	0.10000000000000002	0.09692126534793033
100	2210	threshold	0.10000000000000002	0.09692126534793033
100	2250	threshold	0.10000000000000002	0.09692126534793033
100	2460	threshold	0.10000000000000002	0.09692126534793033
100	2480	threshold	0.10000000000000002	0.09692126534793033
100	2640	threshold	0.10000000000000002	0.09692126534793033
100	2790	threshold	0.10000000000000002	0.09692126534793033
100	2870	threshold	0.10000000000000002	0.09692126534793033
100	2920	threshold	0.10000000000000002	0.09692126534793033
100	2940	threshold	0.10000000000000002	0.09692126534793033
100	3400	threshold	0.10000000000000002	0.09692126534793033
100	3500	threshold	0.10000000000000002	0.09692126534793033
100	3600	threshold	0.10000000000000002	0.09692126534793033
100	3620	threshold	0.10000000000000002	0.09692126534793033
100	3670	threshold	0.10000000000000002	0.09692126534793033
100	3730	threshold	0.10000000000000002	0.09692126534793033
100	3860	threshold	0.10000000000000002	0.09692126534793033
100	3890	threshold	0.10000000000000002	0.09692126534793033
100	3950	threshold	0.10000000000000002	0.09692126534793033
100	3980	threshold	0.10000000000000002	0.09692126534793033
100	4090	threshold	0.10000000000000002	0.09692126534793033
100	4150	threshold	0.10000000000000002	0.09692126534793033
100	4300	threshold	0.1	0.09692126534793033
100	4350	threshold	0.10000000000000002	0.09692126534793033
100	4380	threshold	0.10000000000000002	0.09692126534793033
100	4530	threshold	0.10000000000000002	0.09692126534793033
100	4690	threshold	0.10000000000000002	0.09692126534793033
100	4770	threshold	0.10000000000000003	0.09692126534793033
100	4800	threshold	0.10000000000000002	0.09692126534793033
100	4860	threshold	0.10000000000000002	0.09692126534793033
100	5180	threshold	0.10000000000000002	0.09692126534793033
100	5200	threshold	0.1	0.09692126534793033
100	5230	threshold	0.10000000000000002	0.09692126534793033
100	5330	threshold	0.10000000000000002	0.09692126534793033
100	5390	threshold	0.10000000000000002	0.09692126534793033
100	5440	threshold	0.10000000000000002	0.09692126534793033
100	5520	threshold	0.10000000000000002	0.09692126534793033
100	5580	threshold	0.10000000000000002	0.09692126534793033
100	5660	threshold	0.1	0.09692126534793033
100	5720	threshold	0.10000000000000002	0.09692126534793033
100	5750	threshold	0.10000000000000002	0.09692126534793033
100	5830	threshold	0.10000000000000002	0.09692126534793033
100	5900	threshold	0.10000000000000002	0.09692126534793033
100	6260	threshold	0.10000000000000002	0.09692126534793033
100	6320	threshold	0.10000000000000002	0.09692126534793033
100	6470	threshold	0.10000000000000002	0.09692126534793033
100	6830	threshold	0.10000000000000002	0.09692126534793033
100	6920	threshold	0.10000000000000002	0.09692126534793033
100	6990	threshold	0.10000000000000002	0.09692126534793033
