record_type	token	count	token_a	token_b	distance	property	raw_value	normalized_value	mean_a	mean_b	delta	raw_mean_a	raw_mean_b	trajectory_correlation	mean_absolute_difference
token_property	x000104	138				effective_predecessor_count	111.68791192586943	2.195731484690999							
token_property	x000104	138				effective_successor_count	116.46439719445658	2.331610846494569							
token_property	x000104	138				frequency_rank	36	-1.5468483338621037							
token_property	x000104	138				global_count	138	2.2080618157035734							
token_property	x000104	138				global_frequency_probability	0.0031569555967332374	2.316438644788065							
token_property	x000104	138				grapheme_length	7	0							
token_property	x000104	138				line_end_probability	0.09420289855072464	0.19588018288908232							
token_property	x000104	138				line_start_probability	0.036231884057971016	-0.5535571216434421							
token_property	x000104	138				log_global_count	4.9344739331306915	2.2080618157035734							
token_property	x000104	138				max_predecessor_probability	0.022556390977443608	-1.1323503833974997							
token_property	x000104	138				max_structural_similarity	0.45624018682432094	0.8277272827351291							
token_property	x000104	138				max_successor_probability	0.024	-1.2767035954294992							
token_property	x000104	138				mean_position	6.746376811594203	0.7166594343045385							
token_property	x000104	138				mean_structural_similarity_to_all	0.28403679075663346	1.2640264201113711							
token_property	x000104	138				median_position	7	0.7718280513910695							
token_property	x000104	138				normalized_frequency_rank	0.05421686746987952	-1.5468483338621044							
token_property	x000104	138				normalized_mean_position	0.5580853526505699	0.7548346635256894							
token_property	x000104	138				positional_entropy	3.7024547725246486	1.4746924134102237							
token_property	x000104	138				positional_specialization	0.052326989476916275	-0.2876903386000808							
token_property	x000104	138				predecessor_entropy	6.8033292399799405	2.170826220970918							
token_property	x000104	138				structural_degree_above_0_5	0	-0.3035350711836168							
token_property	x000104	138				structural_degree_above_0_6	0	0							
token_property	x000104	138				structural_degree_above_0_7	0	0							
token_property	x000104	138				successor_entropy	6.863745184644788	2.3061286529881024							
token_property	x000104	138				top3_predecessor_mass	0.06015037593984962	-1.3073091108115558							
token_property	x000104	138				top3_successor_mass	0.056	-1.5957257869104653							
token_property	x000104	138				top5_predecessor_mass	0.09022556390977443	-1.390435169300686							
token_property	x000104	138				top5_successor_mass	0.08800000000000001	-1.606136696294886							
token_property	x000104	138				unique_grapheme_count	4	-2.1226395972171654							
token_property	x000104	138				unique_predecessor_count	117	2.2040375568996544							
token_property	x000104	138				unique_successor_count	119	2.2819058180339464							
token_property	x000105	130				effective_predecessor_count	88.8666264743113	1.8915903276913302							
token_property	x000105	130				effective_successor_count	117.25919621211084	2.340931888085498							
token_property	x000105	130				frequency_rank	43	-1.5103291489142632							
token_property	x000105	130				global_count	130	2.1303326103432183							
token_property	x000105	130				global_frequency_probability	0.002973943678082035	2.134165105635458							
token_property	x000105	130				grapheme_length	7	0							
token_property	x000105	130				line_end_probability	0.07692307692307693	-0.05298478528978393							
token_property	x000105	130				line_start_probability	0.06153846153846154	-0.20845524657594247							
token_property	x000105	130				log_global_count	4.875197323201151	2.1303326103432183							
token_property	x000105	130				max_predecessor_probability	0.03278688524590164	-0.9467215217303946							
token_property	x000105	130				max_structural_similarity	0.47001301869828005	1.0297781135457398							
token_property	x000105	130				max_successor_probability	0.016666666666666666	-1.427591728359933							
token_property	x000105	130				mean_position	6.607692307692307	0.5766961255923876							
token_property	x000105	130				mean_structural_similarity_to_all	0.2818925145433201	1.1998720194270927							
token_property	x000105	130				median_position	6	0.1185535757713497							
token_property	x000105	130				normalized_frequency_rank	0.06475903614457831	-1.5103291489142638							
