position	support_50	support_100	support_200	support_500	support_1000	support_count	support_fraction	mean_position	mean_jump_strength	max_jump_strength	position_uncertainty
24170	0	1	1	1	1	4	0.8	24170	0.08998383314879481	0.10000000000000002	40
5733	0	1	1	1	1	4	0.8	5732.5	0.08991990449680153	0.10000000000000002	32.5
17998	0	1	1	1	1	4	0.8	17997.5	0.08566239078095593	0.10000000000000002	27.5
6318	0	1	1	1	1	4	0.8	6317.5	0.08465844019270057	0.10000000000000002	32.5
22878	0	1	1	1	1	4	0.8	22877.5	0.08367566086700134	0.10000000000000002	37.5
23293	0	1	1	1	0	3	0.6	23293.333333333332	0.09503717795864312	0.10000000000000002	33.33333333333212
29380	0	1	1	1	0	3	0.6	29380	0.09430768210400384	0.10000000000000002	40
23817	0	1	1	1	0	3	0.6	23816.666666666668	0.09426382706181025	0.10000000000000002	23.33333333333212
28267	0	1	1	1	0	3	0.6	28266.666666666668	0.09423472698493171	0.10000000000000002	33.33333333333212
33720	0	1	1	1	0	3	0.6	33720	0.09418010672238973	0.10000000000000002	20
13402	1	1	0	1	0	3	0.6	13401.666666666666	0.09398742978381408	0.10000000000000002	3.3333333333339397
10513	0	1	1	1	0	3	0.6	10513.333333333334	0.09393847656812052	0.10000000000000002	43.33333333333394
24823	0	1	1	1	0	3	0.6	24823.333333333332	0.09385780515637451	0.10000000000000002	43.33333333333212
17333	0	1	1	1	0	3	0.6	17333.333333333332	0.09369838243762624	0.10000000000000002	16.66666666666788
15303	0	1	1	1	0	3	0.6	15303.333333333334	0.09347890166308515	0.10000000000000002	6.66666666666606
22733	0	1	1	1	0	3	0.6	22733.333333333332	0.09347297744087066	0.10000000000000002	43.33333333333212
15913	0	1	1	1	0	3	0.6	15913.333333333334	0.09344430538164382	0.10000000000000002	36.66666666666606
23080	0	1	1	1	0	3	0.6	23080	0.09335380246121118	0.10000000000000002	40
18910	0	1	1	1	0	3	0.6	18910	0.09312212650203966	0.10000000000000002	40
2827	0	1	1	1	0	3	0.6	2826.6666666666665	0.09299141889276737	0.10000000000000002	36.666666666666515
28173	0	1	1	1	0	3	0.6	28173.333333333332	0.09299063131761506	0.10000000000000002	33.33333333333212
22067	0	1	1	0	1	3	0.6	22066.666666666668	0.09285183474239893	0.10000000000000002	33.33333333333212
35270	0	1	1	1	0	3	0.6	35270	0.09279760768102753	0.10000000000000002	30
8977	0	1	1	1	0	3	0.6	8976.666666666666	0.09267528818071497	0.10000000000000002	26.66666666666606
4533	0	1	1	1	0	3	0.6	4533.333333333333	0.09206703620307578	0.10000000000000002	16.66666666666697
23440	0	1	1	1	0	3	0.6	23440	0.09197002040650477	0.10000000000000002	20
23173	0	1	0	1	1	3	0.6	23173.333333333332	0.09191542941950831	0.10000000000000002	26.66666666666788
19813	0	1	1	1	0	3	0.6	19813.333333333332	0.09170780311247351	0.10000000000000002	36.66666666666788
4797	0	1	1	0	1	3	0.6	4796.666666666667	0.09137694724193535	0.10000000000000003	26.66666666666697
4270	0	1	1	1	0	3	0.6	4270	0.09121377857255976	0.1	30
30920	0	1	1	1	0	3	0.6	30920	0.09119918301156775	0.10000000000000002	30
32043	0	1	1	1	0	3	0.6	32043.333333333332	0.09109291788641098	0.10000000000000002	6.666666666667879
29250	0	1	1	1	0	3	0.6	29250	0.09099560658630673	0.10000000000000002	10
12967	0	1	1	1	0	3	0.6	12966.666666666666	0.09056967930967892	0.10000000000000002	16.66666666666606
17427	0	1	1	0	1	3	0.6	17426.666666666668	0.09048552918685018	0.10000000000000002	33.33333333333212
17117	1	0	1	0	1	3	0.6	17116.666666666668	0.09047362513551062	0.09999999999999999	23.33333333333212
30217	0	1	1	1	0	3	0.6	30216.666666666668	0.09039774941265899	0.10000000000000002	23.33333333333212
4167	0	1	1	1	0	3	0.6	4166.666666666667	0.09031836336108923	0.10000000000000002	33.33333333333303
12457	0	1	1	1	0	3	0.6	12456.666666666666	0.09000951765870181	0.10000000000000002	23.33333333333394
20367	0	1	1	1	0	3	0.6	20366.666666666668	0.08999457002556388	0.10000000000000002	23.33333333333212
19003	0	1	1	0	1	3	0.6	19003.333333333332	0.08995453603769209	0.10000000000000002	16.66666666666788
23727	0	1	1	0	1	3	0.6	23726.666666666668	0.08971963304606456	0.10000000000000002	33.33333333333212
20567	0	1	1	0	1	3	0.6	20566.666666666668	0.08947750161157848	0.10000000000000002	33.33333333333212
40880	0	1	1	0	1	3	0.6	40880	0.08912739154598055	0.10000000000000002	20
7317	0	1	1	0	1	3	0.6	7316.666666666667	0.0890508171967645	0.10000000000000002	33.33333333333303
29673	0	1	1	0	1	3	0.6	29673.333333333332	0.08891273871041244	0.10000000000000002	33.33333333333212
16083	0	1	0	1	1	3	0.6	16083.333333333334	0.08850426010821316	0.10000000000000002	33.33333333333394
2613	0	1	1	0	1	3	0.6	2613.3333333333335	0.08829406935048693	0.10000000000000002	26.666666666666515
22623	0	1	1	1	0	3	0.6	22623.333333333332	0.08820788043288608	0.10000000000000002	26.66666666666788
27680	0	1	1	0	1	3	0.6	27680	0.08820286697707974	0.10000000000000003	20
30000	0	1	1	0	1	3	0.6	30000	0.087876603977303	0.10000000000000002	0
19370	0	1	1	0	1	3	0.6	19370	0.08779013078834785	0.10000000000000002	40
29007	0	1	1	0	1	3	0.6	29006.666666666668	0.08765102416980237	0.10000000000000002	13.33333333333212
18790	0	1	1	0	1	3	0.6	18790	0.08714164938230086	0.10000000000000002	30
19973	0	1	1	0	1	3	0.6	19973.333333333332	0.08673227254231108	0.10000000000000002	26.66666666666788
31730	0	1	1	0	1	3	0.6	31730	0.08636269126153956	0.10000000000000002	30
42630	0	1	1	0	1	3	0.6	42630	0.08550020656994324	0.10000000000000002	40
14347	0	1	1	1	0	3	0.6	14346.666666666666	0.08509045693985107	0.09622556248918268	26.66666666666606
6810	0	1	0	1	1	3	0.6	6810	0.08457814420846033	0.10000000000000002	20
31227	0	1	1	1	0	3	0.6	31226.666666666668	0.08428555843925073	0.10000000000000002	26.66666666666788
21640	0	0	1	1	1	3	0.6	21640	0.08233365898434208	0.09433834373377403	60
