sequence	n	token_validity	sequence_status	shuffle_block_p	shuffle_block_fdr_q	markov_block_p
x000006 x000076	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0026066648583204875	0.5514485514485514
x000006 x000077	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0026066648583204875	0.5294705294705294
x000006 x000096	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.7222777222777222
x000006 x000098	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4725274725274725
x000006 x000099	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4885114885114885
x000006 x000224	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.5564435564435565
x000006 x000225	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.7552447552447552
x000006 x000434	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.5704295704295704
x000006 x000435	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.7872127872127872
x000007 x000051	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.012987012987012988	0.014213564213564215	0.6703296703296703
x000007 x000225	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.5164835164835165
x000007 x000341	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4875124875124875
x000007 x000476	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.6283716283716284
x000007 x000477	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4775224775224775
x000008 x000055	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.012987012987012988	0.014213564213564215	0.5334665334665335
x000008 x000078	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.6743256743256744
x000008 x000097	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0026066648583204875	0.5234765234765235
x000008 x000098	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0037846768615999384	0.5094905094905094
x000008 x000099	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.5084915084915085
x000008 x000100	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.5134865134865135
x000008 x000221	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4875124875124875
x000008 x000222	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4955044955044955
x000008 x000476	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.5064935064935064
x000008 x000478	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4945054945054945
x000008 x000479	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4875124875124875
x000008 x000480	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.5074925074925075
x000008 x001037	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.5504495504495505
x000009 x000055	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.008991008991008992	0.01041899277193395	0.6493506493506493
x000009 x000076	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4175824175824176
x000009 x000079	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0037846768615999384	0.4875124875124875
x000009 x000080	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4965034965034965
x000009 x000096	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4035964035964036
x000009 x000097	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4075924075924076
x000009 x000098	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4725274725274725
x000009 x000099	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0037846768615999384	0.5314685314685315
x000009 x000100	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.43356643356643354
x000009 x000427	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4385614385614386
x000010 x000080	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4405594405594406
x000010 x000096	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4775224775224775
x000010 x000097	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.44555444555444557
x000010 x000099	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.44755244755244755
x000010 x000222	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.5154845154845155
x000010 x000479	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.6853146853146853
x000010 x000659	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001502314479413716	0.4885114885114885
x000011 x000005	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.04095904095904096	0.04224571240278047	0.5414585414585414
x000011 x000006	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.023976023976023976	0.02525816429559745	0.5804195804195804
