token	block	direction	conditional_entropy	effective_successor_predecessor_count	baseline_entropy	entropy_effect	eligible
x000052	G0/generic#0	outgoing	6.443674462	628.712742	6.016262503	0.4274119595	true
x000715	G0/generic#0	outgoing	6.441651993	627.4424745	6.016262503	0.4253894898	true
x008704	G0/generic#0	outgoing	6.437674729	624.9519266	6.016262503	0.4214122264	true
x008945	G0/generic#0	outgoing	6.443674462	628.712742	6.016262503	0.4274119595	true
x009248	G0/generic#0	outgoing	6.431874412	621.3374999	6.016262503	0.4156119094	true
x009249	G0/generic#0	outgoing	6.435719451	623.7311654	6.016262503	0.4194569479	true
x009251	G0/generic#0	outgoing	6.439652163	626.1889503	6.016262503	0.4233896601	true
x012698	G0/generic#0	outgoing	6.43378609	622.5264329	6.016262503	0.4175235871	true
x018927	G0/generic#0	outgoing	6.439652163	626.1889503	6.016262503	0.4233896601	true
x018928	G0/generic#0	outgoing	6.441651993	627.4424745	6.016262503	0.4253894898	true
x018929	G0/generic#0	outgoing	6.441651993	627.4424745	6.016262503	0.4253894898	true
x018930	G0/generic#0	outgoing	6.441651993	627.4424745	6.016262503	0.4253894898	true
x018931	G0/generic#0	outgoing	6.439652163	626.1889503	6.016262503	0.4233896601	true
x019269	G0/generic#0	outgoing	6.441651993	627.4424745	6.016262503	0.4253894898	true
x000052	G0/generic#0	incoming	6.435719451	623.7311654	6.016262503	0.4194569479	true
x009248	G0/generic#0	incoming	6.435719451	623.7311654	6.016262503	0.4194569479	true
x018929	G0/generic#0	incoming	6.435719451	623.7311654	6.016262503	0.4194569479	true
x018930	G0/generic#0	incoming	6.431874412	621.3374999	6.016262503	0.4156119094	true
x018931	G0/generic#0	incoming	6.422207566	615.3600637	6.016262503	0.4059450631	true
x000053	G1/generic#0	outgoing	6.441651993	627.4424745	5.997815922	0.4438360711	true
x008707	G1/generic#0	outgoing	6.441651993	627.4424745	5.997815922	0.4438360711	true
x009248	G1/generic#0	outgoing	6.437674729	624.9519266	5.997815922	0.4398588077	true
