token	direction	global_count	eligible_blocks	joint_classes	pairwise_js_mean	pairwise_js_median	pairwise_js_min	pairwise_js_sd	lobo_median_correlation	lobo_mean_correlation	lobo_median_spearman	sign_agreement	permutation_p	sign_permutation_p	entropy_effect	entropy_sign_consistency	entropy_permutation_p	entropy_status	replicated
x000052	outgoing	268	25	4	0.9986772837	0.9988055577	0.9970296288	0.0005804786541	0.6514687516	0.6501795238	0.4631671117	0.862984127	0.005994005994	0.3446553447	0.437554348	1	0.04395604396	REPRODUCIBLY_BROAD	false
x000053	outgoing	252	23	4	0.9983023569	0.9982259022	0.9946854971	0.001047302194	0.6317326136	0.6326908275	0.4560232419	0.850931677	0.02897102897	0.5454545455	0.4322702375	1	0.01298701299	REPRODUCIBLY_BROAD	false
x000054	outgoing	286	29	4	0.9986129662	0.9988055577	0.9959753023	0.0008087091368	0.6404608719	0.6327637331	0.439505923	0.8356869184	0.000999000999	0.6853146853	0.4282479381	1	0.002997002997	REPRODUCIBLY_BROAD	false
x000055	outgoing	285	26	4	0.9985676185	0.9988055577	0.9958538829	0.0009611302911	0.6442658444	0.6383631339	0.4463324323	0.8566544567	0.001998001998	0.1628371628	0.4345628902	1	0.000999000999	REPRODUCIBLY_BROAD	false
x000546	outgoing	52	1	1	0	0	1	0	0	0	0	0.1396825397	0.000999000999	0.000999000999	0.4181955522	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x000712	outgoing	307	29	4	0.9952030935	0.9952736084	0.990651548	0.001468277659	0.637075704	0.6284455209	0.4583436292	0.8597701149	0.3126873127	0.9330669331	0.4315546149	1	0.05594405594	INSUFFICIENT_SUPPORT	false
x000713	outgoing	284	28	4	0.9958799003	0.9958538829	0.9913630082	0.001234158328	0.636499078	0.6346088594	0.4505256706	0.8563492063	0.1838161838	0.1588411588	0.4300368352	1	0.2857142857	INSUFFICIENT_SUPPORT	false
x000714	outgoing	305	32	4	0.9955243152	0.9958538829	0.9895216969	0.001503889989	0.628020063	0.623278845	0.4434875814	0.8460813492	0.6473526474	0.5154845155	0.4185436678	1	0.3266733267	INSUFFICIENT_SUPPORT	false
x000715	outgoing	291	26	4	0.9956802791	0.9958538829	0.9923705304	0.001342515599	0.6329933548	0.6292058522	0.4483082798	0.8542124542	0.5664335664	0.3426573427	0.4424349103	1	0.2037962038	INSUFFICIENT_SUPPORT	false
x001053	outgoing	89	1	1	0	0	1	0	0	0	0	0.3428571429	0.000999000999	0.000999000999	0.3407371846	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x001055	outgoing	80	1	1	0	0	1	0	0	0	0	0.1301587302	0.000999000999	0.000999000999	0.4519666757	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x001169	outgoing	89	2	1	0.9970296288	0.9970296288	0.9970296288	0	0.4368972602	0.4368972602	0.3717490459	0.819047619	0.000999000999	0.000999000999	0.4498937895	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x001170	outgoing	94	1	1	0	0	1	0	0	0	0	0.1158730159	0.000999000999	0.000999000999	0.4245162514	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x001488	outgoing	61	1	1	0	0	1	0	0	0	0	0.1793650794	0.000999000999	0.000999000999	0.4832371718	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x001489	outgoing	79	1	1	0	0	1	0	0	0	0	0.1793650794	0.000999000999	0.000999000999	0.4832371718	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x001490	outgoing	64	1	1	0	0	1	0	0	0	0	0.3206349206	0.000999000999	0.000999000999	0.3894005975	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x001491	outgoing	57	1	1	0	0	1	0	0	0	0	0.1476190476	0.000999000999	0.000999000999	0.4096934196	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x001599	outgoing	34	1	1	0	0	1	0	0	0	0	0.1761904762	0.000999000999	0.000999000999	0.4778504839	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x002538	outgoing	84	1	1	0	0	1	0	0	0	0	0.1587301587	0.000999000999	0.000999000999	0.3983835387	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x007413	outgoing	70	1	1	0	0	1	0	0	0	0	0.1761904762	0.000999000999	0.000999000999	0.4739177717	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x007414	outgoing	73	1	1	0	0	1	0	0	0	0	0.1666666667	0.000999000999	0.000999000999	0.4792626899	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008448	outgoing	90	2	2	0.9970296288	0.9970296288	0.9970296288	0	0.4178974623	0.4178974623	0.3045894683	0.8285714286	0.000999000999	0.000999000999	0.4754725132	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008449	outgoing	82	1	1	0	0	1	0	0	0	0	0.180952381	0.000999000999	0.000999000999	0.5072732484	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008450	outgoing	90	2	2	0.9970296288	0.9970296288	0.9970296288	0	0.4650090998	0.4650090998	0.3601638568	0.8603174603	0.000999000999	0.000999000999	0.4471236829	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008451	outgoing	95	3	2	0.9976186514	0.9976186514	0.9976186514	7.850462293e-17	0.574945108	0.5545834668	0.4509011279	0.8455026455	0.003996003996	0.4565434565	0.4974713281	1	0.2227772228	INSUFFICIENT_SUPPORT	false
x008689	outgoing	81	1	1	0	0	1	0	0	0	0	0.1476190476	0.000999000999	0.000999000999	0.379518922	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008691	outgoing	77	1	1	0	0	1	0	0	0	0	0.1698412698	0.000999000999	0.000999000999	0.4833670661	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008704	outgoing	163	11	4	0.9960830425	0.9964456964	0.9946854971	0.0008282832142	0.631869704	0.6300150389	0.417439379	0.8666666667	0.1448551449	0.2587412587	0.4528391045	1	0.3506493506	INSUFFICIENT_SUPPORT	false
x008705	outgoing	160	9	3	0.995130407	0.9949492937	0.9931390734	0.001114109253	0.6312128985	0.6203277986	0.4116039766	0.8754850088	0.01198801199	0.9460539461	0.4486095825	1	0.8491508492	INSUFFICIENT_SUPPORT	false
x008706	outgoing	148	4	2	0.9964514141	0.9964482418	0.9952736084	0.0009139078683	0.5835394471	0.5582964641	0.3974949216	0.844047619	0.2867132867	0.4665334665	0.464367155	1	0.3876123876	INSUFFICIENT_SUPPORT	false
x008707	outgoing	174	11	3	0.9964333699	0.9964651563	0.9929513409	0.001274961215	0.6389065297	0.6368419092	0.4355367887	0.8649350649	0.1138861139	0.2717282717	0.4411756466	1	0.2787212787	INSUFFICIENT_SUPPORT	false
x008836	outgoing	32	1	1	0	0	1	0	0	0	0	0.1603174603	0.000999000999	0.000999000999	0.4030448543	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008917	outgoing	52	2	2	0.9941024414	0.9941024414	0.9941024414	0	0.4749228145	0.4749228145	0.3754037425	0.7301587302	0.000999000999	0.000999000999	0.4483126976	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008919	outgoing	48	1	1	0	0	1	0	0	0	0	0.1777777778	0.000999000999	0.000999000999	0.5033846091	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x008944	outgoing	119	6	3	0.9980995866	0.9982128043	0.9964392099	0.0009297802672	0.6100556732	0.617435045	0.4058518697	0.8571428571	0.001998001998	0.6633366633	0.4790478886	1	0.002997002997	REPRODUCIBLY_BROAD	false
x008945	outgoing	145	10	4	0.9981233839	0.9982128043	0.9964392099	0.0007145203729	0.6587236203	0.6315172235	0.4512680115	0.870952381	0.000999000999	0.2407592408	0.4602384364	1	0.000999000999	REPRODUCIBLY_BROAD	false
x008946	outgoing	114	6	4	0.998687477	0.9988055577	0.9982128043	0.0003333855533	0.6220002784	0.6267171127	0.4262530944	0.8867724868	0.02797202797	0.4305694306	0.4727666441	1	0.01198801199	REPRODUCIBLY_BROAD	false
x008947	outgoing	102	4	3	0.9994060638	0.9994060638	0.9988121277	0.0006506244664	0.5883127933	0.5711142427	0.4164711955	0.8694444444	0.04095904096	0.5894105894	0.4835790468	1	0.001998001998	REPRODUCIBLY_BROAD	false
x009248	outgoing	297	31	4	0.9945910958	0.9946854971	0.9897443784	0.001440052272	0.6489623208	0.6389060399	0.4445764306	0.8237583205	0.000999000999	0.01198801199	0.4083071798	1	0.985014985	INSUFFICIENT_SUPPORT	true
x009249	outgoing	316	31	4	0.9946799712	0.9946983471	0.9892346257	0.001776692118	0.6411986102	0.633928335	0.4378915596	0.8215565796	0.000999000999	0.2037962038	0.4194569479	1	0.8461538462	INSUFFICIENT_SUPPORT	false
x009250	outgoing	314	35	4	0.9952600049	0.9952883583	0.9907798526	0.00131230762	0.6449104031	0.6420677536	0.4552158761	0.8370521542	0.003996003996	0.1408591409	0.4113911406	1	0.9150849151	INSUFFICIENT_SUPPORT	false
x009251	outgoing	309	31	4	0.9952109922	0.9958538829	0.985401012	0.002092860148	0.6450899169	0.6475332243	0.4399355429	0.8441372248	0.01698301698	0.007992007992	0.4233896601	1	0.7492507493	INSUFFICIENT_SUPPORT	true
x009436	outgoing	166	7	3	0.9957925343	0.9958538829	0.9936472511	0.0008170700373	0.5757464593	0.5764130461	0.3896556862	0.8841269841	0.963036963	0.2877122877	0.4113911406	1	0.9280719281	INSUFFICIENT_SUPPORT	false
x009437	outgoing	172	11	3	0.9951740523	0.9952736084	0.9929513409	0.000964257571	0.607844595	0.6144849424	0.4139347388	0.8591630592	0.997002997	0.4435564436	0.434488434	1	0.997002997	INSUFFICIENT_SUPPORT	false
x009438	outgoing	159	9	4	0.9953809376	0.9954112558	0.9926038239	0.001218440279	0.5673657102	0.5808236611	0.3918637841	0.8610229277	1	0.7822177822	0.4739177717	1	0.8821178821	INSUFFICIENT_SUPPORT	false
x009439	outgoing	182	11	4	0.9945736683	0.9946990051	0.9902670523	0.00178710335	0.6065946587	0.6040338411	0.4355195934	0.8518037518	1	0.7132867133	0.4439782909	1	0.992007992	INSUFFICIENT_SUPPORT	false
x009968	outgoing	133	4	3	0.9962489836	0.9958538829	0.995267163	0.0008891446942	0.5535883055	0.5506058335	0.3982164429	0.8412698413	0.6363636364	0.5264735265	0.4234556951	1	0.7962037962	INSUFFICIENT_SUPPORT	false
x009969	outgoing	99	2	1	0.9959811947	0.9959811947	0.9959811947	0	0.4030828191	0.4030828191	0.2964981398	0.6349206349	0.000999000999	0.000999000999	0.4053726194	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x009970	outgoing	119	3	3	0.9956148056	0.9954048311	0.995267163	0.0004877917534	0.4379031658	0.4345702615	0.2914658379	0.7582010582	0.9250749251	0.7342657343	0.3968748826	1	0.7282717283	INSUFFICIENT_SUPPORT	false
x009971	outgoing	110	2	2	0.9920258326	0.9920258326	0.9920258326	0	0.3838673775	0.3838673775	0.2583570486	0.6968253968	0.000999000999	0.000999000999	0.4353238882	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x010008	outgoing	180	10	4	0.9946093799	0.9946854971	0.9921432427	0.001107779673	0.6096755606	0.6123302615	0.4070890098	0.7874603175	0.7772227772	0.9040959041	0.4172778607	1	1	INSUFFICIENT_SUPPORT	false
x010009	outgoing	169	14	4	0.9949265775	0.9946854971	0.9941024414	0.0007865112624	0.63558792	0.63533296	0.4420861816	0.8422902494	0.9120879121	0.6913086913	0.4330540787	1	0.951048951	INSUFFICIENT_SUPPORT	false
x010010	outgoing	185	11	4	0.9936561737	0.9941088461	0.990481726	0.001579418216	0.6232273591	0.6132640505	0.4391198159	0.8428571429	0.7412587413	0.2937062937	0.4171869557	1	0.999000999	INSUFFICIENT_SUPPORT	false
x010011	outgoing	163	9	4	0.9949837117	0.9948105646	0.9919252307	0.00153472782	0.6156246998	0.6122141467	0.4165681004	0.8566137566	0.2877122877	0.7242757243	0.4287021897	1	0.9340659341	INSUFFICIENT_SUPPORT	false
x012120	outgoing	73	3	2	0.9996023201	0.9994034802	0.9994034802	0.0003444008907	0.584464958	0.5763647037	0.4081821057	0.8619047619	0.01298701299	0.6503496503	0.5153183385	1	0.006993006993	REPRODUCIBLY_BROAD	false
x012121	outgoing	102	4	2	0.9994032464	0.9994034802	0.9988055577	0.000377715978	0.6058747461	0.6086212976	0.4248668358	0.8801587302	0.03596403596	0.6743256743	0.4944234674	1	0.001998001998	REPRODUCIBLY_BROAD	false
x012122	outgoing	77	1	1	0	0	1	0	0	0	0	0.1714285714	0.000999000999	0.000999000999	0.4530980263	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x012123	outgoing	103	2	1	0.9982259022	0.9982259022	0.9982259022	0	0.4881070684	0.4881070684	0.3752529149	0.8333333333	0.000999000999	0.000999000999	0.5288933553	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x012402	outgoing	62	1	1	0	0	1	0	0	0	0	0.1396825397	0.000999000999	0.000999000999	0.4454670047	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x012403	outgoing	43	1	1	0	0	1	0	0	0	0	0.1492063492	0.000999000999	0.000999000999	0.4049199726	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x012696	outgoing	269	27	4	0.9957392234	0.9958538829	0.9919113827	0.00135295023	0.6290731673	0.6231152045	0.4514495966	0.8519694297	0.969030969	0.5294705295	0.4276659756	1	0.9370629371	INSUFFICIENT_SUPPORT	false
x012697	outgoing	280	30	4	0.9958567291	0.9958668548	0.9918199989	0.001215807361	0.6204948156	0.6152174382	0.4411549152	0.8435449735	0.983016983	0.7752247752	0.4253725527	1	0.4625374625	INSUFFICIENT_SUPPORT	false
x012698	outgoing	289	26	4	0.9954094078	0.9955113947	0.9903198204	0.001498071421	0.632502733	0.6297560252	0.4447195093	0.8583028083	0.9430569431	0.2917082917	0.4378335311	1	0.3276723277	INSUFFICIENT_SUPPORT	false
x012699	outgoing	275	28	4	0.9958074352	0.9958668148	0.9909506258	0.001377778749	0.6323672996	0.6325273335	0.4546500235	0.8549886621	0.996003996	0.8121878122	0.4320659216	1	0.4755244755	INSUFFICIENT_SUPPORT	false
x012881	outgoing	41	1	1	0	0	1	0	0	0	0	0.1714285714	0.000999000999	0.000999000999	0.4994202248	1	0.000999000999	INSUFFICIENT_SUPPORT	false
