corpus_id	representation_id	family	metric_id	regime	checkpoint_requested	checkpoint_actual	replicate	seed	value	comparable
C02	LATIN-DIPLOMATIC	G	G01_ALPHABET_SIZE		5000	5001	0	5484985133932264364	52	true
C02	LATIN-DIPLOMATIC	G	G02_INITIAL_RESTRICTION_DENSITY		5000	5001	0	5484985133932264364	0.288461538462	true
C02	LATIN-DIPLOMATIC	G	G03_FINAL_RESTRICTION_DENSITY		5000	5001	0	5484985133932264364	0.192307692308	true
C02	LATIN-DIPLOMATIC	G	G04_BIGRAM_OCCUPANCY		5000	5001	0	5484985133932264364	0.193786982249	true
C02	LATIN-DIPLOMATIC	G	G05_TRIGRAM_OCCUPANCY		5000	5001	0	5484985133932264364	0.015518320437	true
C02	LATIN-DIPLOMATIC	G	G06_SYMBOL_CONDITIONAL_ENTROPY_NORM		5000	5001	0	5484985133932264364	0.597421093797	true
C02	LATIN-DIPLOMATIC	G	G07_HIGHER_ORDER_ENTROPY_REDUCTION		5000	5001	0	5484985133932264364	0.145431894976	true
C02	LATIN-DIPLOMATIC	G	G08_MEAN_SYMBOLS_PER_TOKEN		5000	5001	0	5484985133932264364	5.09958008398	true
C02	LATIN-DIPLOMATIC	T	T01_MEAN_TOKEN_LENGTH		5000	5001	0	5484985133932264364	5.09958008398	true
C02	LATIN-DIPLOMATIC	T	T02_TOKEN_LENGTH_SD		5000	5001	0	5484985133932264364	2.8251876905	true
C02	LATIN-DIPLOMATIC	T	T03_UNIQUE_TOKEN_RATIO		5000	5001	0	5484985133932264364	0.5324935013	true
C02	LATIN-DIPLOMATIC	T	T04_HAPAX_RATIO		5000	5001	0	5484985133932264364	0.773563650019	true
C02	LATIN-DIPLOMATIC	T	T05_PREFIX_DIVERSITY		5000	5001	0	5484985133932264364	0.0138941043935	true
C02	LATIN-DIPLOMATIC	T	T06_SUFFIX_DIVERSITY		5000	5001	0	5484985133932264364	0.0157716860683	true
C02	LATIN-DIPLOMATIC	T	T07_EDIT_GRAPH_DENSITY		5000	5001	0	5484985133932264364	0.000632537658138	true
C02	LATIN-DIPLOMATIC	T	T08_EDIT_GRAPH_GIANT_SHARE		5000	5001	0	5484985133932264364	0.225685317311	true
C02	LATIN-DIPLOMATIC	T	T09_EDIT_GRAPH_CLUSTERING		5000	5001	0	5484985133932264364	0.421192058648	true
C02	LATIN-DIPLOMATIC	T	T10_EDIT_DEGREE_FREQUENCY_SPEARMAN		5000	5001	0	5484985133932264364	0.370678582661	true
C02	LATIN-DIPLOMATIC	T	T11_POSITIONAL_RESTRICTION_DENSITY		5000	5001	0	5484985133932264364	0.224358974359	true
C02	LATIN-DIPLOMATIC	S	S01_TRANSITION_DENSITY	FREQ_GE_5	5000	5001	0	5484985133932264364	0.0253924284395	true
C02	LATIN-DIPLOMATIC	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_5	5000	5001	0	5484985133932264364	0.97460757156	true
C02	LATIN-DIPLOMATIC	S	S03_TRANSITION_ENTROPY_NORM	FREQ_GE_5	5000	5001	0	5484985133932264364	0.580836184494	true
C02	LATIN-DIPLOMATIC	S	S06_PREFERRED_TRANSITION_FRACTION	FREQ_GE_5	5000	5001	0	5484985133932264364	0	true
